,mlp_loss,mlp_mae,lstm_loss,lstm_mae,gru_loss,gru_mae
0,0.06993842869997025,0.15904085338115692,0.354868620634079,0.4370465874671936,0.25920388102531433,0.3146721422672272
0,9.319701194763184,1.7878702878952026,4528.12353515625,31.595911026000977,5.804896354675293,1.6094448566436768
0,0.0013726254692301154,0.027588382363319397,0.003530408488586545,0.03711369261145592,6.733738700859249e-05,0.0054933312349021435
0,0.004870197270065546,0.0582021027803421,0.013137451373040676,0.10231859236955643,0.0012129730312153697,0.026762083172798157
0,0.001917884568683803,0.032667238265275955,0.013324704952538013,0.10126036405563354,0.0002120530407410115,0.01109936460852623
0,0.005799176637083292,0.06389906257390976,0.002448201645165682,0.04469266161322594,0.028199272230267525,0.09219447523355484
0,0.00029026545234955847,0.011911718174815178,0.0013581413077190518,0.027371032163500786,0.00042694591684266925,0.011368276551365852
0,0.00443520350381732,0.058397598564624786,0.0003985147923231125,0.016076821833848953,0.0015498283319175243,0.03175876662135124
0,0.0011105863377451897,0.024577219039201736,0.0017667441861703992,0.032284412533044815,0.0003538511518854648,0.013772020116448402
0,0.002269284799695015,0.0400577075779438,0.04240924119949341,0.15966741740703583,0.024136729538440704,0.06936798989772797
