,mlp_mae,lstm_loss,lstm_mae,gru_loss,gru_mae,mlp_loss
0,0.17078489065170288,0.350244402885437,0.4387366771697998,0.3053637444972992,0.38834527134895325,0.07658903300762177
0,1.7867704629898071,16.563295364379883,3.2939624786376953,9.6925630569458,2.0363311767578125,9.312171936035156
0,0.02371763251721859,0.0013726254692301154,0.027588382363319397,0.00044936349149793386,0.015875153243541718,0.0010748427594080567
0,0.10677121579647064,0.0031610755249857903,0.04580668359994888,0.010974045842885971,0.07923480123281479,0.04404540732502937
0,0.027913901954889297,0.0014162138104438782,0.028462253510951996,0.0015252091689035296,0.027760768309235573,0.0014940400142222643
0,0.075200654566288,0.0009411278297193348,0.02518939971923828,0.0013358950382098556,0.02501213364303112,0.02675028145313263
0,0.022325849160552025,0.0011027026921510696,0.024147771298885345,0.0003000933793373406,0.011091606691479683,0.000984399812296033
0,0.08374237269163132,0.002204825170338154,0.04095170646905899,0.0005379637586884201,0.020527327433228493,0.02121002785861492
0,0.023550784215331078,0.0025262045674026012,0.03617800772190094,0.0013637732481583953,0.027645504102110863,0.0010461370693519711
0,0.1236792579293251,0.001364728668704629,0.029620621353387833,0.024525433778762817,0.07423008233308792,0.048645492643117905
