date,tests,normal_beds,ICU_beds,state
2020-11-18,289525,631,110,Steiermark
2020-11-18,157464,181,27,Salzburg
2020-11-18,360961,982,133,Oberösterreich
2020-11-18,465473,593,97,Niederösterreich
2020-11-18,130851,334,31,Kärnten
2020-11-18,86499,93,18,Burgenland
2020-11-19,2787606,3931,683,Alle
2020-11-19,753877,581,159,Wien
2020-11-19,153710,179,44,Vorarlberg
2020-11-19,371845,341,67,Tirol
2020-11-19,293516,640,109,Steiermark
2020-11-19,160081,194,24,Salzburg
2020-11-19,364648,963,138,Oberösterreich
2020-11-19,470538,604,97,Niederösterreich
2020-11-19,131987,340,27,Kärnten
2020-11-19,87404,89,18,Burgenland
2020-11-20,2820796,3942,687,Alle
2020-11-20,762133,592,156,Wien
2020-11-20,155666,172,40,Vorarlberg
2020-11-20,376136,340,67,Tirol
2020-11-20,162493,196,24,Salzburg
2020-11-20,477539,614,102,Niederösterreich
2020-11-20,368459,963,136,Oberösterreich
2020-11-20,133357,332,30,Kärnten
2020-11-20,88034,92,19,Burgenland
2020-11-20,296979,641,113,Steiermark
2020-11-21,2851604,3900,697,Alle
2020-11-21,88927,97,19,Burgenland
2020-11-21,134378,320,40,Kärnten
2020-11-21,483222,606,100,Niederösterreich
2020-11-21,372597,889,131,Oberösterreich
2020-11-21,164235,196,24,Salzburg
2020-11-21,301193,653,112,Steiermark
2020-11-21,379266,376,69,Tirol
2020-11-21,157560,172,40,Vorarlberg
2020-11-21,770226,591,162,Wien
2020-11-22,159852,151,39,Vorarlberg
2020-11-22,382560,360,66,Tirol
2020-11-22,2881435,3775,683,Alle
2020-11-22,775080,568,151,Wien
2020-11-22,303414,603,116,Steiermark
2020-11-22,89468,85,18,Burgenland
2020-11-22,379005,889,132,Oberösterreich
2020-11-22,488298,593,102,Niederösterreich
2020-11-22,137200,330,35,Kärnten
2020-11-22,166558,196,24,Salzburg
2020-11-23,2901857,3863,685,Alle
2020-11-23,781020,570,145,Wien
2020-11-23,161538,154,39,Vorarlberg
2020-11-23,384230,368,64,Tirol
2020-11-23,304528,619,121,Steiermark
2020-11-23,167082,196,24,Salzburg
2020-11-23,381029,922,139,Oberösterreich
2020-11-23,494001,589,105,Niederösterreich
2020-11-23,138037,355,34,Kärnten
2020-11-23,90392,90,14,Burgenland
2020-11-24,2929927,3985,704,Alle
2020-11-24,787877,591,145,Wien
2020-11-24,162602,187,40,Vorarlberg
2020-11-24,388066,385,67,Tirol
2020-11-24,308258,632,121,Steiermark
2020-11-24,383582,917,148,Oberösterreich
2020-11-24,498181,601,108,Niederösterreich
2020-11-24,139758,377,35,Kärnten
2020-11-24,91987,99,16,Burgenland
2020-11-24,169616,196,24,Salzburg
2020-11-25,171843,196,24,Salzburg
2020-11-25,92798,101,20,Burgenland
2020-11-25,141010,379,37,Kärnten
2020-11-25,503189,562,115,Niederösterreich
2020-11-25,386723,895,148,Oberösterreich
2020-11-25,311911,649,117,Steiermark
2020-11-25,391622,362,70,Tirol
2020-11-25,164051,138,36,Vorarlberg
2020-11-25,797349,585,142,Wien
2020-11-25,2960496,3867,709,Alle
2020-11-26,165778,135,36,Vorarlberg
2020-11-26,394934,350,70,Tirol
2020-11-26,2993814,3756,705,Alle
2020-11-26,807693,553,141,Wien
2020-11-26,315361,617,114,Steiermark
2020-11-26,93353,100,20,Burgenland
2020-11-26,390016,873,149,Oberösterreich
2020-11-26,509572,536,112,Niederösterreich
2020-11-26,142139,370,36,Kärnten
2020-11-26,174968,222,27,Salzburg
2020-11-27,3020862,3702,703,Alle
2020-11-27,814522,548,136,Wien
2020-11-27,167724,126,34,Vorarlberg
2020-11-27,397563,319,73,Tirol
2020-11-27,318156,609,122,Steiermark
2020-11-27,392760,873,145,Oberösterreich
2020-11-27,515026,507,111,Niederösterreich
2020-11-27,143881,402,35,Kärnten
2020-11-27,94651,91,20,Burgenland
2020-11-27,176579,227,27,Salzburg
2020-11-28,400339,307,70,Tirol
2020-11-28,3061067,3591,688,Alle
2020-11-28,823390,527,133,Wien
2020-11-28,169858,118,30,Vorarlberg
2020-11-28,320774,604,121,Steiermark
2020-11-28,95303,81,22,Burgenland
2020-11-28,407397,843,148,Oberösterreich
2020-11-28,520313,492,106,Niederösterreich
2020-11-28,145222,384,32,Kärnten
2020-11-28,178471,235,26,Salzburg
2020-11-29,402018,307,71,Tirol
2020-11-29,3083264,3560,691,Alle
2020-11-29,827676,518,134,Wien
2020-11-29,171826,121,31,Vorarlberg
2020-11-29,323543,603,127,Steiermark
2020-11-29,527200,462,103,Niederösterreich
2020-11-29,408365,866,146,Oberösterreich
2020-11-29,95965,76,21,Burgenland
2020-11-29,179864,222,24,Salzburg
2020-11-29,146807,385,34,Kärnten
2020-11-30,96565,84,22,Burgenland
2020-11-30,148739,391,35,Kärnten
2020-11-30,531533,482,105,Niederösterreich
2020-11-30,410155,884,151,Oberösterreich
2020-11-30,180756,211,25,Salzburg
2020-11-30,324319,608,123,Steiermark
2020-11-30,403494,316,72,Tirol
2020-11-30,172613,131,32,Vorarlberg
2020-11-30,830144,532,136,Wien
2020-11-30,3098318,3639,701,Alle
2020-12-01,405935,333,75,Tirol
2020-12-01,3121510,3791,691,Alle
2020-12-01,837228,563,128,Wien
2020-12-01,173500,131,32,Vorarlberg
2020-12-01,327052,642,124,Steiermark
2020-12-01,182045,295,28,Salzburg
2020-12-01,412228,852,152,Oberösterreich
2020-12-01,536908,506,99,Niederösterreich
2020-12-01,149763,382,33,Kärnten
2020-12-01,96851,87,20,Burgenland
2020-12-02,97629,84,19,Burgenland
2020-12-02,150775,377,35,Kärnten
2020-12-02,540949,484,101,Niederösterreich
2020-12-02,416203,786,151,Oberösterreich
2020-12-02,183930,197,24,Salzburg
2020-12-02,330337,632,110,Steiermark
2020-12-02,408193,328,74,Tirol
2020-12-02,175570,123,31,Vorarlberg
2020-12-02,845786,560,129,Wien
2020-12-02,3149372,3571,674,Alle
2020-12-03,178067,121,31,Vorarlberg
2020-12-03,411394,296,81,Tirol
2020-12-03,3180666,3414,668,Alle
2020-12-03,854621,553,128,Wien
2020-12-03,333357,590,112,Steiermark
2020-12-03,186147,193,24,Salzburg
2020-12-03,418972,751,144,Oberösterreich
2020-12-03,548049,463,98,Niederösterreich
2020-12-03,151875,366,32,Kärnten
2020-12-03,98184,81,18,Burgenland
2020-12-04,3209340,3338,642,Alle
2020-12-04,862865,537,121,Wien
2020-12-04,180246,117,29,Vorarlberg
2020-12-04,413610,295,76,Tirol
2020-12-04,336536,574,104,Steiermark
2020-12-04,421586,736,142,Oberösterreich
2020-12-04,555053,450,95,Niederösterreich
2020-12-04,152813,361,32,Kärnten
2020-12-04,98821,78,19,Burgenland
2020-12-04,187810,190,24,Salzburg
2020-12-05,416176,279,74,Tirol
2020-12-05,3229393,3231,646,Alle
2020-12-05,872096,529,124,Wien
2020-12-05,182391,114,26,Vorarlberg
2020-12-05,340175,551,117,Steiermark
2020-12-05,413527,687,140,Oberösterreich
2020-12-05,561918,452,94,Niederösterreich
2020-12-05,153560,360,29,Kärnten
2020-12-05,100920,75,16,Burgenland
2020-12-05,188630,184,26,Salzburg
2020-12-06,3247511,3170,632,Alle
2020-12-06,101476,77,14,Burgenland
2020-12-06,154231,368,29,Kärnten
2020-12-06,567834,436,91,Niederösterreich
2020-12-06,415271,715,139,Oberösterreich
2020-12-06,189162,183,29,Salzburg
2020-12-06,341498,522,102,Steiermark
2020-12-06,417848,261,68,Tirol
2020-12-06,184325,108,24,Vorarlberg
2020-12-06,875866,500,136,Wien
2020-12-07,185295,105,25,Vorarlberg
2020-12-07,419046,268,67,Tirol
2020-12-07,3262088,3269,616,Alle
2020-12-07,878087,522,124,Wien
2020-12-07,343227,561,102,Steiermark
2020-12-07,154760,362,31,Kärnten
2020-12-07,416585,753,141,Oberösterreich
2020-12-07,572976,440,84,Niederösterreich
2020-12-07,190151,190,28,Salzburg
2020-12-07,101961,68,14,Burgenland
2020-12-08,885302,556,127,Wien
2020-12-08,186042,107,22,Vorarlberg
2020-12-08,421501,282,69,Tirol
2020-12-08,345295,562,101,Steiermark
2020-12-08,3281731,3308,609,Alle
2020-12-08,419626,724,134,Oberösterreich
2020-12-08,574977,454,86,Niederösterreich
2020-12-08,155727,355,26,Kärnten
2020-12-08,102250,65,14,Burgenland
2020-12-08,191011,203,30,Salzburg
2020-12-09,3302082,3244,610,Alle
2020-12-09,892985,532,130,Wien
2020-12-09,188252,100,23,Vorarlberg
2020-12-09,422902,256,67,Tirol
2020-12-09,346691,581,99,Steiermark
2020-12-09,192302,198,28,Salzburg
2020-12-09,578424,419,92,Niederösterreich
2020-12-09,156314,359,27,Kärnten
2020-12-09,102945,62,11,Burgenland
2020-12-09,421267,737,133,Oberösterreich
2020-12-10,424656,260,66,Tirol
2020-12-10,902860,536,129,Wien
2020-12-10,189180,95,24,Vorarlberg
2020-12-10,349915,581,95,Steiermark
2020-12-10,3329997,3195,585,Alle
2020-12-10,423592,674,123,Oberösterreich
2020-12-10,103863,69,8,Burgenland
2020-12-10,194038,202,27,Salzburg
2020-12-10,584627,419,87,Niederösterreich
2020-12-10,157266,359,26,Kärnten
2020-12-11,3355391,3079,572,Alle
2020-12-11,913033,531,127,Wien
2020-12-11,191404,101,25,Vorarlberg
2020-12-11,352924,549,94,Steiermark
2020-12-11,427037,233,56,Tirol
2020-12-11,425985,636,124,Oberösterreich
2020-12-11,587898,412,82,Niederösterreich
2020-12-11,158016,339,30,Kärnten
2020-12-11,104238,69,9,Burgenland
2020-12-11,194856,209,25,Salzburg
2020-12-12,3386308,3008,591,Alle
2020-12-12,923186,524,138,Wien
2020-12-12,193227,99,25,Vorarlberg
2020-12-12,429030,239,61,Tirol
2020-12-12,355296,548,94,Steiermark
2020-12-12,196277,199,26,Salzburg
2020-12-12,597620,388,83,Niederösterreich
2020-12-12,158716,333,27,Kärnten
2020-12-12,104871,58,13,Burgenland
2020-12-12,428085,620,124,Oberösterreich
2020-12-13,3407510,2867,577,Alle
2020-12-13,929542,488,141,Wien
2020-12-13,194759,88,21,Vorarlberg
2020-12-13,430280,213,57,Tirol
2020-12-13,356399,511,93,Steiermark
2020-12-13,197104,181,25,Salzburg
2020-12-13,605067,372,82,Niederösterreich
2020-12-13,159242,319,26,Kärnten
2020-12-13,105306,54,11,Burgenland
2020-12-13,429811,641,121,Oberösterreich
2020-12-14,195759,88,22,Vorarlberg
2020-12-14,3425072,2885,594,Alle
2020-12-14,933328,493,145,Wien
2020-12-14,357976,494,95,Steiermark
2020-12-14,431328,217,57,Tirol
2020-12-14,431325,644,122,Oberösterreich
2020-12-14,610387,397,87,Niederösterreich
2020-12-14,161056,321,27,Kärnten
2020-12-14,105684,55,13,Burgenland
2020-12-14,198229,176,26,Salzburg
2020-12-15,3446109,2951,573,Alle
2020-12-15,941240,524,139,Wien
2020-12-15,433595,214,60,Tirol
2020-12-15,196605,108,18,Vorarlberg
2020-12-15,359589,509,97,Steiermark
2020-12-15,161917,323,23,Kärnten
2020-12-15,433407,624,114,Oberösterreich
2020-12-15,105917,58,13,Burgenland
2020-12-15,200068,174,27,Salzburg
2020-12-15,613771,417,82,Niederösterreich
2020-12-16,107108,60,12,Burgenland
2020-12-16,162900,298,29,Kärnten
2020-12-16,617321,397,82,Niederösterreich
2020-12-16,435420,607,114,Oberösterreich
2020-12-16,201590,168,25,Salzburg
2020-12-16,364050,511,88,Steiermark
2020-12-16,435890,213,54,Tirol
2020-12-16,198544,102,17,Vorarlberg
2020-12-16,952033,506,127,Wien
2020-12-16,3474856,2862,548,Alle
2020-12-17,3503072,2690,530,Alle
2020-12-17,963065,473,125,Wien
2020-12-17,200388,104,19,Vorarlberg
2020-12-17,365910,495,83,Steiermark
2020-12-17,437978,195,55,Tirol
2020-12-17,437830,575,108,Oberösterreich
2020-12-17,623657,351,82,Niederösterreich
2020-12-17,163703,264,22,Kärnten
2020-12-17,107601,65,8,Burgenland
2020-12-17,202940,168,28,Salzburg
2020-12-18,108235,62,8,Burgenland
2020-12-18,165592,252,19,Kärnten
2020-12-18,631051,344,74,Niederösterreich
2020-12-18,439764,554,103,Oberösterreich
2020-12-18,204187,160,27,Salzburg
2020-12-18,368662,455,76,Steiermark
2020-12-18,439776,184,51,Tirol
2020-12-18,202797,97,18,Vorarlberg
2020-12-18,974422,470,119,Wien
2020-12-18,3534486,2578,495,Alle
2020-12-19,987793,447,125,Wien
2020-12-19,166218,247,15,Kärnten
2020-12-19,205408,70,18,Vorarlberg
2020-12-19,3568286,2475,489,Alle
2020-12-19,441800,192,50,Tirol
2020-12-19,108612,70,8,Burgenland
2020-12-19,205286,143,30,Salzburg
2020-12-19,441828,530,100,Oberösterreich
2020-12-19,639563,340,65,Niederösterreich
2020-12-19,371778,436,78,Steiermark
2020-12-20,3593276,2412,475,Alle
2020-12-20,998538,442,116,Wien
2020-12-20,208112,67,17,Vorarlberg
2020-12-20,442910,166,51,Tirol
2020-12-20,373172,409,81,Steiermark
2020-12-20,443093,554,95,Oberösterreich
2020-12-20,646063,330,64,Niederösterreich
2020-12-20,166640,245,13,Kärnten
2020-12-20,108793,62,8,Burgenland
2020-12-20,205955,137,30,Salzburg
2020-12-21,443879,165,49,Tirol
2020-12-21,3614233,2393,478,Alle
2020-12-21,1007585,430,117,Wien
2020-12-21,209439,70,16,Vorarlberg
2020-12-21,374006,418,79,Steiermark
2020-12-21,109198,53,9,Burgenland
2020-12-21,444317,556,93,Oberösterreich
2020-12-21,652173,328,69,Niederösterreich
2020-12-21,167107,240,16,Kärnten
2020-12-21,206529,133,30,Salzburg
2020-12-22,377261,434,84,Steiermark
2020-12-22,1023114,449,120,Wien
2020-12-22,210559,70,16,Vorarlberg
2020-12-22,445765,171,51,Tirol
2020-12-22,3643696,2435,487,Alle
2020-12-22,207888,133,30,Salzburg
2020-12-22,654618,364,67,Niederösterreich
2020-12-22,167788,206,15,Kärnten
2020-12-22,110218,54,9,Burgenland
2020-12-22,446485,554,95,Oberösterreich
2020-12-23,1045364,437,111,Wien
2020-12-23,214278,66,16,Vorarlberg
2020-12-23,448003,133,48,Tirol
2020-12-23,380075,409,90,Steiermark
2020-12-23,3682136,2303,472,Alle
2020-12-23,448758,543,96,Oberösterreich
2020-12-23,657388,359,60,Niederösterreich
2020-12-23,168568,176,13,Kärnten
2020-12-23,110392,49,8,Burgenland
2020-12-23,209310,131,30,Salzburg
2020-12-24,3711287,2203,445,Alle
2020-12-24,1053848,417,106,Wien
2020-12-24,218317,62,15,Vorarlberg
2020-12-24,450504,133,42,Tirol
2020-12-24,382568,390,85,Steiermark
2020-12-24,210915,119,32,Salzburg
2020-12-24,663988,353,61,Niederösterreich
2020-12-24,169184,163,13,Kärnten
2020-12-24,110907,45,10,Burgenland
2020-12-24,451056,521,81,Oberösterreich
2020-12-25,451535,110,44,Tirol
2020-12-25,1058323,395,86,Wien
2020-12-25,224427,55,13,Vorarlberg
2020-12-25,384322,342,78,Steiermark
2020-12-25,3732903,2045,409,Alle
2020-12-25,452223,491,82,Oberösterreich
2020-12-25,111372,32,10,Burgenland
2020-12-25,211478,125,28,Salzburg
2020-12-25,669959,343,55,Niederösterreich
2020-12-25,169264,152,13,Kärnten
2020-12-26,3747328,2024,431,Alle
2020-12-26,1059340,389,107,Wien
2020-12-26,226736,50,12,Vorarlberg
2020-12-26,384707,327,79,Steiermark
2020-12-26,452006,110,43,Tirol
2020-12-26,453200,497,83,Oberösterreich
2020-12-26,677976,336,55,Niederösterreich
2020-12-26,169518,160,13,Kärnten
2020-12-26,111720,30,8,Burgenland
2020-12-26,212125,125,31,Salzburg
2020-12-27,3757237,2043,414,Alle
2020-12-27,1060588,395,105,Wien
2020-12-27,227623,49,12,Vorarlberg
2020-12-27,452970,109,43,Tirol
2020-12-27,385368,330,78,Steiermark
2020-12-27,212779,129,28,Salzburg
2020-12-27,682026,321,51,Niederösterreich
2020-12-27,169672,155,14,Kärnten
2020-12-27,112127,30,8,Burgenland
2020-12-27,454084,525,75,Oberösterreich
2020-12-28,3778483,2089,421,Alle
2020-12-28,1068022,398,108,Wien
2020-12-28,228840,49,13,Vorarlberg
2020-12-28,453845,113,41,Tirol
2020-12-28,387139,340,73,Steiermark
2020-12-28,213656,139,28,Salzburg
2020-12-28,686237,328,55,Niederösterreich
2020-12-28,171045,154,17,Kärnten
2020-12-28,112295,29,10,Burgenland
2020-12-28,457404,539,76,Oberösterreich
2020-12-29,229799,52,14,Vorarlberg
2020-12-29,3794046,2116,411,Alle
2020-12-29,1070426,427,108,Wien
2020-12-29,388755,351,71,Steiermark
2020-12-29,455731,110,40,Tirol
2020-12-29,460040,526,70,Oberösterreich
2020-12-29,689212,346,53,Niederösterreich
2020-12-29,171708,136,16,Kärnten
2020-12-29,113470,31,11,Burgenland
2020-12-29,214905,137,28,Salzburg
2020-12-30,3810131,2012,395,Alle
2020-12-30,1070426,388,107,Wien
2020-12-30,457920,102,36,Tirol
2020-12-30,232510,49,13,Vorarlberg
2020-12-30,391379,345,67,Steiermark
2020-12-30,172129,143,12,Kärnten
2020-12-30,463101,485,71,Oberösterreich
2020-12-30,692455,329,53,Niederösterreich
2020-12-30,113766,30,9,Burgenland
2020-12-30,216445,141,27,Salzburg
2020-12-31,3836920,1946,396,Alle
2020-12-31,1078994,392,104,Wien
2020-12-31,235292,49,16,Vorarlberg
2020-12-31,459639,102,36,Tirol
2020-12-31,393234,322,65,Steiermark
2020-12-31,217713,124,24,Salzburg
2020-12-31,465906,461,74,Oberösterreich
2020-12-31,698629,329,55,Niederösterreich
2020-12-31,172784,134,12,Kärnten
2020-12-31,114729,33,10,Burgenland
2021-01-01,3857382,1858,385,Alle
2021-01-01,1082879,366,107,Wien
2021-01-01,237960,47,17,Vorarlberg
2021-01-01,460462,94,34,Tirol
2021-01-01,396082,318,65,Steiermark
2021-01-01,468813,434,73,Oberösterreich
2021-01-01,704329,324,49,Niederösterreich
2021-01-01,173185,114,13,Kärnten
2021-01-01,115045,35,7,Burgenland
2021-01-01,218627,126,20,Salzburg
2021-01-02,218627,126,20,Salzburg
2021-01-02,115045,35,7,Burgenland
2021-01-02,173185,114,13,Kärnten
2021-01-02,704329,324,49,Niederösterreich
2021-01-02,468813,434,73,Oberösterreich
2021-01-02,396082,318,65,Steiermark
2021-01-02,460462,94,34,Tirol
2021-01-02,237960,47,17,Vorarlberg
2021-01-02,1082879,366,107,Wien
2021-01-02,3857382,1858,385,Alle
2021-01-03,240835,44,13,Vorarlberg
2021-01-03,462360,97,31,Tirol
2021-01-03,3780489,1864,363,Alle
2021-01-03,979206,354,92,Wien
2021-01-03,397518,299,65,Steiermark
2021-01-03,116027,33,5,Burgenland
2021-01-03,473337,433,72,Oberösterreich
2021-01-03,717323,366,51,Niederösterreich
2021-01-03,173977,114,13,Kärnten
2021-01-03,219906,124,21,Salzburg
2021-01-04,3793090,1953,368,Alle
2021-01-04,979563,380,102,Wien
2021-01-04,241759,52,11,Vorarlberg
2021-01-04,463166,110,33,Tirol
2021-01-04,399394,314,61,Steiermark
2021-01-04,474508,453,72,Oberösterreich
2021-01-04,722228,375,47,Niederösterreich
2021-01-04,175424,120,15,Kärnten
2021-01-04,116381,32,5,Burgenland
2021-01-04,220667,117,22,Salzburg
2021-01-05,464568,122,33,Tirol
2021-01-05,3808540,2033,371,Alle
2021-01-05,983701,398,109,Wien
2021-01-05,243080,58,11,Vorarlberg
2021-01-05,401663,333,62,Steiermark
2021-01-05,116831,39,5,Burgenland
2021-01-05,476011,438,68,Oberösterreich
2021-01-05,724823,397,49,Niederösterreich
2021-01-05,175979,123,13,Kärnten
2021-01-05,221884,125,21,Salzburg
2021-01-06,467068,118,31,Tirol
2021-01-06,3831170,2022,361,Alle
2021-01-06,993418,404,106,Wien
2021-01-06,245146,57,12,Vorarlberg
2021-01-06,403411,320,57,Steiermark
2021-01-06,222244,127,22,Salzburg
2021-01-06,478014,429,62,Oberösterreich
2021-01-06,727993,406,52,Niederösterreich
2021-01-06,176672,119,13,Kärnten
2021-01-06,117204,42,6,Burgenland
2021-01-07,996213,396,111,Wien
2021-01-07,246233,69,13,Vorarlberg
2021-01-07,468213,113,31,Tirol
2021-01-07,405180,303,63,Steiermark
2021-01-07,3847922,1981,373,Alle
2021-01-07,479281,422,58,Oberösterreich
2021-01-07,733493,387,56,Niederösterreich
2021-01-07,177195,123,12,Kärnten
2021-01-07,117825,41,8,Burgenland
2021-01-07,224289,127,21,Salzburg
2021-01-08,3871527,2000,371,Alle
2021-01-08,1001132,417,107,Wien
2021-01-08,247237,61,14,Vorarlberg
2021-01-08,470159,118,33,Tirol
2021-01-08,407620,306,65,Steiermark
2021-01-08,225771,124,16,Salzburg
2021-01-08,742564,404,55,Niederösterreich
2021-01-08,177954,129,12,Kärnten
2021-01-08,118226,39,9,Burgenland
2021-01-08,480864,402,60,Oberösterreich
2021-01-09,471581,118,28,Tirol
2021-01-09,1006653,403,106,Wien
2021-01-09,248358,59,15,Vorarlberg
2021-01-09,409590,300,61,Steiermark
2021-01-09,3891307,1957,369,Alle
2021-01-09,482469,402,60,Oberösterreich
2021-01-09,118901,42,7,Burgenland
2021-01-09,226876,120,18,Salzburg
2021-01-09,748492,388,57,Niederösterreich
2021-01-09,178387,125,17,Kärnten
2021-01-10,3905482,1874,372,Alle
2021-01-10,1008143,398,112,Wien
2021-01-10,249228,60,12,Vorarlberg
2021-01-10,410454,272,51,Steiermark
2021-01-10,472479,117,30,Tirol
2021-01-10,483783,379,62,Oberösterreich
2021-01-10,755960,361,61,Niederösterreich
2021-01-10,178707,136,16,Kärnten
2021-01-10,119246,39,7,Burgenland
2021-01-10,227482,112,21,Salzburg
2021-01-11,3919571,1918,379,Alle
2021-01-11,1009049,386,113,Wien
2021-01-11,250035,68,12,Vorarlberg
2021-01-11,473311,119,30,Tirol
2021-01-11,411086,281,54,Steiermark
2021-01-11,228106,111,21,Salzburg
2021-01-11,763143,379,62,Niederösterreich
2021-01-11,180380,141,17,Kärnten
2021-01-11,119544,33,7,Burgenland
2021-01-11,484917,400,63,Oberösterreich
2021-01-12,6865442,1923,378,Alle
2021-01-12,1614363,385,108,Wien
2021-01-12,449011,68,12,Vorarlberg
2021-01-12,830934,126,30,Tirol
2021-01-12,785761,314,69,Steiermark
2021-01-12,418537,116,19,Salzburg
2021-01-12,1438174,390,59,Niederösterreich
2021-01-12,296216,117,19,Kärnten
2021-01-12,275208,33,7,Burgenland
2021-01-12,757238,374,55,Oberösterreich
2021-01-13,840158,124,27,Tirol
2021-01-13,1633251,370,105,Wien
2021-01-13,452489,61,11,Vorarlberg
2021-01-13,804761,292,61,Steiermark
2021-01-13,6989709,1825,354,Alle
2021-01-13,771841,324,58,Oberösterreich
2021-01-13,1493613,400,55,Niederösterreich
2021-01-13,297286,107,15,Kärnten
2021-01-13,276473,34,7,Burgenland
2021-01-13,419837,113,15,Salzburg
2021-01-14,1653751,339,111,Wien
2021-01-14,455590,56,15,Vorarlberg
2021-01-14,843027,117,26,Tirol
2021-01-14,806091,285,59,Steiermark
2021-01-14,7379973,1725,361,Alle
2021-01-14,1109704,312,57,Oberösterreich
2021-01-14,1503006,376,56,Niederösterreich
2021-01-14,298091,92,13,Kärnten
2021-01-14,277590,39,7,Burgenland
2021-01-14,433123,109,17,Salzburg
2021-01-15,7459608,1705,337,Alle
2021-01-15,1692684,345,99,Wien
2021-01-15,461195,59,14,Vorarlberg
2021-01-15,846070,114,26,Tirol
2021-01-15,820834,259,58,Steiermark
2021-01-15,434147,113,17,Salzburg
2021-01-15,1510727,374,55,Niederösterreich
2021-01-15,298951,98,11,Kärnten
2021-01-15,278257,43,6,Burgenland
2021-01-15,1116743,300,51,Oberösterreich
2021-01-16,858048,114,24,Tirol
2021-01-16,1729238,332,101,Wien
2021-01-16,464165,54,13,Vorarlberg
2021-01-16,828541,239,61,Steiermark
2021-01-16,7538732,1668,342,Alle
2021-01-16,1121154,292,52,Oberösterreich
2021-01-16,285688,42,6,Burgenland
2021-01-16,434955,124,17,Salzburg
2021-01-16,1517468,371,56,Niederösterreich
2021-01-16,299475,100,12,Kärnten
2021-01-17,7590771,1635,328,Alle
2021-01-17,1758308,317,93,Wien
2021-01-17,466843,48,12,Vorarlberg
2021-01-17,829431,226,61,Steiermark
2021-01-17,864413,108,24,Tirol
2021-01-17,1125890,304,49,Oberösterreich
2021-01-17,1524009,357,59,Niederösterreich
2021-01-17,299957,104,8,Kärnten
2021-01-17,286349,47,6,Burgenland
2021-01-17,435571,124,16,Salzburg
2021-01-18,7697762,1673,334,Alle
2021-01-18,1787040,335,103,Wien
2021-01-18,468719,52,9,Vorarlberg
2021-01-18,869960,109,23,Tirol
2021-01-18,829933,225,63,Steiermark
2021-01-18,436212,114,16,Salzburg
2021-01-18,1530603,365,57,Niederösterreich
2021-01-18,302014,120,8,Kärnten
2021-01-18,343641,45,7,Burgenland
2021-01-18,1129640,308,48,Oberösterreich
2021-01-19,7878732,1729,332,Alle
2021-01-19,1800082,362,102,Wien
2021-01-19,472691,52,9,Vorarlberg
2021-01-19,874409,127,24,Tirol
2021-01-19,852248,243,57,Steiermark
2021-01-19,441668,116,19,Salzburg
2021-01-19,1533092,384,56,Niederösterreich
2021-01-19,424344,107,9,Kärnten
2021-01-19,346502,47,8,Burgenland
2021-01-19,1133696,291,48,Oberösterreich
2021-01-20,878194,124,29,Tirol
2021-01-20,1817641,371,96,Wien
2021-01-20,480022,46,9,Vorarlberg
2021-01-20,861388,239,52,Steiermark
2021-01-20,8488882,1683,323,Alle
2021-01-20,1151162,268,43,Oberösterreich
2021-01-20,347780,42,8,Burgenland
2021-01-20,446595,107,20,Salzburg
2021-01-20,2079628,373,54,Niederösterreich
2021-01-20,426472,113,12,Kärnten
2021-01-21,350289,43,8,Burgenland
2021-01-21,427206,98,11,Kärnten
2021-01-21,2089186,363,55,Niederösterreich
2021-01-21,1156144,252,43,Oberösterreich
2021-01-21,451493,103,21,Salzburg
2021-01-21,861388,227,56,Steiermark
2021-01-21,881736,111,31,Tirol
2021-01-21,485500,45,11,Vorarlberg
2021-01-21,1832293,364,104,Wien
2021-01-21,8535235,1606,340,Alle
2021-01-22,8593891,1586,331,Alle
2021-01-22,1848134,362,101,Wien
2021-01-22,490297,40,11,Vorarlberg
2021-01-22,861388,231,53,Steiermark
2021-01-22,886084,101,34,Tirol
2021-01-22,1174394,245,41,Oberösterreich
2021-01-22,352275,45,8,Burgenland
2021-01-22,455931,110,19,Salzburg
2021-01-22,2096891,366,54,Niederösterreich
2021-01-22,428497,86,10,Kärnten
2021-01-23,8683128,1525,323,Alle
2021-01-23,1865161,346,103,Wien
2021-01-23,496302,38,10,Vorarlberg
2021-01-23,887529,228,53,Steiermark
2021-01-23,890847,100,29,Tirol
2021-01-23,1179321,232,38,Oberösterreich
2021-01-23,2105221,370,51,Niederösterreich
2021-01-23,429156,73,10,Kärnten
2021-01-23,360755,34,8,Burgenland
2021-01-23,468836,104,21,Salzburg
2021-01-24,8735122,1518,323,Alle
2021-01-24,1878487,346,103,Wien
2021-01-24,500945,46,12,Vorarlberg
2021-01-24,896047,97,31,Tirol
2021-01-24,901237,223,48,Steiermark
2021-01-24,471712,97,22,Salzburg
2021-01-24,2111482,359,53,Niederösterreich
2021-01-24,361192,38,7,Burgenland
2021-01-24,1184481,240,38,Oberösterreich
2021-01-24,429539,72,9,Kärnten
2021-01-25,363324,43,6,Burgenland
2021-01-25,431300,81,10,Kärnten
2021-01-25,2120739,359,54,Niederösterreich
2021-01-25,1209927,243,39,Oberösterreich
2021-01-25,472757,103,21,Salzburg
2021-01-25,901684,102,32,Tirol
2021-01-25,502892,47,12,Vorarlberg
2021-01-25,1887820,342,97,Wien
2021-01-25,8802827,1548,321,Alle
