date,tests,normal_beds,ICU_beds,state
2021-07-31,4185256,3,0,Salzburg
2021-08-01,4225881,3,0,Salzburg
2021-08-01,2525316,1,1,Burgenland
2021-08-01,2902519,8,1,Kärnten
2021-08-01,13095992,5,5,Niederösterreich
2021-08-01,10554777,14,2,Oberösterreich
2021-08-01,9248191,7,0,Steiermark
2021-08-01,5508932,3,3,Tirol
2021-08-01,3949440,4,2,Vorarlberg
2021-08-01,14905695,51,16,Wien
2021-08-01,66916743,96,30,Alle
2021-08-02,3961420,4,2,Vorarlberg
2021-08-02,5518936,9,3,Tirol
2021-08-02,67201912,99,31,Alle
2021-08-02,14951518,46,15,Wien
2021-08-02,9284259,7,0,Steiermark
2021-08-02,4250646,2,0,Salzburg
2021-08-02,10619481,14,3,Oberösterreich
2021-08-02,13179751,8,6,Niederösterreich
2021-08-02,2902915,8,1,Kärnten
2021-08-02,2532986,1,1,Burgenland
2021-08-03,67488430,102,35,Alle
2021-08-03,14985021,40,17,Wien
2021-08-03,3976846,4,2,Vorarlberg
2021-08-03,5528382,15,3,Tirol
2021-08-03,9338471,7,1,Steiermark
2021-08-03,10685155,15,3,Oberösterreich
2021-08-03,13235495,10,6,Niederösterreich
2021-08-03,2907120,8,1,Kärnten
2021-08-03,2543153,0,1,Burgenland
2021-08-03,4288787,3,1,Salzburg
2021-08-04,5537315,11,4,Tirol
2021-08-04,67771558,96,31,Alle
2021-08-04,15045879,34,13,Wien
2021-08-04,3990600,3,1,Vorarlberg
2021-08-04,9395109,11,2,Steiermark
2021-08-04,4317832,3,1,Salzburg
2021-08-04,10740863,14,3,Oberösterreich
2021-08-04,13284346,11,5,Niederösterreich
2021-08-04,2908932,9,1,Kärnten
2021-08-04,2550682,0,1,Burgenland
2021-08-05,68236738,95,38,Alle
2021-08-05,15112334,38,18,Wien
2021-08-05,4005664,2,1,Vorarlberg
2021-08-05,5559791,8,4,Tirol
2021-08-05,9453147,14,4,Steiermark
2021-08-05,4351539,2,1,Salzburg
2021-08-05,10803193,11,3,Oberösterreich
2021-08-05,13346139,11,5,Niederösterreich
2021-08-05,3046545,9,1,Kärnten
2021-08-05,2558386,0,1,Burgenland
2021-08-06,68525533,112,34,Alle
2021-08-06,15183652,42,15,Wien
2021-08-06,4020521,3,1,Vorarlberg
2021-08-06,5569850,10,4,Tirol
2021-08-06,9501102,11,5,Steiermark
2021-08-06,4383628,4,1,Salzburg
2021-08-06,10860034,14,2,Oberösterreich
2021-08-06,13393116,15,4,Niederösterreich
2021-08-06,3046935,12,1,Kärnten
2021-08-06,2566695,1,1,Burgenland
2021-08-07,68936690,110,41,Alle
2021-08-07,15279536,37,19,Wien
2021-08-07,4039944,3,1,Vorarlberg
2021-08-07,5592467,14,4,Tirol
2021-08-07,9568400,10,6,Steiermark
2021-08-07,4425367,4,1,Salzburg
2021-08-07,10932246,13,2,Oberösterreich
2021-08-07,13461545,15,5,Niederösterreich
2021-08-07,3059190,12,2,Kärnten
2021-08-07,2577995,2,1,Burgenland
2021-08-08,69283203,119,44,Alle
2021-08-08,15325371,36,19,Wien
2021-08-08,4057687,5,1,Vorarlberg
2021-08-08,5604332,16,3,Tirol
2021-08-08,9638965,10,8,Steiermark
2021-08-08,4466674,5,1,Salzburg
2021-08-08,11009949,17,4,Oberösterreich
2021-08-08,13532624,17,5,Niederösterreich
2021-08-08,3059329,11,2,Kärnten
2021-08-08,2588272,2,1,Burgenland
2021-08-09,69537945,134,40,Alle
2021-08-09,15367560,39,16,Wien
2021-08-09,4070505,6,1,Vorarlberg
2021-08-09,5614835,18,3,Tirol
2021-08-09,9678241,10,8,Steiermark
2021-08-09,11071913,20,4,Oberösterreich
2021-08-09,13586145,18,4,Niederösterreich
2021-08-09,3059995,16,2,Kärnten
2021-08-09,2596181,1,1,Burgenland
2021-08-09,4492570,6,1,Salzburg
2021-08-10,5624683,20,6,Tirol
2021-08-10,69844185,146,46,Alle
2021-08-10,15430120,35,16,Wien
2021-08-10,4086025,4,1,Vorarlberg
2021-08-10,4529397,8,3,Salzburg
2021-08-10,13638914,22,4,Niederösterreich
2021-08-10,11127656,23,4,Oberösterreich
2021-08-10,3061590,17,2,Kärnten
2021-08-10,2614580,2,1,Burgenland
2021-08-10,9731220,15,9,Steiermark
2021-08-11,70108599,146,48,Alle
2021-08-11,15497838,38,17,Wien
2021-08-11,4101094,5,2,Vorarlberg
2021-08-11,5633620,17,7,Tirol
2021-08-11,9789618,14,7,Steiermark
2021-08-11,11188620,20,5,Oberösterreich
2021-08-11,13651107,24,4,Niederösterreich
2021-08-11,3063941,18,2,Kärnten
2021-08-11,2622128,2,1,Burgenland
2021-08-11,4560633,8,3,Salzburg
2021-08-12,70556406,150,49,Alle
2021-08-12,15555771,42,20,Wien
2021-08-12,4118207,6,2,Vorarlberg
2021-08-12,5643314,18,5,Tirol
2021-08-12,9840551,16,7,Steiermark
2021-08-12,11253459,15,5,Oberösterreich
2021-08-12,13714222,26,4,Niederösterreich
2021-08-12,3207020,15,2,Kärnten
2021-08-12,2630247,2,1,Burgenland
2021-08-12,4593615,10,3,Salzburg
2021-08-13,70836953,158,49,Alle
2021-08-13,2638633,3,1,Burgenland
2021-08-13,3207297,16,2,Kärnten
2021-08-13,13751787,29,3,Niederösterreich
2021-08-13,11314138,14,6,Oberösterreich
2021-08-13,4627285,10,3,Salzburg
2021-08-13,9892971,17,7,Steiermark
2021-08-13,5653660,16,5,Tirol
2021-08-13,4135620,7,3,Vorarlberg
2021-08-13,15615562,46,19,Wien
2021-08-14,4155974,8,3,Vorarlberg
2021-08-14,5668155,11,7,Tirol
2021-08-14,71181744,167,53,Alle
2021-08-14,15674778,46,19,Wien
2021-08-14,9919930,19,8,Steiermark
2021-08-14,2651738,2,1,Burgenland
2021-08-14,11390158,24,5,Oberösterreich
2021-08-14,13834722,33,5,Niederösterreich
2021-08-14,3217965,15,2,Kärnten
2021-08-14,4668324,9,3,Salzburg
2021-08-15,71577449,182,58,Alle
2021-08-15,15732499,51,23,Wien
2021-08-15,4176627,10,3,Vorarlberg
2021-08-15,5679969,11,7,Tirol
2021-08-15,10022024,22,9,Steiermark
2021-08-15,11472878,26,5,Oberösterreich
2021-08-15,13904982,35,5,Niederösterreich
2021-08-15,3218159,17,2,Kärnten
2021-08-15,2660989,2,1,Burgenland
2021-08-15,4709322,8,3,Salzburg
2021-08-16,5689506,14,7,Tirol
2021-08-16,71867850,193,64,Alle
2021-08-16,15778635,54,25,Wien
2021-08-16,4193271,12,2,Vorarlberg
2021-08-16,10065896,24,9,Steiermark
2021-08-16,4738848,7,4,Salzburg
2021-08-16,11546843,32,6,Oberösterreich
2021-08-16,13967558,36,5,Niederösterreich
2021-08-16,3219312,11,5,Kärnten
2021-08-16,2667981,3,1,Burgenland
2021-08-17,72155255,214,60,Alle
2021-08-17,15840185,67,20,Wien
2021-08-17,4206607,11,2,Vorarlberg
2021-08-17,5699270,16,6,Tirol
2021-08-17,10120285,24,9,Steiermark
2021-08-17,4775135,10,4,Salzburg
2021-08-17,11595901,32,7,Oberösterreich
2021-08-17,14017921,38,6,Niederösterreich
2021-08-17,3223416,13,5,Kärnten
2021-08-17,2676535,3,1,Burgenland
2021-08-18,72424887,226,62,Alle
2021-08-18,15902874,68,21,Wien
2021-08-18,4219886,13,2,Vorarlberg
2021-08-18,5719893,16,7,Tirol
2021-08-18,10150988,25,10,Steiermark
2021-08-18,4805291,9,4,Salzburg
2021-08-18,11651463,32,7,Oberösterreich
2021-08-18,14065720,45,6,Niederösterreich
2021-08-18,3225966,15,4,Kärnten
2021-08-18,2682806,3,1,Burgenland
2021-08-19,72867745,219,68,Alle
2021-08-19,15962352,60,21,Wien
2021-08-19,4234426,10,2,Vorarlberg
2021-08-19,5729581,15,9,Tirol
2021-08-19,10218867,25,11,Steiermark
2021-08-19,4835629,9,4,Salzburg
2021-08-19,11703674,42,6,Oberösterreich
2021-08-19,14113145,40,9,Niederösterreich
2021-08-19,3378769,13,5,Kärnten
2021-08-19,2691302,5,1,Burgenland
2021-08-20,73136356,246,69,Alle
2021-08-20,16009055,67,22,Wien
2021-08-20,4249482,12,2,Vorarlberg
2021-08-20,5739151,20,7,Tirol
2021-08-20,4865916,11,4,Salzburg
2021-08-20,14165204,41,10,Niederösterreich
2021-08-20,11763943,42,8,Oberösterreich
2021-08-20,3379163,13,5,Kärnten
2021-08-20,2698360,7,0,Burgenland
2021-08-20,10266082,33,11,Steiermark
2021-08-21,73502548,260,71,Alle
2021-08-21,2708133,7,0,Burgenland
2021-08-21,3389743,13,5,Kärnten
2021-08-21,14229083,42,11,Niederösterreich
2021-08-21,11836158,48,10,Oberösterreich
2021-08-21,4905441,15,4,Salzburg
2021-08-21,10322177,27,11,Steiermark
2021-08-21,5751320,22,6,Tirol
2021-08-21,4267729,10,2,Vorarlberg
2021-08-21,16092764,76,22,Wien
2021-08-22,4286911,11,2,Vorarlberg
2021-08-22,5762047,25,6,Tirol
2021-08-22,73832634,278,73,Alle
2021-08-22,16123745,83,18,Wien
2021-08-22,10392712,25,11,Steiermark
2021-08-22,2717628,8,0,Burgenland
2021-08-22,11915126,52,14,Oberösterreich
2021-08-22,14300736,44,14,Niederösterreich
2021-08-22,3389994,13,4,Kärnten
2021-08-22,4943735,17,4,Salzburg
2021-08-23,74116688,306,74,Alle
2021-08-23,16194692,91,20,Wien
2021-08-23,4297871,12,3,Vorarlberg
2021-08-23,5770965,25,6,Tirol
2021-08-23,10435287,27,10,Steiermark
2021-08-23,4967645,22,4,Salzburg
2021-08-23,11977725,61,13,Oberösterreich
2021-08-23,14356398,45,14,Niederösterreich
2021-08-23,3390884,16,4,Kärnten
2021-08-23,2725221,7,0,Burgenland
2021-08-24,74394675,317,86,Alle
2021-08-24,16251445,90,26,Wien
2021-08-24,4311342,12,4,Vorarlberg
2021-08-24,5779559,26,6,Tirol
2021-08-24,10485451,32,11,Steiermark
2021-08-24,12026117,58,15,Oberösterreich
2021-08-24,14404229,55,15,Niederösterreich
2021-08-24,3396393,17,4,Kärnten
2021-08-24,2732941,7,2,Burgenland
2021-08-24,5007198,20,3,Salzburg
2021-08-25,5033576,22,2,Salzburg
2021-08-25,2739606,10,2,Burgenland
2021-08-25,3397100,15,4,Kärnten
2021-08-25,14445035,54,14,Niederösterreich
2021-08-25,12079011,64,17,Oberösterreich
2021-08-25,10538602,35,13,Steiermark
2021-08-25,5799365,23,6,Tirol
2021-08-25,4324131,8,5,Vorarlberg
2021-08-25,16319694,101,25,Wien
2021-08-25,74676120,332,88,Alle
2021-08-26,4338518,10,6,Vorarlberg
2021-08-26,5807109,19,5,Tirol
2021-08-26,75098854,315,94,Alle
2021-08-26,16383636,89,31,Wien
2021-08-26,10579866,35,14,Steiermark
2021-08-26,2747484,9,1,Burgenland
2021-08-26,12138214,65,16,Oberösterreich
2021-08-26,14499652,50,15,Niederösterreich
2021-08-26,3540847,16,4,Kärnten
2021-08-26,5063528,22,2,Salzburg
2021-08-27,75354301,316,105,Alle
2021-08-27,16443577,89,33,Wien
2021-08-27,4351614,11,6,Vorarlberg
2021-08-27,5815012,20,5,Tirol
2021-08-27,10621052,38,14,Steiermark
2021-08-27,12188246,65,21,Oberösterreich
2021-08-27,14548224,50,18,Niederösterreich
2021-08-27,3541283,16,4,Kärnten
2021-08-27,2753733,9,1,Burgenland
2021-08-27,5091560,18,3,Salzburg
2021-08-28,5826704,20,4,Tirol
2021-08-28,75680725,315,110,Alle
2021-08-28,16512041,87,34,Wien
2021-08-28,4368825,10,6,Vorarlberg
2021-08-28,10680986,38,13,Steiermark
2021-08-28,2767135,10,2,Burgenland
2021-08-28,12256025,57,23,Oberösterreich
2021-08-28,14590193,54,21,Niederösterreich
2021-08-28,3550900,18,4,Kärnten
2021-08-28,5127916,21,3,Salzburg
2021-08-29,5836199,25,4,Tirol
2021-08-29,76013008,343,113,Alle
2021-08-29,16560946,89,33,Wien
2021-08-29,4384792,13,5,Vorarlberg
2021-08-29,10736277,42,13,Steiermark
2021-08-29,2776125,9,2,Burgenland
2021-08-29,12329559,60,23,Oberösterreich
2021-08-29,3551153,19,6,Kärnten
2021-08-29,5161226,29,4,Salzburg
2021-08-29,14676731,57,23,Niederösterreich
2021-08-30,2782931,10,1,Burgenland
2021-08-30,3551767,19,5,Kärnten
2021-08-30,14729499,59,24,Niederösterreich
2021-08-30,12388346,63,26,Oberösterreich
2021-08-30,5182671,29,4,Salzburg
2021-08-30,10771540,49,16,Steiermark
2021-08-30,5843541,24,4,Tirol
2021-08-30,4395094,16,3,Vorarlberg
2021-08-30,16598253,86,41,Wien
2021-08-30,76243642,355,124,Alle
2021-08-31,5850693,27,5,Tirol
2021-08-31,76518104,393,133,Alle
2021-08-31,16662168,106,44,Wien
2021-08-31,4407614,16,4,Vorarlberg
2021-08-31,10816555,52,17,Steiermark
2021-08-31,5219203,31,5,Salzburg
2021-08-31,12437817,63,26,Oberösterreich
2021-08-31,14777235,68,24,Niederösterreich
2021-08-31,3555562,20,7,Kärnten
2021-08-31,2791257,10,1,Burgenland
2021-09-01,2797907,10,1,Burgenland
2021-09-01,3557341,19,8,Kärnten
2021-09-01,14818665,74,28,Niederösterreich
2021-09-01,12490663,70,26,Oberösterreich
2021-09-01,5240788,29,5,Salzburg
2021-09-01,10867138,55,14,Steiermark
2021-09-01,5868409,25,7,Tirol
2021-09-01,4419510,11,5,Vorarlberg
2021-09-01,16740110,108,47,Wien
2021-09-01,76800531,401,141,Alle
2021-09-02,4433126,10,5,Vorarlberg
2021-09-02,5875375,28,7,Tirol
2021-09-02,77211762,396,143,Alle
2021-09-02,16813682,111,50,Wien
2021-09-02,10908389,55,15,Steiermark
2021-09-02,3686589,23,7,Kärnten
2021-09-02,12549881,73,25,Oberösterreich
2021-09-02,14872582,59,28,Niederösterreich
2021-09-02,5266876,26,5,Salzburg
2021-09-02,2805262,11,1,Burgenland
2021-09-03,16881522,113,54,Wien
2021-09-03,4446862,13,4,Vorarlberg
2021-09-03,5882619,27,7,Tirol
2021-09-03,10948991,60,15,Steiermark
2021-09-03,77475962,396,153,Alle
2021-09-03,12603638,68,28,Oberösterreich
2021-09-03,14919964,55,27,Niederösterreich
2021-09-03,3687129,25,8,Kärnten
2021-09-03,2811914,11,1,Burgenland
2021-09-03,5293323,24,9,Salzburg
2021-09-04,77818341,395,154,Alle
2021-09-04,16956910,118,55,Wien
2021-09-04,4464368,13,4,Vorarlberg
2021-09-04,5893205,24,7,Tirol
2021-09-04,11010278,54,16,Steiermark
2021-09-04,5326339,22,11,Salzburg
2021-09-04,14963543,58,27,Niederösterreich
2021-09-04,3701932,22,7,Kärnten
2021-09-04,2825467,13,0,Burgenland
2021-09-04,12676299,71,27,Oberösterreich
2021-09-05,5901265,26,8,Tirol
2021-09-05,17052586,119,55,Wien
2021-09-05,4481532,12,4,Vorarlberg
2021-09-05,11070337,58,16,Steiermark
2021-09-05,78193740,395,157,Alle
2021-09-05,12755775,73,27,Oberösterreich
2021-09-05,15032471,54,29,Niederösterreich
2021-09-05,3702223,17,7,Kärnten
2021-09-05,2835065,11,0,Burgenland
2021-09-05,5362486,25,11,Salzburg
2021-09-06,78531851,413,171,Alle
2021-09-06,17150535,113,66,Wien
2021-09-06,5908465,29,6,Tirol
2021-09-06,4496658,11,7,Vorarlberg
2021-09-06,11112595,61,16,Steiermark
2021-09-06,3703069,23,8,Kärnten
2021-09-06,12830369,83,28,Oberösterreich
2021-09-06,15097093,57,29,Niederösterreich
2021-09-06,2844120,12,1,Burgenland
2021-09-06,5388947,24,10,Salzburg
2021-09-07,17248954,138,64,Wien
2021-09-07,4510221,14,6,Vorarlberg
2021-09-07,5915733,33,7,Tirol
2021-09-07,11182508,68,16,Steiermark
2021-09-07,78870408,456,172,Alle
2021-09-07,12883992,76,30,Oberösterreich
2021-09-07,15150101,66,31,Niederösterreich
2021-09-07,3707505,23,7,Kärnten
2021-09-07,2853390,16,1,Burgenland
2021-09-07,5418004,22,10,Salzburg
2021-09-08,79310183,468,188,Alle
2021-09-08,17367605,134,67,Wien
2021-09-08,4523231,14,7,Vorarlberg
2021-09-08,5925376,33,7,Tirol
2021-09-08,11217622,71,25,Steiermark
2021-09-08,5441668,23,9,Salzburg
2021-09-08,15198301,59,32,Niederösterreich
2021-09-08,3840576,24,8,Kärnten
2021-09-08,2858841,15,1,Burgenland
2021-09-08,12936963,95,32,Oberösterreich
2021-09-09,5931750,32,8,Tirol
2021-09-09,17506168,146,68,Wien
2021-09-09,4538355,12,8,Vorarlberg
2021-09-09,11265180,64,22,Steiermark
2021-09-09,79658152,471,186,Alle
2021-09-09,13001691,92,27,Oberösterreich
2021-09-09,2867134,17,1,Burgenland
2021-09-09,5467216,27,10,Salzburg
2021-09-09,15238118,57,35,Niederösterreich
2021-09-09,3842540,24,7,Kärnten
2021-09-10,79979782,497,181,Alle
2021-09-10,17625888,146,67,Wien
2021-09-10,4551504,12,8,Vorarlberg
2021-09-10,11304991,65,21,Steiermark
2021-09-10,5939411,35,7,Tirol
2021-09-10,13061523,93,30,Oberösterreich
2021-09-10,15285816,64,32,Niederösterreich
2021-09-10,3843819,30,5,Kärnten
2021-09-10,2873236,21,1,Burgenland
2021-09-10,5493594,31,10,Salzburg
2021-09-11,80337893,512,173,Alle
2021-09-11,17723160,161,64,Wien
2021-09-11,4568700,11,8,Vorarlberg
2021-09-11,5949093,44,7,Tirol
2021-09-11,11358663,59,16,Steiermark
2021-09-11,5526177,28,10,Salzburg
2021-09-11,15342012,64,32,Niederösterreich
2021-09-11,3851122,30,5,Kärnten
2021-09-11,2880690,19,3,Burgenland
2021-09-11,13138276,96,28,Oberösterreich
2021-09-12,80702842,528,182,Alle
2021-09-12,17803827,160,68,Wien
2021-09-12,4586603,14,8,Vorarlberg
2021-09-12,5956966,44,8,Tirol
2021-09-12,11426338,59,16,Steiermark
2021-09-12,5559709,27,10,Salzburg
2021-09-12,15407640,70,35,Niederösterreich
2021-09-12,3851520,29,4,Kärnten
2021-09-12,2889014,17,3,Burgenland
2021-09-12,13221225,108,30,Oberösterreich
2021-09-13,5965190,45,8,Tirol
2021-09-13,17872699,166,72,Wien
2021-09-13,4601788,18,10,Vorarlberg
2021-09-13,81012773,570,189,Alle
2021-09-13,11471183,65,18,Steiermark
2021-09-13,13302164,117,30,Oberösterreich
2021-09-13,15460967,78,34,Niederösterreich
2021-09-13,3857313,30,4,Kärnten
2021-09-13,2895490,20,3,Burgenland
2021-09-13,5585979,31,10,Salzburg
2021-09-14,18017091,191,78,Wien
2021-09-14,4616445,14,9,Vorarlberg
2021-09-14,5971965,44,9,Tirol
2021-09-14,11510049,61,18,Steiermark
2021-09-14,81383866,604,201,Alle
2021-09-14,13372107,127,32,Oberösterreich
2021-09-14,15509008,78,37,Niederösterreich
2021-09-14,3861808,34,6,Kärnten
2021-09-14,2906451,18,4,Burgenland
2021-09-14,5618942,37,8,Salzburg
2021-09-15,81737713,618,196,Alle
2021-09-15,18146551,210,75,Wien
2021-09-15,4627701,17,8,Vorarlberg
2021-09-15,5992795,44,8,Tirol
2021-09-15,11574038,54,17,Steiermark
2021-09-15,5640362,38,8,Salzburg
2021-09-15,15553618,82,35,Niederösterreich
2021-09-15,3864029,32,7,Kärnten
2021-09-15,2915519,15,4,Burgenland
2021-09-15,13423100,126,34,Oberösterreich
2021-09-16,5999538,48,7,Tirol
2021-09-16,18295685,204,77,Wien
2021-09-16,4640182,18,7,Vorarlberg
2021-09-16,11610283,55,17,Steiermark
2021-09-16,82216463,621,202,Alle
2021-09-16,13481486,136,34,Oberösterreich
2021-09-16,2922746,14,4,Burgenland
2021-09-16,5663987,36,9,Salzburg
2021-09-16,15598225,83,38,Niederösterreich
2021-09-16,4004331,27,9,Kärnten
2021-09-17,82500720,644,207,Alle
2021-09-17,18418311,221,77,Wien
2021-09-17,4651945,18,6,Vorarlberg
2021-09-17,11646807,55,21,Steiermark
2021-09-17,6007686,44,9,Tirol
2021-09-17,13530231,143,36,Oberösterreich
2021-09-17,15625235,80,39,Niederösterreich
2021-09-17,4004956,26,7,Kärnten
2021-09-17,2929891,13,4,Burgenland
2021-09-17,5685658,44,8,Salzburg
2021-09-18,82868432,652,213,Alle
2021-09-18,18539101,222,83,Wien
2021-09-18,4667485,13,6,Vorarlberg
2021-09-18,6017534,50,9,Tirol
2021-09-18,11694848,63,21,Steiermark
2021-09-18,5715099,43,9,Salzburg
2021-09-18,15686855,83,38,Niederösterreich
2021-09-18,4014463,27,6,Kärnten
2021-09-18,2943253,13,4,Burgenland
2021-09-18,13589794,138,37,Oberösterreich
2021-09-19,83242754,644,217,Alle
2021-09-19,18623646,210,85,Wien
2021-09-19,4685680,12,6,Vorarlberg
2021-09-19,6025767,53,9,Tirol
2021-09-19,11753219,67,21,Steiermark
2021-09-19,5752384,42,9,Salzburg
2021-09-19,15751164,77,36,Niederösterreich
2021-09-19,4014910,29,7,Kärnten
2021-09-19,2951861,14,4,Burgenland
2021-09-19,13684123,140,40,Oberösterreich
2021-09-20,6034421,59,9,Tirol
2021-09-20,18687051,201,88,Wien
2021-09-20,4697416,12,6,Vorarlberg
2021-09-20,11787037,76,22,Steiermark
2021-09-20,83522155,664,220,Alle
2021-09-20,13757744,141,37,Oberösterreich
2021-09-20,2959636,16,3,Burgenland
2021-09-20,5779669,49,9,Salzburg
2021-09-20,15803736,77,37,Niederösterreich
2021-09-20,4015445,33,9,Kärnten
2021-09-21,2968311,15,2,Burgenland
2021-09-21,4022729,30,7,Kärnten
2021-09-21,15846419,90,34,Niederösterreich
2021-09-21,13811345,137,39,Oberösterreich
2021-09-21,5807107,49,10,Salzburg
2021-09-21,11825291,65,21,Steiermark
2021-09-21,6041289,53,12,Tirol
2021-09-21,4710804,11,5,Vorarlberg
2021-09-21,18751286,214,86,Wien
2021-09-21,83784581,664,216,Alle
2021-09-22,84232566,643,218,Alle
2021-09-22,18980544,216,87,Wien
2021-09-22,4722817,11,4,Vorarlberg
2021-09-22,11900088,60,21,Steiermark
2021-09-22,6048221,47,13,Tirol
2021-09-22,13859689,128,41,Oberösterreich
2021-09-22,2974163,14,2,Burgenland
2021-09-22,5832225,44,11,Salzburg
2021-09-22,15890440,93,33,Niederösterreich
2021-09-22,4024379,30,6,Kärnten
2021-09-23,84729922,636,219,Alle
2021-09-23,19140051,214,90,Wien
2021-09-23,4735522,13,3,Vorarlberg
2021-09-23,11936660,55,21,Steiermark
2021-09-23,6065291,41,13,Tirol
2021-09-23,13918895,137,41,Oberösterreich
2021-09-23,15930817,95,31,Niederösterreich
2021-09-23,4163946,31,6,Kärnten
2021-09-23,2981986,14,3,Burgenland
2021-09-23,5856754,36,11,Salzburg
2021-09-24,85034047,642,225,Alle
2021-09-24,19262797,217,89,Wien
2021-09-24,4748328,13,2,Vorarlberg
2021-09-24,6073232,41,15,Tirol
2021-09-24,11972366,59,23,Steiermark
2021-09-24,5881138,35,12,Salzburg
2021-09-24,15974469,98,33,Niederösterreich
2021-09-24,2987236,13,3,Burgenland
2021-09-24,13969796,134,43,Oberösterreich
2021-09-24,4164685,32,5,Kärnten
2021-09-25,3000453,14,3,Burgenland
2021-09-25,4174731,33,5,Kärnten
2021-09-25,16023008,91,32,Niederösterreich
2021-09-25,14031301,132,45,Oberösterreich
2021-09-25,12023418,53,22,Steiermark
2021-09-25,6083368,32,15,Tirol
2021-09-25,4763825,16,2,Vorarlberg
2021-09-25,19368100,218,91,Wien
2021-09-25,85386960,623,225,Alle
2021-09-25,5918756,34,10,Salzburg
2021-09-26,85737129,636,225,Alle
2021-09-26,6092228,39,15,Tirol
2021-09-26,19450233,218,91,Wien
2021-09-26,4781858,16,2,Vorarlberg
2021-09-26,12082806,64,22,Steiermark
2021-09-26,14108087,135,43,Oberösterreich
2021-09-26,16083856,85,34,Niederösterreich
2021-09-26,4175177,33,5,Kärnten
2021-09-26,3007975,14,3,Burgenland
2021-09-26,5954909,32,10,Salzburg
2021-09-27,86033575,648,245,Alle
2021-09-27,19516672,207,100,Wien
2021-09-27,4794499,16,5,Vorarlberg
2021-09-27,6100023,41,17,Tirol
2021-09-27,12125933,67,23,Steiermark
2021-09-27,5983335,34,12,Salzburg
2021-09-27,16139866,87,34,Niederösterreich
2021-09-27,4175823,41,8,Kärnten
2021-09-27,3015843,15,3,Burgenland
2021-09-27,14181581,140,43,Oberösterreich
2021-09-28,6107191,37,16,Tirol
2021-09-28,86391854,648,239,Alle
2021-09-28,19682253,227,96,Wien
2021-09-28,4807727,13,5,Vorarlberg
2021-09-28,12158956,66,23,Steiermark
2021-09-28,3024110,14,4,Burgenland
2021-09-28,14236904,127,44,Oberösterreich
2021-09-28,4182277,41,7,Kärnten
2021-09-28,6011103,36,11,Salzburg
2021-09-28,16181333,87,33,Niederösterreich
2021-09-29,3029278,14,4,Burgenland
2021-09-29,4183171,43,9,Kärnten
2021-09-29,16223977,89,32,Niederösterreich
2021-09-29,14286405,127,38,Oberösterreich
2021-09-29,6034617,34,8,Salzburg
2021-09-29,12233342,67,23,Steiermark
2021-09-29,6129012,42,15,Tirol
2021-09-29,4819101,11,5,Vorarlberg
2021-09-29,19812048,221,88,Wien
2021-09-29,86750951,648,222,Alle
2021-09-30,6135526,42,15,Tirol
2021-09-30,87184819,630,222,Alle
2021-09-30,19953434,209,90,Wien
2021-09-30,4831072,8,6,Vorarlberg
2021-09-30,12269782,74,21,Steiermark
2021-09-30,6056128,29,11,Salzburg
2021-09-30,14343254,123,36,Oberösterreich
2021-09-30,16264417,92,32,Niederösterreich
2021-09-30,4294149,39,7,Kärnten
2021-09-30,3037057,14,4,Burgenland
2021-10-01,3042929,15,2,Burgenland
2021-10-01,4295428,45,7,Kärnten
2021-10-01,16297684,91,32,Niederösterreich
2021-10-01,14391026,118,36,Oberösterreich
2021-10-01,6077355,30,7,Salzburg
2021-10-01,12305676,78,21,Steiermark
2021-10-01,6140747,39,18,Tirol
2021-10-01,4843066,9,5,Vorarlberg
2021-10-01,20081163,203,92,Wien
2021-10-01,87475074,628,220,Alle
2021-10-02,4858143,9,5,Vorarlberg
2021-10-02,6150199,36,19,Tirol
2021-10-02,87701064,611,221,Alle
2021-10-02,20081163,203,92,Wien
2021-10-02,12352857,79,20,Steiermark
2021-10-02,4305323,40,8,Kärnten
2021-10-02,14448973,109,39,Oberösterreich
2021-10-02,16347863,89,30,Niederösterreich
2021-10-02,6103600,30,7,Salzburg
2021-10-02,3052943,16,1,Burgenland
2021-10-03,20261186,183,88,Wien
2021-10-03,4874252,12,5,Vorarlberg
2021-10-03,6158145,34,18,Tirol
2021-10-03,12399955,82,21,Steiermark
2021-10-03,88109788,599,223,Alle
2021-10-03,14517030,117,40,Oberösterreich
2021-10-03,16400180,89,33,Niederösterreich
2021-10-03,4305917,41,8,Kärnten
2021-10-03,3058457,15,1,Burgenland
2021-10-03,6134666,26,9,Salzburg
2021-10-04,88396908,619,222,Alle
2021-10-04,20329666,170,89,Wien
2021-10-04,4886927,13,6,Vorarlberg
2021-10-04,6165018,36,18,Tirol
2021-10-04,12450394,100,20,Steiermark
2021-10-04,6159640,24,11,Salzburg
2021-10-04,16449658,87,29,Niederösterreich
2021-10-04,4306716,48,10,Kärnten
2021-10-04,3062457,17,1,Burgenland
2021-10-04,14586432,124,38,Oberösterreich
2021-10-05,6181874,35,16,Tirol
2021-10-05,20500300,200,92,Wien
2021-10-05,4898655,16,6,Vorarlberg
2021-10-05,12483984,91,23,Steiermark
2021-10-05,88762304,631,233,Alle
2021-10-05,14640596,114,40,Oberösterreich
2021-10-05,16490147,82,33,Niederösterreich
2021-10-05,4312759,51,11,Kärnten
2021-10-05,3067124,17,1,Burgenland
2021-10-05,6186865,25,11,Salzburg
2021-10-06,89088903,634,221,Alle
