date,state,population,cases,recovered,dead
2020-08-07,Steiermark,1247077,1763,1531,151
2020-08-07,Österreich,8932664,18647,16383,781
2020-08-07,Oberösterreich,1495608,3265,2886,65
2020-08-07,Burgenland,296010,373,327,8
2020-08-07,Salzburg,560710,1096,999,41
2020-08-07,Niederösterreich,1690879,2900,2588,126
2020-08-07,Kärnten,562089,381,336,14
2020-08-08,Burgenland,296010,375,334,8
2020-08-08,Kärnten,562089,387,337,14
2020-08-08,Niederösterreich,1690879,2907,2601,126
2020-08-08,Oberösterreich,1495608,3272,2906,66
2020-08-08,Salzburg,560710,1111,1004,41
2020-08-08,Steiermark,1247077,1767,1536,152
2020-08-08,Tirol,760105,3019,2826,126
2020-08-08,Vorarlberg,399237,729,676,25
2020-08-08,Wien,1920949,5184,4254,225
2020-08-08,Österreich,8932664,18751,16474,783
2020-08-09,Österreich,8932664,18823,16542,784
2020-08-09,Wien,1920949,5217,4289,225
2020-08-09,Vorarlberg,399237,737,678,25
2020-08-09,Steiermark,1247077,1769,1538,152
2020-08-09,Tirol,760105,3022,2827,127
2020-08-09,Oberösterreich,1495608,3282,2921,66
2020-08-09,Burgenland,296010,376,336,8
2020-08-09,Salzburg,560710,1113,1005,41
2020-08-09,Niederösterreich,1690879,2915,2611,126
2020-08-09,Kärnten,562089,392,337,14
2020-08-10,Österreich,8932664,18981,16681,784
2020-08-10,Wien,1920949,5300,4350,225
2020-08-10,Vorarlberg,399237,741,679,25
2020-08-10,Steiermark,1247077,1775,1546,152
2020-08-10,Tirol,760105,3034,2834,127
2020-08-10,Oberösterreich,1495608,3310,2959,66
2020-08-10,Niederösterreich,1690879,2932,2626,126
2020-08-10,Kärnten,562089,394,337,14
2020-08-10,Burgenland,296010,377,339,8
2020-08-10,Salzburg,560710,1118,1011,41
2020-08-11,Österreich,8932664,19168,16778,786
2020-08-11,Wien,1920949,5372,4382,226
2020-08-11,Vorarlberg,399237,743,682,25
2020-08-11,Tirol,760105,3061,2839,127
2020-08-11,Steiermark,1247077,1787,1549,152
2020-08-11,Salzburg,560710,1133,1016,42
2020-08-11,Niederösterreich,1690879,2957,2647,126
2020-08-11,Burgenland,296010,379,342,8
2020-08-11,Oberösterreich,1495608,3337,2980,66
2020-08-11,Kärnten,562089,399,341,14
2020-08-12,Burgenland,296010,382,345,8
2020-08-12,Kärnten,562089,405,345,14
2020-08-12,Niederösterreich,1690879,2974,2662,126
2020-08-12,Oberösterreich,1495608,3366,3006,66
2020-08-12,Salzburg,560710,1146,1022,42
2020-08-12,Tirol,760105,3081,2842,127
2020-08-12,Vorarlberg,399237,749,686,25
2020-08-12,Wien,1920949,5452,4447,226
2020-08-12,Österreich,8932664,19358,16911,788
2020-08-12,Steiermark,1247077,1803,1556,154
2020-08-13,Österreich,8932664,19609,17007,791
2020-08-13,Steiermark,1247077,1810,1557,155
2020-08-13,Wien,1920949,5533,4495,227
2020-08-13,Vorarlberg,399237,760,686,26
2020-08-13,Tirol,760105,3138,2846,127
2020-08-13,Salzburg,560710,1155,1026,42
2020-08-13,Niederösterreich,1690879,2993,2675,126
2020-08-13,Kärnten,562089,430,350,14
2020-08-13,Burgenland,296010,384,349,8
2020-08-13,Oberösterreich,1495608,3406,3023,66
2020-08-14,Österreich,8932664,19958,17116,792
2020-08-14,Wien,1920949,5693,4544,228
2020-08-14,Vorarlberg,399237,766,687,26
2020-08-14,Tirol,760105,3176,2847,127
2020-08-14,Steiermark,1247077,1826,1563,155
2020-08-14,Salzburg,560710,1173,1031,42
2020-08-14,Niederösterreich,1690879,3026,2685,126
2020-08-14,Kärnten,562089,456,352,14
2020-08-14,Burgenland,296010,385,352,8
2020-08-14,Oberösterreich,1495608,3457,3055,66
2020-08-15,Tirol,760105,3189,2853,127
2020-08-15,Wien,1920949,5759,4575,229
2020-08-15,Vorarlberg,399237,767,693,26
2020-08-15,Steiermark,1247077,1836,1571,155
2020-08-15,Österreich,8932664,20114,17197,793
2020-08-15,Oberösterreich,1495608,3485,3070,66
2020-08-15,Burgenland,296010,386,352,8
2020-08-15,Salzburg,560710,1180,1032,42
2020-08-15,Niederösterreich,1690879,3048,2696,126
2020-08-15,Kärnten,562089,464,355,14
2020-08-16,Burgenland,296010,387,352,8
2020-08-16,Kärnten,562089,472,355,14
2020-08-16,Niederösterreich,1690879,3064,2704,126
2020-08-16,Oberösterreich,1495608,3515,3073,67
2020-08-16,Salzburg,560710,1184,1051,42
2020-08-16,Steiermark,1247077,1848,1575,155
2020-08-16,Tirol,760105,3211,2858,127
2020-08-16,Vorarlberg,399237,773,696,26
2020-08-16,Wien,1920949,5829,4609,229
2020-08-16,Österreich,8932664,20283,17273,794
2020-08-17,Österreich,8932664,20542,17383,795
2020-08-17,Wien,1920949,5973,4652,230
2020-08-17,Vorarlberg,399237,778,698,26
2020-08-17,Tirol,760105,3248,2861,127
2020-08-17,Steiermark,1247077,1864,1581,155
2020-08-17,Oberösterreich,1495608,3545,3107,67
2020-08-17,Niederösterreich,1690879,3086,2713,126
2020-08-17,Kärnten,562089,474,360,14
2020-08-17,Burgenland,296010,389,353,8
2020-08-17,Salzburg,560710,1185,1058,42
2020-08-18,Österreich,8932664,20794,17525,797
2020-08-18,Wien,1920949,6048,4719,230
2020-08-18,Vorarlberg,399237,782,704,26
2020-08-18,Tirol,760105,3269,2869,127
2020-08-18,Steiermark,1247077,1892,1587,155
2020-08-18,Salzburg,560710,1213,1067,43
2020-08-18,Niederösterreich,1690879,3115,2728,126
2020-08-18,Kärnten,562089,480,362,14
2020-08-18,Burgenland,296010,392,355,9
2020-08-18,Oberösterreich,1495608,3603,3134,67
2020-08-19,Österreich,8932664,21141,17656,799
2020-08-19,Wien,1920949,6225,4775,231
2020-08-19,Vorarlberg,399237,794,707,26
2020-08-19,Steiermark,1247077,1908,1595,155
2020-08-19,Tirol,760105,3291,2889,127
2020-08-19,Oberösterreich,1495608,3678,3151,67
2020-08-19,Burgenland,296010,398,355,9
2020-08-19,Salzburg,560710,1229,1072,43
2020-08-19,Niederösterreich,1690879,3132,2745,127
2020-08-19,Kärnten,562089,486,367,14
2020-08-20,Burgenland,296010,403,356,9
2020-08-20,Kärnten,562089,493,369,14
2020-08-20,Niederösterreich,1690879,3166,2761,127
2020-08-20,Oberösterreich,1495608,3738,3176,67
2020-08-20,Salzburg,560710,1229,1082,43
2020-08-20,Steiermark,1247077,1926,1600,156
2020-08-20,Tirol,760105,3320,2900,127
2020-08-20,Vorarlberg,399237,800,711,26
2020-08-20,Wien,1920949,6397,4844,231
2020-08-20,Österreich,8932664,21472,17799,800
2020-08-21,Österreich,8932664,21774,18005,803
2020-08-21,Wien,1920949,6541,4930,231
2020-08-21,Vorarlberg,399237,803,715,26
2020-08-21,Steiermark,1247077,1944,1609,157
2020-08-21,Tirol,760105,3361,2919,127
2020-08-21,Oberösterreich,1495608,3777,3218,68
2020-08-21,Burgenland,296010,406,357,9
2020-08-21,Salzburg,560710,1248,1091,43
2020-08-21,Niederösterreich,1690879,3196,2791,128
2020-08-21,Kärnten,562089,498,375,14
2020-08-22,Österreich,8932664,22003,18151,805
2020-08-22,Wien,1920949,6642,4986,232
2020-08-22,Vorarlberg,399237,807,721,26
2020-08-22,Steiermark,1247077,1965,1617,158
2020-08-22,Tirol,760105,3385,2940,127
2020-08-22,Oberösterreich,1495608,3806,3239,68
2020-08-22,Niederösterreich,1690879,3217,2808,128
2020-08-22,Kärnten,562089,505,383,14
2020-08-22,Burgenland,296010,412,360,9
2020-08-22,Salzburg,560710,1264,1097,43
2020-08-23,Österreich,8932664,22196,18308,807
2020-08-23,Wien,1920949,6735,5043,233
2020-08-23,Vorarlberg,399237,811,725,26
2020-08-23,Tirol,760105,3399,2981,128
2020-08-23,Steiermark,1247077,1979,1617,158
2020-08-23,Salzburg,560710,1265,1102,43
2020-08-23,Niederösterreich,1690879,3250,2830,128
2020-08-23,Burgenland,296010,414,362,9
2020-08-23,Oberösterreich,1495608,3834,3251,68
2020-08-23,Kärnten,562089,509,397,14
2020-08-24,Burgenland,296010,417,365,9
2020-08-24,Kärnten,562089,511,414,14
2020-08-24,Niederösterreich,1690879,3270,2850,128
2020-08-24,Oberösterreich,1495608,3865,3298,68
2020-08-24,Salzburg,560710,1277,1110,43
2020-08-24,Steiermark,1247077,1991,1629,160
2020-08-24,Tirol,760105,3426,3009,128
2020-08-24,Vorarlberg,399237,817,729,26
2020-08-24,Wien,1920949,6865,5105,236
2020-08-24,Österreich,8932664,22439,18509,812
2020-08-25,Tirol,760105,3461,3031,128
2020-08-25,Österreich,8932664,22740,18739,812
2020-08-25,Wien,1920949,6996,5184,236
2020-08-25,Vorarlberg,399237,819,733,26
2020-08-25,Steiermark,1247077,2023,1658,160
2020-08-25,Oberösterreich,1495608,3924,3354,68
2020-08-25,Niederösterreich,1690879,3297,2873,128
2020-08-25,Kärnten,562089,514,426,14
2020-08-25,Burgenland,296010,421,365,9
2020-08-25,Salzburg,560710,1285,1115,43
2020-08-26,Salzburg,560710,1293,1125,43
2020-08-26,Burgenland,296010,427,366,9
2020-08-26,Kärnten,562089,521,438,14
2020-08-26,Niederösterreich,1690879,3323,2896,128
2020-08-26,Oberösterreich,1495608,3984,3386,68
2020-08-26,Steiermark,1247077,2059,1675,160
2020-08-26,Tirol,760105,3502,3051,128
2020-08-26,Vorarlberg,399237,829,738,26
2020-08-26,Wien,1920949,7122,5288,236
2020-08-26,Österreich,8932664,23060,18963,812
2020-08-27,Tirol,760105,3532,3089,128
2020-08-27,Steiermark,1247077,2081,1696,160
2020-08-27,Wien,1920949,7190,5377,236
2020-08-27,Vorarlberg,399237,834,744,26
2020-08-27,Österreich,8932664,23285,19222,812
2020-08-27,Salzburg,560710,1300,1136,43
2020-08-27,Niederösterreich,1690879,3354,2927,128
2020-08-27,Burgenland,296010,430,368,9
2020-08-27,Oberösterreich,1495608,4037,3430,68
2020-08-27,Kärnten,562089,527,455,14
2020-08-28,Burgenland,296010,439,371,9
2020-08-28,Kärnten,562089,532,467,14
2020-08-28,Niederösterreich,1690879,3386,2953,128
2020-08-28,Oberösterreich,1495608,4093,3512,68
2020-08-28,Salzburg,560710,1313,1147,43
2020-08-28,Tirol,760105,3576,3103,128
2020-08-28,Vorarlberg,399237,836,749,26
2020-08-28,Wien,1920949,7397,5540,237
2020-08-28,Österreich,8932664,23680,19560,813
2020-08-28,Steiermark,1247077,2108,1718,160
2020-08-29,Österreich,8932664,23917,19734,813
2020-08-29,Steiermark,1247077,2123,1724,160
2020-08-29,Wien,1920949,7495,5611,237
2020-08-29,Vorarlberg,399237,837,756,26
2020-08-29,Tirol,760105,3616,3115,128
2020-08-29,Salzburg,560710,1326,1167,43
2020-08-29,Niederösterreich,1690879,3434,2965,128
2020-08-29,Kärnten,562089,532,467,14
2020-08-29,Burgenland,296010,443,372,9
2020-08-29,Oberösterreich,1495608,4111,3557,68
2020-08-30,Österreich,8932664,24141,19942,813
2020-08-30,Wien,1920949,7605,5719,237
2020-08-30,Vorarlberg,399237,848,760,26
2020-08-30,Tirol,760105,3635,3138,128
2020-08-30,Steiermark,1247077,2136,1740,160
2020-08-30,Salzburg,560710,1327,1173,43
2020-08-30,Niederösterreich,1690879,3472,2989,128
2020-08-30,Kärnten,562089,534,472,14
2020-08-30,Burgenland,296010,450,374,9
2020-08-30,Oberösterreich,1495608,4134,3577,68
2020-08-31,Tirol,760105,3677,3184,129
2020-08-31,Wien,1920949,7686,5794,238
2020-08-31,Vorarlberg,399237,860,764,27
2020-08-31,Steiermark,1247077,2162,1756,160
2020-08-31,Österreich,8932664,24361,20178,816
2020-08-31,Oberösterreich,1495608,4149,3625,68
2020-08-31,Niederösterreich,1690879,3500,3018,128
2020-08-31,Kärnten,562089,536,480,14
2020-08-31,Burgenland,296010,456,382,9
2020-08-31,Salzburg,560710,1335,1175,43
2020-09-01,Wien,1920949,7822,5893,238
2020-09-01,Vorarlberg,399237,867,772,27
2020-09-01,Tirol,760105,3729,3199,129
2020-09-01,Steiermark,1247077,2174,1769,160
2020-09-01,Österreich,8932664,24647,20398,818
2020-09-01,Oberösterreich,1495608,4184,3657,69
2020-09-01,Niederösterreich,1690879,3526,3053,129
2020-09-01,Kärnten,562089,538,487,14
2020-09-01,Burgenland,296010,462,387,9
2020-09-01,Salzburg,560710,1345,1181,43
2020-09-02,Österreich,8932664,25076,20656,820
2020-09-02,Wien,1920949,8028,6014,238
2020-09-02,Vorarlberg,399237,873,778,27
2020-09-02,Tirol,760105,3789,3232,130
2020-09-02,Steiermark,1247077,2224,1796,161
2020-09-02,Salzburg,560710,1352,1200,43
2020-09-02,Niederösterreich,1690879,3590,3069,129
2020-09-02,Kärnten,562089,541,490,14
2020-09-02,Burgenland,296010,466,390,9
2020-09-02,Oberösterreich,1495608,4213,3687,69
2020-09-03,Tirol,760105,3835,3283,130
2020-09-03,Wien,1920949,8225,6169,238
2020-09-03,Vorarlberg,399237,887,786,27
2020-09-03,Steiermark,1247077,2247,1817,162
2020-09-03,Österreich,8932664,25442,20971,821
2020-09-03,Oberösterreich,1495608,4247,3729,69
2020-09-03,Burgenland,296010,476,391,9
2020-09-03,Salzburg,560710,1357,1211,43
2020-09-03,Niederösterreich,1690879,3625,3094,129
2020-09-03,Kärnten,562089,543,491,14
2020-09-04,Österreich,8932664,25822,21343,826
2020-09-04,Wien,1920949,8435,6349,241
2020-09-04,Vorarlberg,399237,907,794,27
2020-09-04,Steiermark,1247077,2267,1854,162
2020-09-04,Tirol,760105,3870,3309,131
2020-09-04,Oberösterreich,1495608,4286,3801,70
2020-09-04,Niederösterreich,1690879,3660,3125,129
2020-09-04,Kärnten,562089,544,492,14
2020-09-04,Burgenland,296010,487,398,9
2020-09-04,Salzburg,560710,1366,1221,43
2020-09-05,Österreich,8932664,26039,21564,827
2020-09-05,Wien,1920949,8497,6422,241
2020-09-05,Vorarlberg,399237,916,798,27
2020-09-05,Tirol,760105,3888,3351,132
2020-09-05,Steiermark,1247077,2284,1873,162
2020-09-05,Salzburg,560710,1385,1238,43
2020-09-05,Niederösterreich,1690879,3704,3152,129
2020-09-05,Kärnten,562089,546,495,14
2020-09-05,Burgenland,296010,495,400,9
2020-09-05,Oberösterreich,1495608,4324,3835,70
2020-09-06,Österreich,8932664,26406,21736,829
2020-09-06,Wien,1920949,8704,6498,241
2020-09-06,Vorarlberg,399237,934,801,27
2020-09-06,Tirol,760105,3921,3375,132
2020-09-06,Steiermark,1247077,2296,1891,162
2020-09-06,Salzburg,560710,1389,1242,43
2020-09-06,Niederösterreich,1690879,3757,3181,131
2020-09-06,Kärnten,562089,549,501,14
2020-09-06,Burgenland,296010,498,400,9
2020-09-06,Oberösterreich,1495608,4358,3847,70
2020-09-07,Tirol,760105,3976,3420,132
2020-09-07,Wien,1920949,8922,6622,241
2020-09-07,Vorarlberg,399237,960,804,27
2020-09-07,Steiermark,1247077,2306,1915,162
2020-09-07,Österreich,8932664,26802,22053,829
2020-09-07,Oberösterreich,1495608,4382,3904,70
2020-09-07,Burgenland,296010,502,403,9
2020-09-07,Salzburg,560710,1400,1261,43
2020-09-07,Niederösterreich,1690879,3800,3221,131
2020-09-07,Kärnten,562089,554,503,14
2020-09-08,Burgenland,296010,511,408,9
2020-09-08,Kärnten,562089,560,505,14
2020-09-08,Niederösterreich,1690879,3862,3258,131
2020-09-08,Oberösterreich,1495608,4454,3956,70
2020-09-08,Salzburg,560710,1409,1263,43
2020-09-08,Steiermark,1247077,2338,1933,162
2020-09-08,Tirol,760105,4051,3452,132
2020-09-08,Vorarlberg,399237,981,813,27
2020-09-08,Wien,1920949,9188,6777,242
2020-09-08,Österreich,8932664,27354,22365,830
2020-09-09,Österreich,8932664,28046,22625,831
2020-09-09,Wien,1920949,9567,6896,243
2020-09-09,Vorarlberg,399237,1008,816,27
2020-09-09,Steiermark,1247077,2374,1954,162
2020-09-09,Tirol,760105,4124,3484,132
2020-09-09,Oberösterreich,1495608,4505,3986,70
2020-09-09,Burgenland,296010,523,420,9
2020-09-09,Salzburg,560710,1426,1274,43
2020-09-09,Niederösterreich,1690879,3954,3289,131
2020-09-09,Kärnten,562089,565,506,14
2020-09-10,Österreich,8932664,28644,22849,835
2020-09-10,Wien,1920949,9847,6978,247
2020-09-10,Vorarlberg,399237,1052,822,27
2020-09-10,Steiermark,1247077,2423,1969,162
2020-09-10,Tirol,760105,4194,3521,132
2020-09-10,Oberösterreich,1495608,4557,4012,70
2020-09-10,Niederösterreich,1690879,4025,3328,131
2020-09-10,Kärnten,562089,572,508,14
2020-09-10,Burgenland,296010,532,428,9
2020-09-10,Salzburg,560710,1442,1283,43
2020-09-11,Österreich,8932664,29574,23224,839
2020-09-11,Wien,1920949,10293,7189,249
2020-09-11,Vorarlberg,399237,1127,827,27
2020-09-11,Tirol,760105,4303,3566,132
2020-09-11,Steiermark,1247077,2469,2001,162
2020-09-11,Salzburg,560710,1462,1293,43
2020-09-11,Niederösterreich,1690879,4164,3359,132
2020-09-11,Burgenland,296010,542,437,9
2020-09-11,Oberösterreich,1495608,4639,4041,71
2020-09-11,Kärnten,562089,575,511,14
2020-09-12,Burgenland,296010,544,443,10
2020-09-12,Kärnten,562089,585,516,14
2020-09-12,Niederösterreich,1690879,4239,3392,132
2020-09-12,Oberösterreich,1495608,4695,4059,71
2020-09-12,Salzburg,560710,1477,1294,44
2020-09-12,Tirol,760105,4354,3637,133
2020-09-12,Vorarlberg,399237,1138,838,27
2020-09-12,Wien,1920949,10444,7260,250
2020-09-12,Österreich,8932664,29988,23453,843
2020-09-12,Steiermark,1247077,2512,2014,162
2020-09-13,Österreich,8932664,30402,23709,844
2020-09-13,Steiermark,1247077,2536,2032,162
2020-09-13,Wien,1920949,10625,7394,250
2020-09-13,Vorarlberg,399237,1167,851,27
2020-09-13,Tirol,760105,4391,3671,133
2020-09-13,Salzburg,560710,1477,1299,45
2020-09-13,Niederösterreich,1690879,4307,3419,132
2020-09-13,Kärnten,562089,591,519,14
2020-09-13,Burgenland,296010,554,447,10
2020-09-13,Oberösterreich,1495608,4754,4077,71
2020-09-14,Österreich,8932664,31222,23992,845
2020-09-14,Wien,1920949,11043,7499,250
2020-09-14,Vorarlberg,399237,1219,861,27
2020-09-14,Tirol,760105,4492,3701,133
2020-09-14,Steiermark,1247077,2583,2052,162
2020-09-14,Salzburg,560710,1494,1315,45
2020-09-14,Niederösterreich,1690879,4426,3487,133
2020-09-14,Kärnten,562089,598,520,14
2020-09-14,Burgenland,296010,562,452,10
2020-09-14,Oberösterreich,1495608,4805,4105,71
2020-09-15,Tirol,760105,4580,3752,133
2020-09-15,Wien,1920949,11357,7647,250
2020-09-15,Vorarlberg,399237,1239,886,27
2020-09-15,Steiermark,1247077,2633,2074,162
2020-09-15,Österreich,8932664,31945,24357,845
2020-09-15,Oberösterreich,1495608,4900,4159,71
2020-09-15,Burgenland,296010,573,464,10
2020-09-15,Salzburg,560710,1513,1330,45
2020-09-15,Niederösterreich,1690879,4544,3521,133
2020-09-15,Kärnten,562089,606,524,14
2020-09-16,Burgenland,296010,592,466,10
2020-09-16,Kärnten,562089,619,528,14
2020-09-16,Niederösterreich,1690879,4681,3555,133
2020-09-16,Oberösterreich,1495608,4995,4196,71
2020-09-16,Salzburg,560710,1537,1334,45
2020-09-16,Steiermark,1247077,2686,2105,163
2020-09-16,Tirol,760105,4649,3795,133
2020-09-16,Vorarlberg,399237,1289,905,27
2020-09-16,Wien,1920949,11751,7808,254
2020-09-16,Österreich,8932664,32799,24692,850
2020-09-17,Österreich,8932664,33605,25103,855
2020-09-17,Wien,1920949,12092,8008,256
2020-09-17,Vorarlberg,399237,1325,923,27
2020-09-17,Tirol,760105,4715,3858,133
2020-09-17,Steiermark,1247077,2734,2124,164
2020-09-17,Oberösterreich,1495608,5099,4233,72
2020-09-17,Niederösterreich,1690879,4830,3602,134
2020-09-17,Kärnten,562089,629,535,14
2020-09-17,Burgenland,296010,606,472,10
2020-09-17,Salzburg,560710,1575,1348,45
2020-09-18,Österreich,8932664,34479,25591,859
2020-09-18,Wien,1920949,12501,8165,257
2020-09-18,Vorarlberg,399237,1367,958,27
2020-09-18,Tirol,760105,4804,3947,133
2020-09-18,Steiermark,1247077,2768,2164,166
2020-09-18,Salzburg,560710,1614,1356,45
2020-09-18,Niederösterreich,1690879,4962,3697,134
2020-09-18,Kärnten,562089,636,539,14
2020-09-18,Burgenland,296010,618,484,10
2020-09-18,Oberösterreich,1495608,5209,4281,73
2020-09-19,Österreich,8932664,35146,25935,862
2020-09-19,Wien,1920949,12791,8245,259
2020-09-19,Vorarlberg,399237,1410,994,27
2020-09-19,Steiermark,1247077,2830,2186,167
2020-09-19,Tirol,760105,4858,4013,133
2020-09-19,Oberösterreich,1495608,5260,4344,73
2020-09-19,Burgenland,296010,629,490,10
2020-09-19,Salzburg,560710,1640,1371,45
2020-09-19,Niederösterreich,1690879,5077,3750,134
2020-09-19,Kärnten,562089,651,542,14
2020-09-20,Burgenland,296010,632,495,10
2020-09-20,Kärnten,562089,664,547,14
2020-09-20,Niederösterreich,1690879,5172,3822,135
2020-09-20,Oberösterreich,1495608,5322,4378,73
2020-09-20,Salzburg,560710,1662,1373,45
2020-09-20,Steiermark,1247077,2883,2209,168
2020-09-20,Tirol,760105,4882,4107,133
2020-09-20,Vorarlberg,399237,1445,1037,28
2020-09-20,Wien,1920949,12955,8347,261
2020-09-20,Österreich,8932664,35617,26315,867
2020-09-21,Österreich,8932664,36199,26991,871
2020-09-21,Wien,1920949,13189,8652,263
2020-09-21,Vorarlberg,399237,1478,1074,28
2020-09-21,Steiermark,1247077,2922,2235,169
2020-09-21,Tirol,760105,4941,4197,133
2020-09-21,Oberösterreich,1495608,5405,4458,74
2020-09-21,Burgenland,296010,664,507,10
2020-09-21,Salzburg,560710,1680,1392,45
2020-09-21,Niederösterreich,1690879,5249,3922,135
2020-09-21,Kärnten,562089,671,554,14
2020-09-22,Österreich,8932664,36918,27617,874
2020-09-22,Wien,1920949,13523,8931,263
2020-09-22,Vorarlberg,399237,1496,1115,28
2020-09-22,Steiermark,1247077,2955,2277,170
2020-09-22,Tirol,760105,5012,4269,133
2020-09-22,Oberösterreich,1495608,5496,4530,75
2020-09-22,Niederösterreich,1690879,5382,4006,136
2020-09-22,Kärnten,562089,685,564,14
2020-09-22,Burgenland,296010,678,518,10
2020-09-22,Salzburg,560710,1691,1407,45
2020-09-23,Österreich,8932664,37722,28267,879
2020-09-23,Wien,1920949,13949,9282,266
2020-09-23,Vorarlberg,399237,1526,1141,28
2020-09-23,Tirol,760105,5067,4331,133
2020-09-23,Steiermark,1247077,3000,2308,171
2020-09-23,Salzburg,560710,1724,1413,45
2020-09-23,Niederösterreich,1690879,5504,4101,136
2020-09-23,Burgenland,296010,693,531,10
2020-09-23,Oberösterreich,1495608,5557,4588,76
2020-09-23,Kärnten,562089,702,572,14
2020-09-24,Burgenland,296010,704,538,10
2020-09-24,Kärnten,562089,725,579,14
2020-09-24,Niederösterreich,1690879,5644,4212,136
2020-09-24,Oberösterreich,1495608,5626,4652,77
2020-09-24,Salzburg,560710,1756,1433,46
2020-09-24,Steiermark,1247077,3010,2349,172
2020-09-24,Tirol,760105,5125,4392,133
2020-09-24,Vorarlberg,399237,1546,1168,28
2020-09-24,Wien,1920949,14244,9539,269
2020-09-24,Österreich,8932664,38380,28862,885
2020-09-25,Tirol,760105,5183,4462,133
2020-09-25,Österreich,8932664,39142,29723,890
2020-09-25,Wien,1920949,14526,9948,272
2020-09-25,Vorarlberg,399237,1582,1203,28
2020-09-25,Steiermark,1247077,3084,2401,173
2020-09-25,Oberösterreich,1495608,5745,4769,77
2020-09-25,Niederösterreich,1690879,5777,4354,137
2020-09-25,Kärnten,562089,739,586,14
2020-09-25,Burgenland,296010,720,548,10
2020-09-25,Salzburg,560710,1786,1452,46
2020-09-26,Salzburg,560710,1804,1481,46
2020-09-26,Burgenland,296010,735,558,10
2020-09-26,Kärnten,562089,758,592,14
2020-09-26,Niederösterreich,1690879,5880,4465,137
2020-09-26,Oberösterreich,1495608,5798,4833,77
2020-09-26,Steiermark,1247077,3111,2432,173
2020-09-26,Tirol,760105,5236,4504,133
2020-09-26,Vorarlberg,399237,1608,1247,28
2020-09-26,Wien,1920949,14803,10186,277
2020-09-26,Österreich,8932664,39733,30298,895
2020-09-27,Tirol,760105,5269,4606,133
2020-09-27,Steiermark,1247077,3157,2458,176
2020-09-27,Wien,1920949,15059,10276,279
2020-09-27,Vorarlberg,399237,1624,1299,29
2020-09-27,Österreich,8932664,40279,30727,901
2020-09-27,Salzburg,560710,1820,1503,46
2020-09-27,Niederösterreich,1690879,5989,4555,137
2020-09-27,Burgenland,296010,743,565,10
2020-09-27,Oberösterreich,1495608,5853,4868,77
2020-09-27,Kärnten,562089,765,597,14
2020-09-28,Burgenland,296010,771,572,10
2020-09-28,Kärnten,562089,782,604,14
2020-09-28,Niederösterreich,1690879,6082,4671,138
2020-09-28,Oberösterreich,1495608,5945,4982,77
2020-09-28,Salzburg,560710,1844,1529,47
2020-09-28,Tirol,760105,5330,4643,133
2020-09-28,Vorarlberg,399237,1658,1342,29
2020-09-28,Wien,1920949,15412,10680,279
2020-09-28,Österreich,8932664,41017,31522,903
2020-09-28,Steiermark,1247077,3193,2499,176
2020-09-29,Österreich,8932664,41776,32258,909
2020-09-29,Steiermark,1247077,3216,2560,176
2020-09-29,Wien,1920949,15749,11004,283
2020-09-29,Vorarlberg,399237,1674,1375,29
2020-09-29,Tirol,760105,5396,4710,133
2020-09-29,Salzburg,560710,1893,1549,47
2020-09-29,Niederösterreich,1690879,6215,4778,140
2020-09-29,Kärnten,562089,805,624,14
2020-09-29,Burgenland,296010,786,585,10
2020-09-29,Oberösterreich,1495608,6042,5073,77
2020-09-30,Österreich,8932664,42630,32967,912
2020-09-30,Wien,1920949,16117,11301,284
2020-09-30,Vorarlberg,399237,1695,1414,29
2020-09-30,Tirol,760105,5476,4784,133
2020-09-30,Steiermark,1247077,3269,2610,177
2020-09-30,Salzburg,560710,1920,1574,48
2020-09-30,Niederösterreich,1690879,6341,4898,140
2020-09-30,Kärnten,562089,814,640,14
2020-09-30,Burgenland,296010,816,603,10
2020-09-30,Oberösterreich,1495608,6182,5143,77
2020-10-01,Tirol,760105,5561,4824,134
2020-10-01,Wien,1920949,16429,11602,287
2020-10-01,Vorarlberg,399237,1751,1431,29
2020-10-01,Steiermark,1247077,3304,2648,178
2020-10-01,Österreich,8932664,43420,33616,920
2020-10-01,Oberösterreich,1495608,6273,5243,78
2020-10-01,Burgenland,296010,834,623,10
2020-10-01,Salzburg,560710,1967,1591,48
2020-10-01,Niederösterreich,1690879,6468,5007,142
2020-10-01,Kärnten,562089,833,647,14
2020-10-02,Burgenland,296010,852,631,10
2020-10-02,Kärnten,562089,852,662,14
2020-10-02,Niederösterreich,1690879,6615,5155,142
2020-10-02,Oberösterreich,1495608,6385,5322,78
2020-10-02,Salzburg,560710,2008,1618,48
2020-10-02,Steiermark,1247077,3342,2719,179
2020-10-02,Tirol,760105,5671,4882,134
2020-10-02,Vorarlberg,399237,1805,1466,29
2020-10-02,Wien,1920949,16904,12012,292
2020-10-02,Österreich,8932664,44434,34467,926
2020-10-03,Österreich,8932664,45153,35045,931
2020-10-03,Wien,1920949,17159,12275,294
2020-10-03,Vorarlberg,399237,1841,1492,30
2020-10-03,Salzburg,560710,2032,1643,48
2020-10-03,Tirol,760105,5746,4926,134
2020-10-03,Steiermark,1247077,3380,2757,179
2020-10-03,Niederösterreich,1690879,6752,5247,142
2020-10-03,Kärnten,562089,872,674,14
2020-10-03,Burgenland,296010,860,638,11
2020-10-03,Oberösterreich,1495608,6511,5393,79
2020-10-04,Österreich,8932664,45891,35478,941
