date,state,population,cases,recovered,dead
2021-05-28,Tirol,760105,61749,59991,919
2021-05-28,Steiermark,1247077,78563,75147,2414
2021-05-28,Oberösterreich,1495608,115238,111648,1992
2021-05-28,Niederösterreich,1690879,106600,103044,2217
2021-05-28,Kärnten,562089,39315,37899,1057
2021-05-28,Burgenland,296010,17859,17298,398
2021-05-28,Salzburg,560710,49337,48311,717
2021-05-29,Tirol,760105,61779,60071,921
2021-05-29,Österreich,8932664,634670,611881,12799
2021-05-29,Wien,1920949,136204,129509,2707
2021-05-29,Vorarlberg,399237,29509,28510,371
2021-05-29,Steiermark,1247077,78631,75257,2416
2021-05-29,Salzburg,560710,49355,48337,717
2021-05-29,Oberösterreich,1495608,115300,111806,1992
2021-05-29,Niederösterreich,1690879,106670,103164,2219
2021-05-29,Kärnten,562089,39350,37923,1058
2021-05-29,Burgenland,296010,17871,17303,398
2021-05-30,Österreich,8932664,634997,612539,12808
2021-05-30,Wien,1920949,136248,129669,2708
2021-05-30,Vorarlberg,399237,29568,28574,371
2021-05-30,Tirol,760105,61824,60142,921
2021-05-30,Steiermark,1247077,78674,75357,2418
2021-05-30,Salzburg,560710,49370,48370,717
2021-05-30,Oberösterreich,1495608,115351,111924,1992
2021-05-30,Niederösterreich,1690879,106731,103234,2223
2021-05-30,Kärnten,562089,39358,37946,1060
2021-05-30,Burgenland,296010,17872,17322,398
2021-05-31,Österreich,8932664,635357,613205,12815
2021-05-31,Wien,1920949,136286,129823,2711
2021-05-31,Vorarlberg,399237,29611,28625,371
2021-05-31,Tirol,760105,61888,60212,921
2021-05-31,Steiermark,1247077,78721,75462,2418
2021-05-31,Oberösterreich,1495608,115409,112035,1993
2021-05-31,Niederösterreich,1690879,106798,103324,2226
2021-05-31,Kärnten,562089,39384,37999,1060
2021-05-31,Burgenland,296010,17875,17328,398
2021-05-31,Salzburg,560710,49384,48396,717
2021-06-01,Salzburg,560710,49391,48426,719
2021-06-01,Burgenland,296010,17887,17343,398
2021-06-01,Kärnten,562089,39409,38028,1060
2021-06-01,Niederösterreich,1690879,106859,103440,2226
2021-06-01,Oberösterreich,1495608,115486,112188,1993
2021-06-01,Steiermark,1247077,78770,75567,2420
2021-06-01,Tirol,760105,61944,60281,922
2021-06-01,Vorarlberg,399237,29667,28688,371
2021-06-01,Wien,1920949,136432,130086,2715
2021-06-01,Österreich,8932664,635846,614048,12824
2021-06-02,Vorarlberg,399237,29703,28733,372
2021-06-02,Tirol,760105,62007,60334,922
2021-06-02,Österreich,8932664,636151,614647,12834
2021-06-02,Wien,1920949,136476,130256,2717
2021-06-02,Salzburg,560710,49405,48450,720
2021-06-02,Niederösterreich,1690879,106902,103518,2230
2021-06-02,Oberösterreich,1495608,115531,112299,1993
2021-06-02,Burgenland,296010,17891,17353,399
2021-06-02,Steiermark,1247077,78807,75638,2421
2021-06-02,Kärnten,562089,39428,38065,1060
2021-06-03,Burgenland,296010,17897,17361,399
2021-06-03,Kärnten,562089,39441,38093,1060
2021-06-03,Niederösterreich,1690879,106977,103592,2231
2021-06-03,Oberösterreich,1495608,115576,112410,1994
2021-06-03,Steiermark,1247077,78852,75694,2422
2021-06-03,Tirol,760105,62051,60366,922
2021-06-03,Vorarlberg,399237,29717,28787,372
2021-06-03,Wien,1920949,136572,130427,2718
2021-06-03,Österreich,8932664,636502,615200,12838
2021-06-03,Salzburg,560710,49418,48469,720
2021-06-04,Österreich,8932664,636786,615678,12844
2021-06-04,Tirol,760105,62096,60409,923
2021-06-04,Wien,1920949,136641,130517,2720
2021-06-04,Vorarlberg,399237,29731,28811,372
2021-06-04,Steiermark,1247077,78886,75756,2423
2021-06-04,Oberösterreich,1495608,115619,112521,1994
2021-06-04,Niederösterreich,1690879,107028,103675,2233
2021-06-04,Kärnten,562089,39455,38124,1060
2021-06-04,Burgenland,296010,17899,17373,399
2021-06-04,Salzburg,560710,49430,48491,720
2021-06-05,Österreich,8932664,637112,616229,12849
2021-06-05,Wien,1920949,136727,130695,2722
2021-06-05,Vorarlberg,399237,29765,28876,372
2021-06-05,Tirol,760105,62144,60451,923
2021-06-05,Steiermark,1247077,78910,75838,2424
2021-06-05,Salzburg,560710,49442,48511,720
2021-06-05,Niederösterreich,1690879,107088,103743,2235
2021-06-05,Kärnten,562089,39471,38142,1060
2021-06-05,Burgenland,296010,17899,17374,399
2021-06-05,Oberösterreich,1495608,115665,112598,1994
2021-06-06,Österreich,8932664,637423,616586,12855
2021-06-06,Wien,1920949,136800,130771,2723
2021-06-06,Vorarlberg,399237,29781,28922,372
2021-06-06,Tirol,760105,62190,60502,923
2021-06-06,Steiermark,1247077,78961,75867,2426
2021-06-06,Oberösterreich,1495608,115723,112657,1994
2021-06-06,Niederösterreich,1690879,107129,103803,2236
2021-06-06,Kärnten,562089,39491,38155,1061
2021-06-06,Burgenland,296010,17902,17381,400
2021-06-06,Salzburg,560710,49445,48527,720
2021-06-07,Österreich,8932664,637730,617074,12860
2021-06-07,Wien,1920949,136870,130866,2723
2021-06-07,Vorarlberg,399237,29789,28979,372
2021-06-07,Tirol,760105,62250,60564,923
2021-06-07,Steiermark,1247077,78989,75950,2428
2021-06-07,Oberösterreich,1495608,115766,112725,1995
2021-06-07,Niederösterreich,1690879,107186,103874,2236
2021-06-07,Kärnten,562089,39514,38185,1061
2021-06-07,Burgenland,296010,17906,17389,401
2021-06-07,Salzburg,560710,49459,48541,721
2021-06-08,Österreich,8932664,638086,617681,12864
2021-06-08,Wien,1920949,136973,131057,2725
2021-06-08,Vorarlberg,399237,29825,29025,372
2021-06-08,Tirol,760105,62276,60629,923
2021-06-08,Steiermark,1247077,79030,76013,2428
2021-06-08,Oberösterreich,1495608,115817,112807,1996
2021-06-08,Niederösterreich,1690879,107255,103969,2237
2021-06-08,Kärnten,562089,39525,38216,1061
2021-06-08,Burgenland,296010,17919,17404,401
2021-06-08,Salzburg,560710,49465,48560,721
2021-06-09,Österreich,8932664,638373,618157,12870
2021-06-09,Burgenland,296010,17921,17408,402
2021-06-09,Kärnten,562089,39547,38234,1061
2021-06-09,Niederösterreich,1690879,107308,104055,2237
2021-06-09,Oberösterreich,1495608,115862,112899,1999
2021-06-09,Salzburg,560710,49471,48571,721
2021-06-09,Steiermark,1247077,79057,76060,2428
2021-06-09,Tirol,760105,62307,60687,923
2021-06-09,Vorarlberg,399237,29837,29073,372
2021-06-09,Wien,1920949,137062,131169,2727
2021-06-10,Vorarlberg,399237,29845,29125,372
2021-06-10,Tirol,760105,62338,60746,923
2021-06-10,Österreich,8932664,638599,618622,12874
2021-06-10,Wien,1920949,137160,131277,2727
2021-06-10,Steiermark,1247077,79062,76117,2430
2021-06-10,Burgenland,296010,17927,17418,402
2021-06-10,Oberösterreich,1495608,115894,112961,2000
2021-06-10,Niederösterreich,1690879,107344,104128,2238
2021-06-10,Kärnten,562089,39555,38259,1061
2021-06-10,Salzburg,560710,49473,48590,721
2021-06-11,Österreich,8932664,638797,619041,12882
2021-06-11,Wien,1920949,137228,131380,2727
2021-06-11,Vorarlberg,399237,29855,29161,374
2021-06-11,Tirol,760105,62354,60797,923
2021-06-11,Steiermark,1247077,79079,76162,2430
2021-06-11,Salzburg,560710,49483,48603,721
2021-06-11,Oberösterreich,1495608,115922,113028,2001
2021-06-11,Niederösterreich,1690879,107378,104207,2242
2021-06-11,Kärnten,562089,39566,38278,1062
2021-06-11,Burgenland,296010,17931,17424,402
2021-06-12,Österreich,8932664,639004,619489,12887
2021-06-12,Wien,1920949,137327,131493,2727
2021-06-12,Vorarlberg,399237,29865,29199,374
2021-06-12,Tirol,760105,62383,60865,923
2021-06-12,Steiermark,1247077,79089,76216,2430
2021-06-12,Oberösterreich,1495608,115944,113084,2002
2021-06-12,Niederösterreich,1690879,107401,104283,2245
2021-06-12,Kärnten,562089,39571,38296,1062
2021-06-12,Burgenland,296010,17932,17433,402
2021-06-12,Salzburg,560710,49491,48619,722
2021-06-13,Salzburg,560710,49493,48631,722
2021-06-13,Burgenland,296010,17934,17438,402
2021-06-13,Kärnten,562089,39572,38303,1062
2021-06-13,Niederösterreich,1690879,107422,104353,2246
2021-06-13,Oberösterreich,1495608,115961,113120,2003
2021-06-13,Steiermark,1247077,79094,76242,2432
2021-06-13,Tirol,760105,62394,60920,923
2021-06-13,Vorarlberg,399237,29873,29240,374
2021-06-13,Wien,1920949,137363,131549,2727
2021-06-13,Österreich,8932664,639107,619797,12891
2021-06-14,Vorarlberg,399237,29878,29281,374
2021-06-14,Tirol,760105,62408,60967,923
2021-06-14,Österreich,8932664,639254,620199,12895
2021-06-14,Wien,1920949,137425,131663,2727
2021-06-14,Steiermark,1247077,79101,76288,2432
2021-06-14,Salzburg,560710,49510,48642,722
2021-06-14,Oberösterreich,1495608,115975,113175,2005
2021-06-14,Niederösterreich,1690879,107442,104415,2248
2021-06-14,Kärnten,562089,39577,38324,1062
2021-06-14,Burgenland,296010,17937,17443,402
2021-06-15,Österreich,8932664,639434,620555,12899
2021-06-15,Wien,1920949,137510,131716,2728
2021-06-15,Vorarlberg,399237,29884,29318,374
2021-06-15,Tirol,760105,62415,61003,923
2021-06-15,Steiermark,1247077,79118,76346,2432
2021-06-15,Oberösterreich,1495608,115999,113233,2006
2021-06-15,Niederösterreich,1690879,107463,104494,2250
2021-06-15,Kärnten,562089,39583,38338,1062
2021-06-15,Burgenland,296010,17944,17448,402
2021-06-15,Salzburg,560710,49517,48658,722
2021-06-16,Tirol,760105,62426,61050,924
2021-06-16,Österreich,8932664,639605,620890,12902
2021-06-16,Wien,1920949,137600,131820,2728
2021-06-16,Vorarlberg,399237,29886,29336,374
2021-06-16,Steiermark,1247077,79123,76376,2432
2021-06-16,Salzburg,560710,49524,48671,723
2021-06-16,Oberösterreich,1495608,116013,113278,2006
2021-06-16,Niederösterreich,1690879,107492,104555,2251
2021-06-16,Kärnten,562089,39591,38350,1062
2021-06-16,Burgenland,296010,17949,17453,402
2021-06-17,Österreich,8932664,639736,621278,12905
2021-06-17,Wien,1920949,137653,131938,2728
2021-06-17,Vorarlberg,399237,29892,29354,374
2021-06-17,Tirol,760105,62435,61096,925
2021-06-17,Steiermark,1247077,79130,76425,2433
2021-06-17,Salzburg,560710,49530,48685,723
2021-06-17,Oberösterreich,1495608,116022,113340,2006
2021-06-17,Niederösterreich,1690879,107517,104614,2251
2021-06-17,Kärnten,562089,39597,38368,1062
2021-06-17,Burgenland,296010,17959,17457,403
2021-06-18,Österreich,8932664,639885,621636,12912
2021-06-18,Wien,1920949,137716,132023,2729
2021-06-18,Vorarlberg,399237,29902,29378,375
2021-06-18,Tirol,760105,62443,61142,925
2021-06-18,Steiermark,1247077,79135,76467,2437
2021-06-18,Salzburg,560710,49534,48692,723
2021-06-18,Oberösterreich,1495608,116036,113371,2006
2021-06-18,Niederösterreich,1690879,107551,104709,2252
2021-06-18,Kärnten,562089,39603,38389,1062
2021-06-18,Burgenland,296010,17964,17464,403
2021-06-19,Österreich,8932664,639993,621936,12918
2021-06-19,Wien,1920949,137758,132085,2730
2021-06-19,Vorarlberg,399237,29908,29405,375
2021-06-19,Tirol,760105,62449,61177,926
2021-06-19,Steiermark,1247077,79142,76498,2438
2021-06-19,Salzburg,560710,49536,48698,723
2021-06-19,Oberösterreich,1495608,116048,113421,2007
2021-06-19,Niederösterreich,1690879,107575,104775,2254
2021-06-19,Kärnten,562089,39612,38409,1062
2021-06-19,Burgenland,296010,17964,17467,403
2021-06-20,Österreich,8932664,640108,622153,12923
2021-06-20,Wien,1920949,137822,132133,2730
2021-06-20,Vorarlberg,399237,29916,29421,375
2021-06-20,Tirol,760105,62457,61217,927
2021-06-20,Steiermark,1247077,79148,76510,2440
2021-06-20,Salzburg,560710,49541,48703,723
2021-06-20,Oberösterreich,1495608,116056,113458,2008
2021-06-20,Niederösterreich,1690879,107585,104819,2255
2021-06-20,Kärnten,562089,39614,38424,1062
2021-06-20,Burgenland,296010,17968,17467,403
2021-06-21,Österreich,8932664,640210,622369,12928
2021-06-21,Wien,1920949,137853,132171,2731
2021-06-21,Vorarlberg,399237,29926,29429,376
2021-06-21,Tirol,760105,62465,61246,927
2021-06-21,Steiermark,1247077,79156,76528,2440
2021-06-21,Oberösterreich,1495608,116070,113501,2008
2021-06-21,Niederösterreich,1690879,107603,104871,2257
2021-06-21,Kärnten,562089,39615,38439,1063
2021-06-21,Burgenland,296010,17976,17471,403
2021-06-21,Salzburg,560710,49545,48712,723
2021-06-22,Tirol,760105,62469,61264,927
2021-06-22,Österreich,8932664,640326,622666,12929
2021-06-22,Wien,1920949,137910,132314,2732
2021-06-22,Vorarlberg,399237,29931,29441,376
2021-06-22,Salzburg,560710,49549,48720,723
2021-06-22,Niederösterreich,1690879,107617,104904,2257
2021-06-22,Oberösterreich,1495608,116092,113541,2008
2021-06-22,Kärnten,562089,39618,38451,1063
2021-06-22,Burgenland,296010,17979,17481,403
2021-06-22,Steiermark,1247077,79160,76549,2440
2021-06-23,Österreich,8932664,640425,622842,12935
2021-06-23,Wien,1920949,137959,132352,2732
2021-06-23,Vorarlberg,399237,29934,29462,376
2021-06-23,Tirol,760105,62475,61291,928
2021-06-23,Steiermark,1247077,79165,76562,2441
2021-06-23,Oberösterreich,1495608,116101,113568,2008
2021-06-23,Niederösterreich,1690879,107632,104934,2258
2021-06-23,Kärnten,562089,39619,38459,1063
2021-06-23,Burgenland,296010,17984,17486,404
2021-06-23,Salzburg,560710,49555,48727,725
2021-06-24,Österreich,8932664,640533,623068,12938
2021-06-24,Wien,1920949,138002,132451,2734
2021-06-24,Vorarlberg,399237,29938,29473,376
2021-06-24,Tirol,760105,62480,61303,928
2021-06-24,Steiermark,1247077,79168,76572,2441
2021-06-24,Oberösterreich,1495608,116116,113595,2008
2021-06-24,Niederösterreich,1690879,107657,104977,2258
2021-06-24,Kärnten,562089,39620,38471,1064
2021-06-24,Burgenland,296010,17993,17487,404
2021-06-24,Salzburg,560710,49558,48738,725
2021-06-25,Österreich,8932664,640650,623241,12938
2021-06-25,Burgenland,296010,17997,17491,404
2021-06-25,Kärnten,562089,39624,38478,1064
2021-06-25,Niederösterreich,1690879,107673,105008,2258
2021-06-25,Oberösterreich,1495608,116128,113619,2008
2021-06-25,Salzburg,560710,49559,48742,725
2021-06-25,Steiermark,1247077,79178,76580,2441
2021-06-25,Tirol,760105,62485,61313,928
2021-06-25,Vorarlberg,399237,29941,29485,376
2021-06-25,Wien,1920949,138064,132524,2734
2021-06-26,Vorarlberg,399237,29942,29498,377
2021-06-26,Tirol,760105,62487,61318,928
2021-06-26,Österreich,8932664,640716,623407,12941
2021-06-26,Wien,1920949,138100,132607,2735
2021-06-26,Steiermark,1247077,79180,76586,2441
2021-06-26,Burgenland,296010,17998,17493,404
2021-06-26,Oberösterreich,1495608,116137,113637,2008
2021-06-26,Niederösterreich,1690879,107685,105037,2258
2021-06-26,Kärnten,562089,39625,38481,1064
2021-06-26,Salzburg,560710,49561,48749,726
2021-06-27,Österreich,8932664,640789,623568,12942
2021-06-27,Wien,1920949,138142,132684,2736
2021-06-27,Vorarlberg,399237,29947,29506,377
2021-06-27,Tirol,760105,62489,61329,928
2021-06-27,Steiermark,1247077,79182,76596,2441
2021-06-27,Oberösterreich,1495608,116140,113658,2008
2021-06-27,Niederösterreich,1690879,107698,105059,2258
2021-06-27,Kärnten,562089,39625,38486,1064
2021-06-27,Burgenland,296010,18000,17495,404
2021-06-27,Salzburg,560710,49565,48754,726
2021-06-28,Tirol,760105,62493,61337,928
2021-06-28,Österreich,8932664,640882,623734,12944
2021-06-28,Wien,1920949,138180,132754,2736
2021-06-28,Vorarlberg,399237,29951,29511,377
2021-06-28,Steiermark,1247077,79190,76603,2441
2021-06-28,Salzburg,560710,49565,48764,726
2021-06-28,Oberösterreich,1495608,116150,113677,2008
2021-06-28,Niederösterreich,1690879,107718,105090,2259
2021-06-28,Kärnten,562089,39627,38496,1064
2021-06-28,Burgenland,296010,18007,17501,405
2021-06-29,Österreich,8932664,640988,623910,12949
2021-06-29,Wien,1920949,138238,132849,2738
2021-06-29,Vorarlberg,399237,29953,29519,377
2021-06-29,Tirol,760105,62495,61344,929
2021-06-29,Steiermark,1247077,79196,76609,2442
2021-06-29,Salzburg,560710,49568,48771,726
2021-06-29,Oberösterreich,1495608,116162,113694,2008
2021-06-29,Niederösterreich,1690879,107732,105113,2260
2021-06-29,Kärnten,562089,39629,38498,1064
2021-06-29,Burgenland,296010,18014,17512,405
2021-06-30,Österreich,8932664,641068,624075,12952
2021-06-30,Wien,1920949,138279,132940,2739
2021-06-30,Vorarlberg,399237,29955,29523,377
2021-06-30,Tirol,760105,62497,61348,929
2021-06-30,Steiermark,1247077,79200,76619,2444
2021-06-30,Salzburg,560710,49569,48778,726
2021-06-30,Oberösterreich,1495608,116170,113702,2008
2021-06-30,Niederösterreich,1690879,107753,105140,2260
2021-06-30,Kärnten,562089,39629,38504,1064
2021-06-30,Burgenland,296010,18015,17520,405
2021-07-01,Österreich,8932664,641176,624234,12953
2021-07-01,Wien,1920949,138334,133040,2739
2021-07-01,Vorarlberg,399237,29961,29527,377
2021-07-01,Tirol,760105,62499,61355,929
2021-07-01,Steiermark,1247077,79204,76629,2445
2021-07-01,Salzburg,560710,49574,48784,726
2021-07-01,Oberösterreich,1495608,116185,113712,2008
2021-07-01,Niederösterreich,1690879,107774,105158,2260
2021-07-01,Kärnten,562089,39629,38506,1064
2021-07-01,Burgenland,296010,18015,17522,405
2021-07-02,Österreich,8932664,641280,624362,12959
2021-07-02,Wien,1920949,138396,133098,2740
2021-07-02,Vorarlberg,399237,29963,29531,378
2021-07-02,Tirol,760105,62500,61362,930
2021-07-02,Salzburg,560710,49578,48789,726
2021-07-02,Niederösterreich,1690879,107789,105179,2262
2021-07-02,Oberösterreich,1495608,116193,113734,2009
2021-07-02,Kärnten,562089,39630,38507,1064
2021-07-02,Burgenland,296010,18022,17524,405
2021-07-02,Steiermark,1247077,79208,76637,2445
2021-07-03,Österreich,8932664,641348,624539,12963
2021-07-03,Burgenland,296010,18025,17528,405
2021-07-03,Kärnten,562089,39630,38510,1064
2021-07-03,Niederösterreich,1690879,107800,105202,2264
2021-07-03,Oberösterreich,1495608,116200,113755,2009
2021-07-03,Salzburg,560710,49581,48794,726
2021-07-03,Steiermark,1247077,79214,76645,2445
2021-07-03,Tirol,760105,62501,61373,931
2021-07-03,Vorarlberg,399237,29967,29539,378
2021-07-03,Wien,1920949,138429,133192,2741
2021-07-04,Vorarlberg,399237,29967,29541,378
2021-07-04,Tirol,760105,62509,61382,931
2021-07-04,Österreich,8932664,641421,624626,12965
2021-07-04,Wien,1920949,138472,133229,2741
2021-07-04,Steiermark,1247077,79217,76649,2446
2021-07-04,Burgenland,296010,18027,17533,405
2021-07-04,Oberösterreich,1495608,116211,113762,2009
2021-07-04,Niederösterreich,1690879,107803,105223,2265
2021-07-04,Kärnten,562089,39630,38512,1064
2021-07-04,Salzburg,560710,49584,48794,726
2021-07-05,Österreich,8932664,641524,624750,12965
2021-07-05,Wien,1920949,138531,133291,2741
2021-07-05,Vorarlberg,399237,29967,29542,378
2021-07-05,Tirol,760105,62518,61389,931
2021-07-05,Steiermark,1247077,79223,76654,2446
2021-07-05,Salzburg,560710,49585,48798,726
2021-07-05,Oberösterreich,1495608,116216,113783,2009
2021-07-05,Niederösterreich,1690879,107816,105236,2265
2021-07-05,Kärnten,562089,39631,38514,1064
2021-07-05,Burgenland,296010,18036,17542,405
2021-07-06,Österreich,8932664,641651,624887,12968
2021-07-06,Wien,1920949,138577,133368,2741
2021-07-06,Vorarlberg,399237,29970,29546,378
2021-07-06,Tirol,760105,62524,61391,931
2021-07-06,Steiermark,1247077,79232,76660,2447
2021-07-06,Oberösterreich,1495608,116241,113797,2009
2021-07-06,Niederösterreich,1690879,107843,105257,2267
2021-07-06,Kärnten,562089,39633,38516,1064
2021-07-06,Burgenland,296010,18042,17552,405
2021-07-06,Salzburg,560710,49588,48799,726
2021-07-07,Salzburg,560710,49593,48804,726
2021-07-07,Burgenland,296010,18045,17557,405
2021-07-07,Kärnten,562089,39634,38517,1065
2021-07-07,Niederösterreich,1690879,107864,105270,2268
2021-07-07,Oberösterreich,1495608,116263,113805,2009
2021-07-07,Steiermark,1247077,79241,76666,2447
2021-07-07,Tirol,760105,62534,61394,931
2021-07-07,Vorarlberg,399237,29971,29552,378
2021-07-07,Wien,1920949,138653,133449,2741
2021-07-07,Österreich,8932664,641799,625015,12970
2021-07-08,Vorarlberg,399237,29975,29552,378
2021-07-08,Tirol,760105,62570,61418,931
2021-07-08,Österreich,8932664,641998,625134,12972
2021-07-08,Wien,1920949,138725,133497,2742
2021-07-08,Steiermark,1247077,79254,76671,2447
2021-07-08,Burgenland,296010,18047,17565,405
2021-07-08,Oberösterreich,1495608,116290,113817,2009
2021-07-08,Niederösterreich,1690879,107883,105287,2269
2021-07-08,Kärnten,562089,39653,38521,1065
2021-07-08,Salzburg,560710,49600,48805,726
2021-07-09,Österreich,8932664,642176,625242,12974
2021-07-09,Wien,1920949,138797,133556,2742
2021-07-09,Vorarlberg,399237,29983,29555,378
2021-07-09,Tirol,760105,62591,61422,931
2021-07-09,Steiermark,1247077,79276,76676,2447
2021-07-09,Oberösterreich,1495608,116310,113835,2010
2021-07-09,Niederösterreich,1690879,107907,105298,2269
2021-07-09,Kärnten,562089,39660,38523,1066
2021-07-09,Burgenland,296010,18048,17568,405
2021-07-09,Salzburg,560710,49603,48808,726
2021-07-10,Tirol,760105,62606,61423,931
2021-07-10,Österreich,8932664,642330,625320,12976
2021-07-10,Wien,1920949,138875,133596,2742
2021-07-10,Vorarlberg,399237,29987,29558,379
2021-07-10,Steiermark,1247077,79294,76681,2447
2021-07-10,Burgenland,296010,18049,17569,405
2021-07-10,Oberösterreich,1495608,116319,113844,2010
2021-07-10,Niederösterreich,1690879,107923,105313,2270
2021-07-10,Kärnten,562089,39664,38525,1066
2021-07-10,Salzburg,560710,49612,48810,726
2021-07-11,Tirol,760105,62619,61428,931
2021-07-11,Österreich,8932664,642514,625409,12976
2021-07-11,Wien,1920949,138954,133658,2742
2021-07-11,Vorarlberg,399237,29992,29559,379
2021-07-11,Steiermark,1247077,79318,76685,2447
2021-07-11,Salzburg,560710,49617,48811,726
2021-07-11,Oberösterreich,1495608,116355,113847,2010
2021-07-11,Niederösterreich,1690879,107939,105324,2270
2021-07-11,Kärnten,562089,39668,38527,1066
2021-07-11,Burgenland,296010,18051,17569,405
2021-07-12,Wien,1920949,139037,133687,2743
2021-07-12,Vorarlberg,399237,29998,29563,379
2021-07-12,Tirol,760105,62646,61433,931
2021-07-12,Steiermark,1247077,79359,76687,2447
2021-07-12,Österreich,8932664,642759,625480,12977
2021-07-12,Oberösterreich,1495608,116381,113854,2010
2021-07-12,Niederösterreich,1690879,107976,105339,2270
2021-07-12,Kärnten,562089,39682,38529,1066
2021-07-12,Burgenland,296010,18053,17573,405
2021-07-12,Salzburg,560710,49626,48814,726
2021-07-13,Österreich,8932664,643032,625587,12980
2021-07-13,Wien,1920949,139133,133747,2744
2021-07-13,Vorarlberg,399237,30006,29567,379
2021-07-13,Tirol,760105,62669,61436,931
2021-07-13,Steiermark,1247077,79391,76690,2447
2021-07-13,Salzburg,560710,49651,48815,727
2021-07-13,Niederösterreich,1690879,108015,105352,2271
2021-07-13,Kärnten,562089,39690,38529,1066
2021-07-13,Burgenland,296010,18056,17578,405
2021-07-13,Oberösterreich,1495608,116420,113872,2010
2021-07-14,Tirol,760105,62686,61444,931
2021-07-14,Wien,1920949,139238,133796,2744
2021-07-14,Vorarlberg,399237,30025,29573,379
2021-07-14,Steiermark,1247077,79401,76697,2447
2021-07-14,Österreich,8932664,643334,625687,12984
2021-07-14,Oberösterreich,1495608,116462,113882,2013
2021-07-14,Burgenland,296010,18061,17580,405
2021-07-14,Salzburg,560710,49681,48818,727
2021-07-14,Niederösterreich,1690879,108063,105366,2272
2021-07-14,Kärnten,562089,39716,38530,1066
2021-07-15,Österreich,8932664,643686,625791,12984
2021-07-15,Wien,1920949,139362,133841,2744
2021-07-15,Vorarlberg,399237,30033,29576,379
2021-07-15,Steiermark,1247077,79440,76704,2447
2021-07-15,Tirol,760105,62720,61450,931
2021-07-15,Oberösterreich,1495608,116508,113896,2013
2021-07-15,Niederösterreich,1690879,108102,105384,2272
2021-07-15,Kärnten,562089,39728,38532,1066
2021-07-15,Burgenland,296010,18064,17582,405
2021-07-15,Salzburg,560710,49728,48825,727
2021-07-16,Österreich,8932664,644116,625908,12987
2021-07-16,Wien,1920949,139468,133901,2744
2021-07-16,Vorarlberg,399237,30055,29577,379
2021-07-16,Tirol,760105,62760,61457,931
2021-07-16,Steiermark,1247077,79494,76710,2447
2021-07-16,Salzburg,560710,49813,48825,727
2021-07-16,Niederösterreich,1690879,108146,105401,2273
2021-07-16,Kärnten,562089,39738,38541,1066
2021-07-16,Burgenland,296010,18071,17584,406
2021-07-16,Oberösterreich,1495608,116570,113911,2014
2021-07-17,Österreich,8932664,644452,626014,12988
2021-07-17,Wien,1920949,139567,133940,2744
2021-07-17,Vorarlberg,399237,30072,29580,379
2021-07-17,Tirol,760105,62777,61467,931
2021-07-17,Steiermark,1247077,79550,76723,2447
2021-07-17,Salzburg,560710,49870,48827,727
2021-07-17,Niederösterreich,1690879,108182,105426,2274
2021-07-17,Kärnten,562089,39748,38544,1066
2021-07-17,Burgenland,296010,18074,17585,406
2021-07-17,Oberösterreich,1495608,116611,113921,2014
2021-07-18,Tirol,760105,62801,61478,931
2021-07-18,Wien,1920949,139645,133983,2745
2021-07-18,Vorarlberg,399237,30085,29581,379
2021-07-18,Steiermark,1247077,79607,76732,2447
2021-07-18,Österreich,8932664,644717,626127,12989
2021-07-18,Oberösterreich,1495608,116648,113934,2014
2021-07-18,Burgenland,296010,18075,17587,406
2021-07-18,Salzburg,560710,49887,48834,727
2021-07-18,Niederösterreich,1690879,108209,105436,2274
2021-07-18,Kärnten,562089,39759,38561,1066
2021-07-19,Burgenland,296010,18078,17590,406
2021-07-19,Kärnten,562089,39776,38563,1066
2021-07-19,Niederösterreich,1690879,108248,105457,2277
2021-07-19,Oberösterreich,1495608,116698,113948,2014
2021-07-19,Salzburg,560710,49972,48842,727
2021-07-19,Steiermark,1247077,79632,76744,2447
2021-07-19,Tirol,760105,62830,61492,931
2021-07-19,Vorarlberg,399237,30111,29589,379
2021-07-19,Wien,1920949,139707,134037,2745
2021-07-19,Österreich,8932664,645053,626263,12992
2021-07-20,Österreich,8932664,645416,626428,12993
2021-07-20,Wien,1920949,139818,134093,2745
2021-07-20,Vorarlberg,399237,30142,29595,379
2021-07-20,Steiermark,1247077,79644,76772,2447
2021-07-20,Tirol,760105,62857,61502,931
2021-07-20,Oberösterreich,1495608,116775,113976,2014
2021-07-20,Burgenland,296010,18088,17594,406
2021-07-20,Salzburg,560710,50009,48850,727
2021-07-20,Niederösterreich,1690879,108279,105477,2278
2021-07-20,Kärnten,562089,39803,38568,1066
2021-07-21,Österreich,8932664,645835,626598,12994
2021-07-21,Wien,1920949,139941,134138,2746
2021-07-21,Vorarlberg,399237,30155,29598,379
2021-07-21,Steiermark,1247077,79706,76798,2447
2021-07-21,Tirol,760105,62889,61519,931
2021-07-21,Oberösterreich,1495608,116824,114004,2014
2021-07-21,Niederösterreich,1690879,108318,105504,2278
2021-07-21,Kärnten,562089,39826,38586,1066
2021-07-21,Burgenland,296010,18092,17596,406
2021-07-21,Salzburg,560710,50083,48854,727
2021-07-22,Österreich,8932664,646256,626789,12995
2021-07-22,Wien,1920949,140051,134198,2746
2021-07-22,Vorarlberg,399237,30183,29608,379
2021-07-22,Tirol,760105,62933,61542,931
2021-07-22,Steiermark,1247077,79760,76819,2448
