date,tests,cases,normal_beds,ICU_beds,deceased,recovered,day,dow
2022-07-13,810.0,17579.0,118.0,15.0,1.0,1007.0,860,Wednesday
2022-07-14,724.0,18294.0,112.0,12.0,3.0,916.0,861,Thursday
2022-07-15,754.0,19042.0,117.0,14.0,1.0,1162.0,862,Friday
2022-07-16,424.0,19279.0,111.0,15.0,1.0,377.0,863,Saturday
2022-07-17,416.0,19518.0,129.0,16.0,0.0,289.0,864,Sunday
2022-07-18,941.0,20513.0,139.0,20.0,1.0,1842.0,865,Monday
2022-07-19,715.0,20890.0,137.0,18.0,1.0,1488.0,866,Tuesday
2022-07-20,831.0,21126.0,136.0,19.0,3.0,1637.0,867,Wednesday
2022-07-21,662.0,21426.0,126.0,16.0,5.0,1341.0,868,Thursday
2022-07-22,845.0,21927.0,132.0,15.0,2.0,1468.0,869,Friday
2022-07-23,371.0,22162.0,127.0,16.0,3.0,516.0,870,Saturday
2022-07-24,428.0,22253.0,137.0,18.0,0.0,452.0,871,Sunday
2022-07-25,962.0,22873.0,141.0,19.0,5.0,2396.0,872,Monday
2022-07-26,646.0,22981.0,123.0,19.0,0.0,1884.0,873,Tuesday
2022-07-27,798.0,23230.0,131.0,18.0,2.0,1785.0,874,Wednesday
2022-07-28,587.0,23118.0,127.0,17.0,2.0,1631.0,875,Thursday
2022-07-29,760.0,23017.0,124.0,18.0,1.0,1908.0,876,Friday
2022-07-30,325.0,23002.0,115.0,16.0,3.0,610.0,877,Saturday
2022-07-31,358.0,22960.0,113.0,16.0,4.0,527.0,878,Sunday
2022-08-01,937.0,22789.0,119.0,17.0,2.0,2836.0,879,Monday
2022-08-02,654.0,22708.0,122.0,18.0,2.0,1865.0,880,Tuesday
2022-08-03,787.0,22475.0,124.0,17.0,3.0,1876.0,881,Wednesday
2022-08-04,635.0,22300.0,121.0,20.0,2.0,1642.0,882,Thursday
2022-08-05,669.0,21949.0,129.0,17.0,1.0,1971.0,883,Friday
2022-08-06,323.0,21793.0,125.0,19.0,1.0,751.0,884,Saturday
2022-08-07,385.0,21743.0,127.0,16.0,0.0,543.0,885,Sunday
2022-08-08,900.0,21173.0,134.0,16.0,5.0,3010.0,886,Monday
2022-08-09,639.0,20907.0,126.0,17.0,6.0,1988.0,887,Tuesday
2022-08-10,775.0,20507.0,126.0,14.0,6.0,2033.0,888,Wednesday
2022-08-11,573.0,20393.0,131.0,13.0,3.0,1518.0,889,Thursday
2022-08-12,754.0,20175.0,135.0,15.0,2.0,1808.0,890,Friday
2022-08-13,263.0,20126.0,124.0,16.0,2.0,597.0,891,Saturday
2022-08-14,275.0,20159.0,126.0,15.0,2.0,484.0,892,Sunday
2022-08-15,600.0,18054.0,120.0,17.0,3.0,2665.0,893,Monday
2022-08-16,779.0,18897.0,133.0,16.0,2.0,1786.0,894,Tuesday
2022-08-17,778.0,19301.0,132.0,18.0,1.0,1645.0,895,Wednesday
2022-08-18,686.0,19359.0,127.0,15.0,0.0,1466.0,896,Thursday
2022-08-19,653.0,19434.0,125.0,17.0,2.0,1620.0,897,Friday
2022-08-20,303.0,19407.0,126.0,15.0,1.0,594.0,898,Saturday
2022-08-21,415.0,19350.0,130.0,15.0,1.0,497.0,899,Sunday
2022-08-22,936.0,19237.0,128.0,14.0,1.0,2443.0,900,Monday
2022-08-23,729.0,19138.0,95.0,19.0,3.0,1724.0,901,Tuesday
2022-08-24,836.0,19087.0,97.0,17.0,4.0,1634.0,902,Wednesday
2022-08-25,592.0,19062.0,95.0,16.0,2.0,1402.0,903,Thursday
2022-08-26,645.0,19028.0,96.0,15.0,4.0,1589.0,904,Friday
2022-08-27,334.0,19023.0,90.0,16.0,3.0,547.0,905,Saturday
2022-08-28,405.0,18886.0,91.0,16.0,3.0,516.0,906,Sunday
2022-08-29,841.0,20530.0,101.0,16.0,4.0,562.0,907,Monday
2022-08-30,648.0,19445.0,102.0,16.0,0.0,2629.0,908,Tuesday
2022-08-31,717.0,18957.0,98.0,14.0,1.0,2048.0,909,Wednesday
2022-09-01,584.0,18712.0,98.0,14.0,1.0,1524.0,910,Thursday
2022-09-02,713.0,18386.0,98.0,13.0,2.0,1695.0,911,Friday
2022-09-03,275.0,18348.0,91.0,15.0,1.0,568.0,912,Saturday
2022-09-04,429.0,18319.0,92.0,15.0,0.0,441.0,913,Sunday
2022-09-05,922.0,18529.0,94.0,16.0,0.0,2333.0,914,Monday
2022-09-06,636.0,18765.0,92.0,15.0,0.0,1627.0,915,Tuesday
2022-09-07,832.0,19253.0,89.0,13.0,2.0,1585.0,916,Wednesday
2022-09-08,730.0,19501.0,88.0,13.0,0.0,1379.0,917,Thursday
2022-09-09,863.0,20027.0,83.0,14.0,2.0,1557.0,918,Friday
2022-09-10,381.0,20126.0,80.0,15.0,1.0,544.0,919,Saturday
2022-09-11,447.0,20355.0,89.0,15.0,1.0,382.0,920,Sunday
2022-09-12,1067.0,21668.0,93.0,16.0,1.0,2205.0,921,Monday
2022-09-13,854.0,22667.0,99.0,12.0,1.0,1541.0,922,Tuesday
2022-09-14,1023.0,23530.0,98.0,12.0,4.0,1558.0,923,Wednesday
2022-09-15,799.0,24455.0,92.0,13.0,3.0,1281.0,924,Thursday
2022-09-16,838.0,25459.0,95.0,14.0,0.0,1369.0,925,Friday
2022-09-17,418.0,25707.0,94.0,14.0,1.0,529.0,926,Saturday
2022-09-18,480.0,25901.0,94.0,14.0,1.0,410.0,927,Sunday
2022-09-19,1062.0,26830.0,98.0,12.0,2.0,2540.0,928,Monday
2022-09-20,741.0,27397.0,102.0,9.0,3.0,1865.0,929,Tuesday
2022-09-21,952.0,27732.0,93.0,12.0,0.0,2072.0,930,Wednesday
2022-09-22,676.0,28072.0,100.0,14.0,1.0,1629.0,931,Thursday
2022-09-23,908.0,28172.0,92.0,15.0,0.0,2083.0,932,Friday
2022-09-24,361.0,28290.0,86.0,17.0,1.0,642.0,933,Saturday
2022-09-25,516.0,28449.0,93.0,15.0,2.0,610.0,934,Sunday
2022-09-26,1086.0,28862.0,98.0,16.0,2.0,3518.0,935,Monday
2022-09-27,861.0,29067.0,103.0,19.0,1.0,2543.0,936,Tuesday
2022-09-28,1041.0,29269.0,112.0,18.0,1.0,2420.0,937,Wednesday
2022-09-29,821.0,29387.0,109.0,23.0,4.0,2204.0,938,Thursday
2022-09-30,900.0,29573.0,109.0,22.0,2.0,2371.0,939,Friday
2022-10-01,345.0,29721.0,121.0,20.0,3.0,777.0,940,Saturday
2022-10-02,504.0,29881.0,120.0,23.0,1.0,606.0,941,Sunday
2022-10-03,1107.0,30431.0,123.0,26.0,0.0,3471.0,942,Monday
2022-10-04,785.0,30887.0,114.0,29.0,1.0,2430.0,943,Tuesday
2022-10-05,1019.0,31065.0,112.0,31.0,2.0,2405.0,944,Wednesday
2022-10-06,798.0,31299.0,114.0,26.0,3.0,1968.0,945,Thursday
2022-10-07,871.0,31548.0,117.0,28.0,1.0,2181.0,946,Friday
2022-10-08,375.0,31599.0,118.0,25.0,3.0,762.0,947,Saturday
2022-10-09,531.0,31585.0,122.0,25.0,0.0,765.0,948,Sunday
2022-10-10,1094.0,31329.0,130.0,25.0,6.0,3929.0,949,Monday
2022-10-11,845.0,30854.0,136.0,24.0,3.0,2747.0,950,Tuesday
2022-10-12,931.0,30400.0,129.0,27.0,2.0,2625.0,951,Wednesday
2022-10-13,720.0,29895.0,128.0,26.0,1.0,2324.0,952,Thursday
2022-10-14,765.0,29219.0,114.0,20.0,0.0,2559.0,953,Friday
2022-10-15,323.0,28872.0,111.0,25.0,1.0,923.0,954,Saturday
2022-10-16,445.0,28682.0,110.0,26.0,3.0,763.0,955,Sunday
2022-10-17,1035.0,27457.0,113.0,26.0,3.0,4019.0,956,Monday
2022-10-18,727.0,26326.0,108.0,25.0,3.0,2882.0,957,Tuesday
2022-10-19,999.0,25429.0,102.0,23.0,6.0,2585.0,958,Wednesday
2022-10-20,677.0,24580.0,112.0,22.0,1.0,2200.0,959,Thursday
2022-10-21,817.0,23484.0,97.0,22.0,3.0,2431.0,960,Friday
2022-10-22,302.0,23095.0,96.0,20.0,2.0,811.0,961,Saturday
2022-10-23,426.0,22779.0,100.0,20.0,2.0,754.0,962,Sunday
2022-10-24,997.0,21185.0,99.0,20.0,3.0,3675.0,963,Monday
2022-10-25,793.0,20392.0,108.0,18.0,1.0,2273.0,964,Tuesday
2022-10-26,958.0,19466.0,98.0,19.0,1.0,2171.0,965,Wednesday
2022-10-27,708.0,18638.0,106.0,18.0,1.0,1815.0,966,Thursday
2022-10-28,820.0,17731.0,101.0,19.0,4.0,1881.0,967,Friday
2022-10-29,345.0,17473.0,91.0,18.0,3.0,577.0,968,Saturday
2022-10-30,491.0,17241.0,78.0,15.0,2.0,574.0,969,Sunday
2022-10-31,455.0,14852.0,72.0,15.0,2.0,2797.0,970,Monday
2022-11-01,571.0,13403.0,75.0,17.0,0.0,1756.0,971,Tuesday
2022-11-02,933.0,13207.0,78.0,16.0,1.0,1688.0,972,Wednesday
2022-11-03,807.0,12831.0,80.0,15.0,1.0,1353.0,973,Thursday
2022-11-04,694.0,12340.0,84.0,16.0,1.0,1336.0,974,Friday
2022-11-05,347.0,12186.0,70.0,17.0,1.0,422.0,975,Saturday
2022-11-06,417.0,12007.0,80.0,17.0,2.0,436.0,976,Sunday
2022-11-07,901.0,11096.0,76.0,18.0,5.0,2079.0,977,Monday
2022-11-08,694.0,10418.0,69.0,16.0,3.0,1478.0,978,Tuesday
2022-11-09,750.0,9865.0,60.0,16.0,3.0,1243.0,979,Wednesday
2022-11-10,620.0,9433.0,59.0,19.0,3.0,991.0,980,Thursday
2022-11-11,683.0,9137.0,50.0,19.0,0.0,976.0,981,Friday
2022-11-12,314.0,9008.0,55.0,18.0,1.0,321.0,982,Saturday
2022-11-13,391.0,8920.0,59.0,20.0,0.0,342.0,983,Sunday
2022-11-14,830.0,9733.0,60.0,23.0,2.0,407.0,984,Monday
2022-11-15,640.0,10352.0,61.0,20.0,1.0,308.0,985,Tuesday
2022-11-16,771.0,9760.0,64.0,19.0,0.0,1491.0,986,Wednesday
2022-11-17,656.0,9599.0,60.0,20.0,2.0,977.0,987,Thursday
2022-11-18,654.0,9696.0,62.0,21.0,1.0,844.0,988,Friday
2022-11-19,275.0,9733.0,63.0,20.0,2.0,268.0,989,Saturday
2022-11-20,359.0,9765.0,64.0,19.0,2.0,260.0,990,Sunday
2022-11-21,876.0,10176.0,63.0,19.0,2.0,1167.0,991,Monday
2022-11-22,659.0,10555.0,55.0,18.0,4.0,801.0,992,Tuesday
2022-11-23,749.0,10990.0,62.0,17.0,2.0,686.0,993,Wednesday
2022-11-24,579.0,11452.0,58.0,18.0,7.0,555.0,994,Thursday
2022-11-25,,,67.0,18.0,4.0,,995,Friday
