date,tests,cases,normal_beds,ICU_beds,deceased,recovered,day,dow
2021-08-01,648.0,1104.0,21.0,8.0,0.0,9.0,514,Sunday
2021-08-02,1777.0,1196.0,22.0,9.0,0.0,89.0,515,Monday
2021-08-03,1590.0,1225.0,21.0,9.0,0.0,110.0,516,Tuesday
2021-08-04,1614.0,1294.0,22.0,8.0,0.0,70.0,517,Wednesday
2021-08-05,1775.0,1379.0,20.0,8.0,0.0,57.0,518,Thursday
2021-08-06,1578.0,1420.0,22.0,7.0,1.0,92.0,519,Friday
2021-08-07,778.0,1455.0,24.0,8.0,1.0,30.0,520,Saturday
2021-08-08,671.0,1480.0,24.0,7.0,2.0,21.0,521,Sunday
2021-08-09,1857.0,1593.0,25.0,7.0,0.0,106.0,522,Monday
2021-08-10,1977.0,1755.0,29.0,7.0,0.0,85.0,523,Tuesday
2021-08-11,1831.0,1906.0,29.0,7.0,0.0,99.0,524,Wednesday
2021-08-12,1844.0,1988.0,33.0,7.0,0.0,117.0,525,Thursday
2021-08-13,1872.0,2117.0,36.0,6.0,0.0,135.0,526,Friday
2021-08-14,921.0,2156.0,35.0,7.0,0.0,58.0,527,Saturday
2021-08-15,803.0,2182.0,35.0,8.0,0.0,31.0,528,Sunday
2021-08-16,2062.0,2319.0,36.0,9.0,0.0,181.0,529,Monday
2021-08-17,2238.0,2567.0,39.0,10.0,0.0,136.0,530,Tuesday
2021-08-18,2238.0,2810.0,49.0,8.0,3.0,137.0,531,Wednesday
2021-08-19,2481.0,3002.0,47.0,9.0,2.0,143.0,532,Thursday
2021-08-20,2121.0,3256.0,43.0,11.0,0.0,134.0,533,Friday
2021-08-21,1399.0,3435.0,52.0,14.0,0.0,65.0,534,Saturday
2021-08-22,755.0,3506.0,50.0,16.0,2.0,45.0,535,Sunday
2021-08-23,2489.0,3763.0,58.0,17.0,1.0,218.0,536,Monday
2021-08-24,2806.0,4025.0,68.0,18.0,1.0,246.0,537,Tuesday
2021-08-25,2935.0,4286.0,71.0,18.0,1.0,249.0,538,Wednesday
2021-08-26,2955.0,4631.0,87.0,18.0,1.0,197.0,539,Thursday
2021-08-27,3104.0,4907.0,97.0,20.0,2.0,262.0,540,Friday
2021-08-28,1396.0,5087.0,101.0,20.0,2.0,97.0,541,Saturday
2021-08-29,888.0,5174.0,108.0,21.0,0.0,56.0,542,Sunday
2021-08-30,2919.0,5397.0,117.0,24.0,1.0,317.0,543,Monday
2021-08-31,3790.0,5782.0,117.0,29.0,1.0,387.0,544,Tuesday
2021-09-01,3613.0,6068.0,125.0,34.0,0.0,379.0,545,Wednesday
2021-09-02,3303.0,6344.0,123.0,39.0,3.0,335.0,546,Thursday
2021-09-03,3757.0,6699.0,138.0,42.0,0.0,386.0,547,Friday
2021-09-04,1710.0,6771.0,147.0,42.0,2.0,246.0,548,Saturday
2021-09-05,1429.0,6890.0,168.0,41.0,0.0,116.0,549,Sunday
2021-09-06,3947.0,7295.0,168.0,47.0,1.0,474.0,550,Monday
2021-09-07,5161.0,7881.0,179.0,50.0,2.0,506.0,551,Tuesday
2021-09-08,4924.0,8389.0,185.0,58.0,3.0,510.0,552,Wednesday
2021-09-09,5188.0,8844.0,209.0,60.0,1.0,540.0,553,Thursday
2021-09-10,5491.0,9392.0,220.0,58.0,4.0,537.0,554,Friday
2021-09-11,2723.0,9675.0,214.0,60.0,3.0,277.0,555,Saturday
2021-09-12,1657.0,9816.0,227.0,65.0,0.0,143.0,556,Sunday
2021-09-13,5668.0,10669.0,246.0,66.0,1.0,538.0,557,Monday
2021-09-14,6747.0,11262.0,262.0,71.0,3.0,766.0,558,Tuesday
2021-09-15,6707.0,11921.0,276.0,71.0,6.0,661.0,559,Wednesday
2021-09-16,6534.0,12455.0,263.0,78.0,7.0,605.0,560,Thursday
2021-09-17,6255.0,12965.0,264.0,84.0,6.0,741.0,561,Friday
2021-09-18,2579.0,13192.0,272.0,88.0,2.0,314.0,562,Saturday
2021-09-19,1706.0,13248.0,266.0,94.0,4.0,231.0,563,Sunday
2021-09-20,5729.0,13675.0,266.0,98.0,5.0,878.0,564,Monday
2021-09-21,5937.0,13769.0,277.0,101.0,3.0,1085.0,565,Tuesday
2021-09-22,5620.0,13762.0,285.0,103.0,10.0,1014.0,566,Wednesday
2021-09-23,5472.0,13704.0,290.0,101.0,5.0,994.0,567,Thursday
2021-09-24,5537.0,13623.0,301.0,103.0,5.0,1082.0,568,Friday
2021-09-25,2316.0,13510.0,279.0,102.0,6.0,555.0,569,Saturday
2021-09-26,1443.0,13511.0,293.0,104.0,5.0,278.0,570,Sunday
2021-09-27,4790.0,13158.0,320.0,106.0,7.0,1385.0,571,Monday
2021-09-28,6411.0,13135.0,315.0,104.0,9.0,1361.0,572,Tuesday
2021-09-29,5756.0,12836.0,291.0,112.0,4.0,1323.0,573,Wednesday
2021-09-30,5335.0,12664.0,313.0,107.0,4.0,1141.0,574,Thursday
2021-10-01,5002.0,12404.0,305.0,114.0,4.0,1249.0,575,Friday
2021-10-02,2443.0,12392.0,302.0,120.0,4.0,540.0,576,Saturday
2021-10-03,1201.0,12325.0,303.0,121.0,5.0,285.0,577,Sunday
2021-10-04,4787.0,11997.0,311.0,120.0,7.0,1300.0,578,Monday
2021-10-05,6177.0,12017.0,306.0,120.0,8.0,1181.0,579,Tuesday
2021-10-06,5340.0,11974.0,287.0,113.0,8.0,1009.0,580,Wednesday
2021-10-07,4713.0,11875.0,300.0,113.0,3.0,939.0,581,Thursday
2021-10-08,4615.0,11751.0,299.0,114.0,2.0,1002.0,582,Friday
2021-10-09,2049.0,11793.0,308.0,115.0,5.0,441.0,583,Saturday
2021-10-10,1012.0,11695.0,300.0,117.0,6.0,282.0,584,Sunday
2021-10-11,4562.0,11659.0,305.0,117.0,4.0,1040.0,585,Monday
2021-10-12,5692.0,11546.0,314.0,114.0,1.0,1337.0,586,Tuesday
2021-10-13,5379.0,11600.0,299.0,121.0,5.0,1024.0,587,Wednesday
2021-10-14,5141.0,11732.0,290.0,116.0,4.0,969.0,588,Thursday
2021-10-15,5724.0,12177.0,287.0,116.0,4.0,989.0,589,Friday
2021-10-16,2279.0,12276.0,282.0,116.0,4.0,530.0,590,Saturday
2021-10-17,1357.0,12415.0,290.0,121.0,3.0,222.0,591,Sunday
2021-10-18,5237.0,13108.0,299.0,119.0,3.0,976.0,592,Monday
2021-10-19,7370.0,14054.0,301.0,120.0,4.0,1200.0,593,Tuesday
2021-10-20,6645.0,14938.0,308.0,119.0,9.0,962.0,594,Wednesday
2021-10-21,6875.0,16065.0,303.0,118.0,7.0,833.0,595,Thursday
2021-10-22,7509.0,17454.0,319.0,121.0,9.0,875.0,596,Friday
2021-10-23,4458.0,18463.0,338.0,117.0,8.0,484.0,597,Saturday
2021-10-24,2084.0,18983.0,351.0,124.0,5.0,177.0,598,Sunday
2021-10-25,6076.0,20274.0,369.0,124.0,11.0,995.0,599,Monday
2021-10-26,8313.0,22183.0,382.0,128.0,10.0,1220.0,600,Tuesday
2021-10-27,7332.0,23733.0,396.0,130.0,9.0,1072.0,601,Wednesday
2021-10-28,6802.0,25145.0,419.0,128.0,10.0,1098.0,602,Thursday
2021-10-29,7609.0,26698.0,428.0,130.0,7.0,1429.0,603,Friday
2021-10-30,3954.0,27730.0,439.0,128.0,9.0,626.0,604,Saturday
2021-10-31,2643.0,28624.0,441.0,136.0,6.0,353.0,605,Sunday
2021-11-01,2641.0,28087.0,461.0,142.0,11.0,1663.0,606,Monday
2021-11-02,7757.0,29394.0,479.0,155.0,10.0,2137.0,607,Tuesday
2021-11-03,10176.0,32059.0,516.0,154.0,18.0,1844.0,608,Wednesday
2021-11-04,9983.0,33869.0,570.0,165.0,9.0,1956.0,609,Thursday
2021-11-05,9643.0,35261.0,589.0,172.0,13.0,2257.0,610,Friday
2021-11-06,5456.0,36089.0,574.0,174.0,15.0,1488.0,611,Saturday
2021-11-07,2962.0,36669.0,617.0,180.0,10.0,695.0,612,Sunday
2021-11-08,7622.0,37721.0,659.0,184.0,13.0,2284.0,613,Monday
2021-11-09,10579.0,39066.0,687.0,187.0,12.0,3118.0,614,Tuesday
2021-11-10,9082.0,40007.0,703.0,186.0,20.0,2622.0,615,Wednesday
2021-11-11,9128.0,40924.0,714.0,206.0,10.0,2503.0,616,Thursday
2021-11-12,9220.0,41600.0,745.0,209.0,14.0,2971.0,617,Friday
2021-11-13,5351.0,42305.0,762.0,219.0,20.0,1643.0,618,Saturday
2021-11-14,3416.0,42867.0,768.0,222.0,21.0,1246.0,619,Sunday
2021-11-15,7654.0,45502.0,780.0,228.0,12.0,1131.0,620,Monday
2021-11-16,10053.0,46323.0,838.0,236.0,5.0,3443.0,621,Tuesday
2021-11-17,9223.0,45472.0,849.0,246.0,19.0,4494.0,622,Wednesday
2021-11-18,8283.0,45211.0,851.0,253.0,24.0,3758.0,623,Thursday
2021-11-19,8134.0,44786.0,874.0,253.0,21.0,3642.0,624,Friday
2021-11-20,4743.0,44708.0,842.0,264.0,22.0,2307.0,625,Saturday
2021-11-21,2739.0,44810.0,861.0,265.0,19.0,1271.0,626,Sunday
2021-11-22,7351.0,44862.0,886.0,276.0,17.0,3325.0,627,Monday
2021-11-23,8623.0,43522.0,870.0,283.0,23.0,4472.0,628,Tuesday
2021-11-24,7210.0,42619.0,888.0,280.0,11.0,3562.0,629,Wednesday
2021-11-25,6528.0,41552.0,857.0,288.0,11.0,3417.0,630,Thursday
2021-11-26,6147.0,40113.0,848.0,289.0,17.0,3644.0,631,Friday
2021-11-27,3421.0,39225.0,837.0,283.0,23.0,2346.0,632,Saturday
2021-11-28,2231.0,38444.0,856.0,284.0,23.0,1800.0,633,Sunday
2021-11-29,6291.0,37157.0,877.0,279.0,20.0,3755.0,634,Monday
2021-11-30,6983.0,35132.0,851.0,277.0,16.0,4267.0,635,Tuesday
2021-12-01,6243.0,33593.0,831.0,276.0,16.0,3652.0,636,Wednesday
2021-12-02,5530.0,31814.0,813.0,274.0,15.0,3501.0,637,Thursday
2021-12-03,5518.0,30483.0,789.0,270.0,17.0,3221.0,638,Friday
2021-12-04,2995.0,29351.0,765.0,264.0,18.0,2235.0,639,Saturday
2021-12-05,1857.0,28735.0,763.0,271.0,13.0,1374.0,640,Sunday
2021-12-06,5487.0,27290.0,784.0,266.0,16.0,3383.0,641,Monday
2021-12-07,6576.0,25999.0,738.0,267.0,17.0,3125.0,642,Tuesday
2021-12-08,5946.0,25017.0,704.0,259.0,18.0,2659.0,643,Wednesday
2021-12-09,5053.0,23974.0,697.0,251.0,11.0,2348.0,644,Thursday
2021-12-10,5052.0,23226.0,673.0,241.0,19.0,2217.0,645,Friday
2021-12-11,2230.0,22531.0,667.0,242.0,11.0,1467.0,646,Saturday
2021-12-12,1750.0,22169.0,643.0,240.0,14.0,1023.0,647,Sunday
2021-12-13,5113.0,21401.0,639.0,235.0,16.0,2473.0,648,Monday
2021-12-14,5907.0,20673.0,581.0,236.0,11.0,2250.0,649,Tuesday
2021-12-15,4928.0,19892.0,573.0,231.0,8.0,2120.0,650,Wednesday
2021-12-16,5037.0,19434.0,542.0,234.0,8.0,1727.0,651,Thursday
2021-12-17,4484.0,18814.0,510.0,236.0,12.0,1889.0,652,Friday
2021-12-18,2266.0,18467.0,483.0,220.0,19.0,1103.0,653,Saturday
2021-12-19,1550.0,18279.0,486.0,215.0,13.0,764.0,654,Sunday
2021-12-20,4981.0,17882.0,481.0,215.0,10.0,1949.0,655,Monday
2021-12-21,5566.0,17285.0,459.0,206.0,6.0,1846.0,656,Tuesday
2021-12-22,4935.0,16721.0,443.0,206.0,6.0,1678.0,657,Wednesday
2021-12-23,5004.0,16604.0,422.0,202.0,10.0,1323.0,658,Thursday
2021-12-24,4264.0,16215.0,412.0,202.0,1.0,1474.0,659,Friday
2021-12-25,2161.0,16095.0,380.0,200.0,6.0,777.0,660,Saturday
2021-12-26,1848.0,16119.0,382.0,195.0,9.0,668.0,661,Sunday
2021-12-27,5337.0,16223.0,393.0,199.0,9.0,1703.0,662,Monday
2021-12-28,5949.0,16564.0,387.0,199.0,13.0,1520.0,663,Tuesday
2021-12-29,5114.0,16908.0,383.0,189.0,10.0,1340.0,664,Wednesday
2021-12-30,5176.0,17525.0,387.0,187.0,7.0,1275.0,665,Thursday
2021-12-31,4266.0,17905.0,373.0,180.0,6.0,1277.0,666,Friday
2022-01-01,1984.0,17971.0,360.0,172.0,11.0,765.0,667,Saturday
2022-01-02,2288.0,18396.0,362.0,171.0,4.0,575.0,668,Sunday
2022-01-03,7493.0,20240.0,377.0,171.0,11.0,1550.0,669,Monday
2022-01-04,10580.0,23069.0,368.0,163.0,8.0,1248.0,670,Tuesday
2022-01-05,10098.0,25793.0,385.0,157.0,7.0,1119.0,671,Wednesday
2022-01-06,11026.0,28671.0,390.0,160.0,5.0,1198.0,672,Thursday
2022-01-07,11232.0,32072.0,392.0,155.0,9.0,1085.0,673,Friday
2022-01-08,7425.0,34766.0,382.0,156.0,6.0,661.0,674,Saturday
2022-01-09,5254.0,36595.0,378.0,159.0,5.0,694.0,675,Sunday
2022-01-10,10258.0,39949.0,415.0,157.0,7.0,1816.0,676,Monday
2022-01-11,14823.0,45514.0,393.0,160.0,4.0,1858.0,677,Tuesday
2022-01-12,13350.0,50703.0,384.0,154.0,13.0,1684.0,678,Wednesday
2022-01-13,13693.0,55745.0,374.0,153.0,7.0,1892.0,679,Thursday
2022-01-14,14366.0,61680.0,370.0,154.0,6.0,1663.0,680,Friday
2022-01-15,10308.0,66867.0,361.0,153.0,5.0,833.0,681,Saturday
2022-01-16,7910.0,70834.0,393.0,156.0,2.0,1004.0,682,Sunday
2022-01-17,13812.0,76126.0,410.0,156.0,7.0,3392.0,683,Monday
2022-01-18,19451.0,84343.0,421.0,154.0,10.0,4076.0,684,Tuesday
2022-01-19,17298.0,90800.0,412.0,154.0,8.0,3841.0,685,Wednesday
2022-01-20,14724.0,96580.0,434.0,146.0,7.0,4073.0,686,Thursday
2022-01-21,14675.0,102048.0,456.0,143.0,12.0,4481.0,687,Friday
2022-01-22,18853.0,112879.0,465.0,136.0,11.0,3341.0,688,Saturday
2022-01-23,11123.0,118763.0,472.0,136.0,19.0,2516.0,689,Sunday
2022-01-24,17012.0,126426.0,484.0,135.0,14.0,5163.0,690,Monday
2022-01-25,22944.0,136501.0,502.0,130.0,11.0,7421.0,691,Tuesday
2022-01-26,19729.0,143849.0,531.0,125.0,15.0,6866.0,692,Wednesday
2022-01-27,22652.0,153807.0,560.0,124.0,14.0,6932.0,693,Thursday
2022-01-28,20672.0,161106.0,563.0,130.0,8.0,7592.0,694,Friday
2022-01-29,17961.0,168950.0,571.0,127.0,11.0,6011.0,695,Saturday
2022-01-30,11082.0,172556.0,578.0,133.0,11.0,4969.0,696,Sunday
2022-01-31,15605.0,175592.0,633.0,137.0,9.0,8680.0,697,Monday
2022-02-01,17183.0,187549.0,640.0,132.0,14.0,12288.0,698,Tuesday
2022-02-02,8738.0,194046.0,653.0,130.0,13.0,10286.0,699,Wednesday
2022-02-03,3812.0,195971.0,654.0,127.0,19.0,9843.0,700,Thursday
2022-02-04,4033.0,197756.0,646.0,133.0,22.0,9935.0,701,Friday
2022-02-05,1754.0,191108.0,613.0,133.0,25.0,14175.0,702,Saturday
2022-02-06,1248.0,188267.0,633.0,134.0,16.0,8396.0,703,Sunday
2022-02-07,3183.0,186673.0,646.0,134.0,18.0,12818.0,704,Monday
2022-02-08,1567.0,174300.0,663.0,141.0,19.0,17493.0,705,Tuesday
2022-02-09,3255.0,172297.0,666.0,146.0,18.0,14209.0,706,Wednesday
2022-02-10,2989.0,162978.0,648.0,141.0,19.0,16888.0,707,Thursday
2022-02-11,3020.0,155480.0,655.0,136.0,10.0,14887.0,708,Friday
2022-02-12,1197.0,145927.0,640.0,134.0,15.0,13859.0,709,Saturday
2022-02-13,1064.0,140993.0,649.0,133.0,7.0,8566.0,710,Sunday
2022-02-14,2857.0,136439.0,658.0,136.0,18.0,11707.0,711,Monday
2022-02-15,2371.0,116931.0,640.0,130.0,23.0,24243.0,712,Tuesday
2022-02-16,2447.0,104712.0,631.0,125.0,15.0,16787.0,713,Wednesday
2022-02-17,2428.0,96764.0,617.0,119.0,15.0,11768.0,714,Thursday
2022-02-18,2433.0,88784.0,591.0,113.0,22.0,11735.0,715,Friday
2022-02-19,1125.0,83538.0,580.0,109.0,10.0,7524.0,716,Saturday
2022-02-20,871.0,80002.0,593.0,110.0,19.0,5554.0,717,Sunday
2022-02-21,2327.0,71096.0,590.0,112.0,19.0,11229.0,718,Monday
2022-02-22,2108.0,68361.0,582.0,111.0,14.0,5128.0,719,Tuesday
2022-02-23,2000.0,58509.0,547.0,115.0,10.0,12214.0,720,Wednesday
2022-02-24,1772.0,52867.0,526.0,112.0,11.0,7572.0,721,Thursday
2022-02-25,1733.0,47291.0,478.0,117.0,7.0,7391.0,722,Friday
2022-02-26,790.0,43907.0,432.0,106.0,13.0,4298.0,723,Saturday
2022-02-27,751.0,40937.0,418.0,108.0,15.0,3635.0,724,Sunday
2022-02-28,1872.0,36320.0,416.0,104.0,15.0,7164.0,725,Monday
2022-03-01,1477.0,33439.0,395.0,94.0,12.0,4742.0,726,Tuesday
2022-03-02,1642.0,30719.0,380.0,89.0,8.0,4573.0,727,Wednesday
2022-03-03,1441.0,28778.0,350.0,83.0,10.0,3836.0,728,Thursday
2022-03-04,1565.0,26885.0,324.0,80.0,6.0,3755.0,729,Friday
2022-03-05,586.0,25551.0,291.0,78.0,10.0,2287.0,730,Saturday
2022-03-06,604.0,24283.0,294.0,81.0,10.0,2031.0,731,Sunday
2022-03-07,1852.0,25148.0,303.0,80.0,6.0,2329.0,732,Monday
2022-03-08,1416.0,24954.0,288.0,85.0,8.0,2396.0,733,Tuesday
2022-03-09,1865.0,24916.0,271.0,87.0,7.0,2365.0,734,Wednesday
2022-03-10,1667.0,25238.0,255.0,86.0,8.0,1931.0,735,Thursday
2022-03-11,1768.0,25715.0,255.0,77.0,6.0,1822.0,736,Friday
2022-03-12,641.0,25927.0,253.0,71.0,6.0,923.0,737,Saturday
2022-03-13,725.0,26181.0,255.0,71.0,6.0,675.0,738,Sunday
2022-03-14,2116.0,27860.0,253.0,67.0,5.0,2555.0,739,Monday
2022-03-15,1739.0,28988.0,236.0,67.0,4.0,1864.0,740,Tuesday
2022-03-16,1941.0,30262.0,230.0,61.0,5.0,1859.0,741,Wednesday
2022-03-17,1429.0,31429.0,222.0,58.0,4.0,1899.0,742,Thursday
2022-03-18,1851.0,32861.0,216.0,62.0,2.0,1866.0,743,Friday
2022-03-19,612.0,33418.0,222.0,61.0,6.0,957.0,744,Saturday
2022-03-20,714.0,33762.0,227.0,58.0,6.0,762.0,745,Sunday
2022-03-21,1992.0,35652.0,239.0,58.0,7.0,3200.0,746,Monday
2022-03-22,1649.0,36834.0,241.0,56.0,2.0,2206.0,747,Tuesday
2022-03-23,1915.0,37830.0,235.0,52.0,3.0,2328.0,748,Wednesday
2022-03-24,1353.0,38481.0,235.0,50.0,7.0,2251.0,749,Thursday
2022-03-25,1754.0,39128.0,243.0,49.0,8.0,2302.0,750,Friday
2022-03-26,627.0,39333.0,227.0,50.0,3.0,1137.0,751,Saturday
2022-03-27,659.0,39352.0,242.0,53.0,4.0,929.0,752,Sunday
2022-03-28,2020.0,39644.0,252.0,55.0,5.0,4237.0,753,Monday
2022-03-29,1611.0,39720.0,248.0,55.0,1.0,2995.0,754,Tuesday
2022-03-30,1714.0,39400.0,250.0,50.0,2.0,3134.0,755,Wednesday
2022-03-31,1365.0,38751.0,255.0,46.0,3.0,3062.0,756,Thursday
2022-04-01,1562.0,37880.0,246.0,44.0,6.0,3299.0,757,Friday
2022-04-02,680.0,37301.0,226.0,39.0,5.0,1517.0,758,Saturday
2022-04-03,670.0,36999.0,235.0,40.0,3.0,1109.0,759,Sunday
2022-04-04,1786.0,35340.0,252.0,39.0,4.0,5085.0,760,Monday
2022-04-05,1427.0,34248.0,235.0,37.0,7.0,3386.0,761,Tuesday
2022-04-06,1636.0,33051.0,230.0,40.0,5.0,3325.0,762,Wednesday
2022-04-07,1110.0,32048.0,230.0,38.0,6.0,2906.0,763,Thursday
2022-04-08,1353.0,30952.0,234.0,38.0,4.0,2948.0,764,Friday
2022-04-09,501.0,30405.0,231.0,37.0,4.0,1342.0,765,Saturday
2022-04-10,596.0,29997.0,234.0,42.0,4.0,950.0,766,Sunday
2022-04-11,1506.0,28138.0,236.0,39.0,3.0,4527.0,767,Monday
2022-04-12,976.0,26689.0,211.0,32.0,3.0,3069.0,768,Tuesday
2022-04-13,1284.0,25419.0,197.0,31.0,4.0,2810.0,769,Wednesday
2022-04-14,914.0,24357.0,194.0,29.0,7.0,2416.0,770,Thursday
2022-04-15,1062.0,23242.0,186.0,29.0,3.0,2432.0,771,Friday
2022-04-16,434.0,22872.0,176.0,28.0,1.0,940.0,772,Saturday
2022-04-17,411.0,22460.0,178.0,30.0,1.0,808.0,773,Sunday
2022-04-18,836.0,19502.0,172.0,30.0,3.0,3429.0,774,Monday
2022-04-19,1390.0,19364.0,178.0,30.0,4.0,2296.0,775,Tuesday
2022-04-20,1201.0,18501.0,173.0,28.0,3.0,2133.0,776,Wednesday
2022-04-21,1013.0,17758.0,160.0,29.0,1.0,1906.0,777,Thursday
2022-04-22,1349.0,16956.0,151.0,29.0,1.0,1849.0,778,Friday
2022-04-23,644.0,16665.0,139.0,30.0,7.0,797.0,779,Saturday
2022-04-24,543.0,16467.0,135.0,33.0,2.0,541.0,780,Sunday
2022-04-25,1313.0,15354.0,136.0,30.0,4.0,2667.0,781,Monday
2022-04-26,983.0,14877.0,142.0,29.0,4.0,1623.0,782,Tuesday
2022-04-27,682.0,13624.0,127.0,28.0,1.0,1546.0,783,Wednesday
2022-04-28,925.0,13534.0,134.0,26.0,1.0,1353.0,784,Thursday
2022-04-29,926.0,13193.0,122.0,23.0,4.0,1318.0,785,Friday
2022-04-30,449.0,13111.0,125.0,23.0,0.0,570.0,786,Saturday
2022-05-01,381.0,12956.0,121.0,24.0,1.0,397.0,787,Sunday
2022-05-02,807.0,12942.0,131.0,22.0,2.0,472.0,788,Monday
2022-05-03,1013.0,12440.0,137.0,22.0,3.0,2157.0,789,Tuesday
2022-05-04,968.0,12182.0,134.0,22.0,4.0,1268.0,790,Wednesday
2022-05-05,926.0,11760.0,117.0,21.0,3.0,1161.0,791,Thursday
2022-05-06,909.0,11462.0,110.0,17.0,3.0,1051.0,792,Friday
2022-05-07,424.0,11280.0,113.0,18.0,3.0,508.0,793,Saturday
2022-05-08,547.0,11133.0,114.0,19.0,0.0,345.0,794,Sunday
2022-05-09,1194.0,10570.0,115.0,21.0,2.0,1558.0,795,Monday
2022-05-10,716.0,10097.0,109.0,22.0,0.0,1144.0,796,Tuesday
2022-05-11,899.0,10416.0,96.0,19.0,3.0,293.0,797,Wednesday
2022-05-12,749.0,9738.0,96.0,15.0,1.0,1265.0,798,Thursday
2022-05-13,824.0,9321.0,100.0,14.0,2.0,974.0,799,Friday
2022-05-14,441.0,9069.0,88.0,9.0,3.0,487.0,800,Saturday
2022-05-15,450.0,8960.0,88.0,9.0,2.0,243.0,801,Sunday
2022-05-16,997.0,9241.0,88.0,9.0,1.0,460.0,802,Monday
2022-05-17,668.0,8125.0,71.0,9.0,1.0,1658.0,803,Tuesday
2022-05-18,826.0,7520.0,63.0,8.0,1.0,1012.0,804,Wednesday
2022-05-19,583.0,7195.0,59.0,8.0,1.0,742.0,805,Thursday
2022-05-20,730.0,6830.0,53.0,8.0,0.0,755.0,806,Friday
2022-05-21,320.0,6668.0,51.0,6.0,1.0,326.0,807,Saturday
2022-05-22,334.0,6557.0,54.0,6.0,0.0,199.0,808,Sunday
2022-05-23,853.0,6142.0,54.0,7.0,1.0,994.0,809,Monday
2022-05-24,581.0,5866.0,53.0,6.0,1.0,674.0,810,Tuesday
2022-05-25,717.0,5587.0,49.0,6.0,0.0,610.0,811,Wednesday
2022-05-26,607.0,5293.0,44.0,6.0,3.0,589.0,812,Thursday
2022-05-27,648.0,4996.0,45.0,6.0,0.0,558.0,813,Friday
2022-05-28,267.0,4852.0,50.0,5.0,2.0,237.0,814,Saturday
2022-05-29,385.0,4778.0,50.0,5.0,0.0,134.0,815,Sunday
2022-05-30,779.0,4420.0,52.0,6.0,1.0,742.0,816,Monday
2022-05-31,573.0,4211.0,48.0,7.0,0.0,540.0,817,Tuesday
2022-06-01,692.0,4091.0,49.0,6.0,3.0,408.0,818,Wednesday
2022-06-02,489.0,3932.0,53.0,6.0,0.0,417.0,819,Thursday
2022-06-03,610.0,3845.0,41.0,7.0,0.0,390.0,820,Friday
2022-06-04,245.0,3768.0,39.0,7.0,1.0,163.0,821,Saturday
2022-06-05,355.0,3759.0,40.0,7.0,1.0,89.0,822,Sunday
2022-06-06,793.0,3639.0,44.0,7.0,0.0,580.0,823,Monday
2022-06-07,519.0,3597.0,35.0,7.0,0.0,397.0,824,Tuesday
2022-06-08,596.0,3599.0,34.0,6.0,1.0,334.0,825,Wednesday
2022-06-09,483.0,3597.0,38.0,7.0,0.0,294.0,826,Thursday
2022-06-10,609.0,3679.0,37.0,6.0,1.0,263.0,827,Friday
2022-06-11,277.0,3728.0,36.0,6.0,0.0,93.0,828,Saturday
2022-06-12,312.0,3741.0,38.0,6.0,0.0,61.0,829,Sunday
2022-06-13,742.0,3923.0,40.0,6.0,0.0,383.0,830,Monday
2022-06-14,545.0,4067.0,40.0,7.0,1.0,334.0,831,Tuesday
2022-06-15,619.0,4249.0,43.0,7.0,0.0,288.0,832,Wednesday
2022-06-16,567.0,4465.0,46.0,7.0,0.0,257.0,833,Thursday
2022-06-17,602.0,4683.0,46.0,7.0,1.0,304.0,834,Friday
2022-06-18,298.0,4786.0,47.0,6.0,0.0,87.0,835,Saturday
2022-06-19,345.0,4858.0,47.0,6.0,0.0,80.0,836,Sunday
2022-06-20,833.0,5247.0,46.0,6.0,0.0,460.0,837,Monday
2022-06-21,618.0,5570.0,43.0,6.0,0.0,355.0,838,Tuesday
2022-06-22,726.0,6005.0,39.0,8.0,1.0,336.0,839,Wednesday
2022-06-23,534.0,6368.0,43.0,10.0,0.0,292.0,840,Thursday
2022-06-24,630.0,6804.0,49.0,10.0,1.0,345.0,841,Friday
2022-06-25,354.0,6913.0,52.0,10.0,0.0,142.0,842,Saturday
2022-06-26,349.0,7057.0,51.0,11.0,0.0,73.0,843,Sunday
2022-06-27,759.0,7728.0,48.0,11.0,1.0,564.0,844,Monday
2022-06-28,586.0,8317.0,48.0,12.0,2.0,478.0,845,Tuesday
2022-06-29,672.0,8857.0,47.0,11.0,0.0,470.0,846,Wednesday
2022-06-30,640.0,9300.0,72.0,11.0,0.0,473.0,847,Thursday
2022-07-01,661.0,9941.0,76.0,10.0,1.0,520.0,848,Friday
2022-07-02,295.0,10128.0,70.0,11.0,2.0,189.0,849,Saturday
2022-07-03,396.0,10266.0,71.0,11.0,1.0,152.0,850,Sunday
2022-07-04,820.0,11260.0,77.0,12.0,0.0,847.0,851,Monday
2022-07-05,620.0,12072.0,83.0,10.0,2.0,679.0,852,Tuesday
2022-07-06,685.0,12943.0,81.0,10.0,0.0,771.0,853,Wednesday
2022-07-07,573.0,13630.0,95.0,10.0,0.0,654.0,854,Thursday
2022-07-08,610.0,14320.0,86.0,12.0,2.0,781.0,855,Friday
2022-07-09,317.0,14585.0,82.0,11.0,0.0,250.0,856,Saturday
2022-07-10,374.0,14824.0,84.0,13.0,1.0,218.0,857,Sunday
2022-07-11,859.0,15983.0,94.0,15.0,0.0,1236.0,858,Monday
2022-07-12,631.0,16802.0,90.0,14.0,1.0,1066.0,859,Tuesday
