date,tests,cases,normal_beds,ICU_beds,deceased,recovered,temp_avg,temp_min,temp_max,day,dow
2021-05-03,4024.0,9698.0,460.0,148.0,6.0,722.0,9.81,6.889999999999999,15.740000000000004,424,Monday
2021-05-04,4750.0,9588.0,441.0,143.0,4.0,1034.0,13.32,2.84,19.84,425,Tuesday
2021-05-05,4228.0,9621.0,420.0,140.0,6.0,741.0,12.56,7.37,19.08,426,Wednesday
2021-05-06,4029.0,9329.0,411.0,140.0,3.0,898.0,8.53,6.32,11.54,427,Thursday
2021-05-07,4327.0,9132.0,397.0,141.0,3.0,830.0,9.49,6.959999999999999,13.15,428,Friday
2021-05-08,2406.0,9006.0,376.0,127.0,1.0,410.0,11.02,4.92,17.580000000000002,429,Saturday
2021-05-09,1310.0,8960.0,370.0,129.0,7.0,186.0,15.52,4.02,23.4,430,Sunday
2021-05-10,3722.0,8641.0,377.0,132.0,6.0,807.0,18.54,8.670000000000002,25.53,431,Monday
2021-05-11,4700.0,8967.0,346.0,131.0,3.0,402.0,19.71,8.71,26.120000000000005,432,Tuesday
2021-05-12,4636.0,8645.0,336.0,127.0,2.0,917.0,14.09,12.730000000000002,19.950000000000003,433,Wednesday
2021-05-13,3962.0,8168.0,327.0,123.0,4.0,943.0,13.76,11.43,18.38,434,Thursday
2021-05-14,4177.0,7645.0,319.0,124.0,6.0,1013.0,13.07,10.11,18.3,435,Friday
2021-05-15,2471.0,7571.0,300.0,121.0,6.0,363.0,13.78,9.2,19.19,436,Saturday
2021-05-16,1504.0,7476.0,288.0,120.0,4.0,207.0,15.35,11.28,20.05,437,Sunday
2021-05-17,4233.0,7080.0,285.0,122.0,3.0,887.0,11.669999999999998,9.87,17.33,438,Monday
2021-05-18,4469.0,6688.0,270.0,113.0,6.0,925.0,14.239999999999998,5.659999999999999,21.68,439,Tuesday
2021-05-19,3852.0,6269.0,257.0,111.0,5.0,770.0,9.919999999999998,8.889999999999999,14.1,440,Wednesday
2021-05-20,4136.0,5994.0,251.0,111.0,7.0,606.0,12.739999999999998,7.88,20.01,441,Thursday
2021-05-21,4045.0,5742.0,242.0,106.0,3.0,633.0,15.49,5.039999999999999,21.6,442,Friday
2021-05-22,2118.0,5609.0,221.0,98.0,1.0,287.0,15.82,12.68,19.08,443,Saturday
2021-05-23,1405.0,5547.0,207.0,99.0,4.0,144.0,12.72,10.38,19.21,444,Sunday
2021-05-24,3565.0,5379.0,220.0,96.0,2.0,488.0,11.06,7.390000000000001,13.07,445,Monday
2021-05-25,4242.0,5040.0,203.0,92.0,3.0,725.0,11.56,8.639999999999999,18.37,446,Tuesday
2021-05-26,4018.0,4808.0,192.0,85.0,5.0,596.0,13.48,6.12,20.63,447,Wednesday
2021-05-27,3592.0,4625.0,185.0,80.0,3.0,468.0,14.570000000000002,6.950000000000001,22.85,448,Thursday
2021-05-28,3715.0,4485.0,173.0,79.0,4.0,494.0,15.02,8.11,21.18,449,Friday
2021-05-29,1854.0,4329.0,157.0,76.0,2.0,291.0,13.5,9.8,19.34,450,Saturday
2021-05-30,1503.0,4306.0,165.0,77.0,2.0,114.0,12.85,8.059999999999999,19.020000000000003,451,Sunday
2021-05-31,3381.0,4132.0,172.0,73.0,1.0,496.0,14.32,5.39,20.520000000000003,452,Monday
2021-06-01,4174.0,3967.0,159.0,68.0,1.0,534.0,15.37,7.77,21.590000000000003,453,Tuesday
2021-06-02,3841.0,3882.0,151.0,63.0,4.0,355.0,17.299999999999997,7.63,24.2,454,Wednesday
2021-06-03,3927.0,3828.0,151.0,62.0,3.0,332.0,18.590000000000003,9.62,25.9,455,Thursday
2021-06-04,3478.0,3693.0,144.0,61.0,2.0,380.0,20.410000000000004,11.459999999999996,27.28,456,Friday
2021-06-05,2257.0,3692.0,148.0,53.0,2.0,157.0,21.39,14.169999999999998,28.22000000000001,457,Saturday
2021-06-06,1329.0,3666.0,149.0,49.0,1.0,82.0,18.56,15.820000000000002,22.28,458,Sunday
2021-06-07,3053.0,3563.0,152.0,51.0,2.0,322.0,18.92,15.79,24.860000000000003,459,Monday
2021-06-08,3508.0,3426.0,144.0,51.0,1.0,390.0,20.06,13.97,27.45,460,Tuesday
2021-06-09,3036.0,3254.0,141.0,47.0,1.0,366.0,19.66,12.84,27.46,461,Wednesday
2021-06-10,2737.0,3088.0,124.0,48.0,1.0,284.0,19.26,15.43,25.59,462,Thursday
2021-06-11,2700.0,2858.0,119.0,46.0,5.0,353.0,18.71,13.28,26.17,463,Friday
2021-06-12,1376.0,2812.0,96.0,42.0,3.0,134.0,20.87,12.96,27.540000000000003,464,Saturday
2021-06-13,1024.0,2744.0,91.0,44.0,3.0,90.0,20.21,16.830000000000002,25.66,465,Sunday
2021-06-14,2332.0,2534.0,92.0,42.0,2.0,321.0,17.61,10.82,23.66,466,Monday
2021-06-15,2654.0,2278.0,82.0,40.0,2.0,372.0,19.62,9.8,26.71,467,Tuesday
2021-06-16,2344.0,2089.0,83.0,38.0,1.0,273.0,21.79,13.669999999999998,29.22,468,Wednesday
2021-06-17,2418.0,1898.0,75.0,37.0,0.0,278.0,23.35,13.5,29.820000000000004,469,Thursday
2021-06-18,2255.0,1735.0,70.0,39.0,2.0,246.0,23.65,15.79,30.12,470,Friday
2021-06-19,1067.0,1604.0,64.0,37.0,1.0,157.0,24.72,16.36,31.829999999999995,471,Saturday
2021-06-20,810.0,1565.0,65.0,37.0,0.0,55.0,25.84,18.09,31.94,472,Sunday
2021-06-21,2194.0,1412.0,70.0,35.0,3.0,219.0,26.68,18.91,32.68,473,Monday
2021-06-22,2090.0,1212.0,59.0,33.0,1.0,253.0,25.65,18.68,32.41,474,Tuesday
2021-06-23,2163.0,1060.0,54.0,29.0,1.0,195.0,26.35,15.15,33.11,475,Wednesday
2021-06-24,2172.0,983.0,52.0,28.0,0.0,123.0,27.67,18.880000000000003,33.7,476,Thursday
2021-06-25,957.0,868.0,48.0,26.0,0.0,124.0,23.57,18.17,30.58,477,Friday
2021-06-26,861.0,796.0,51.0,23.0,2.0,91.0,23.15,15.470000000000002,29.590000000000003,478,Saturday
2021-06-27,657.0,783.0,53.0,22.0,0.0,24.0,23.97,16.22,30.22,479,Sunday
2021-06-28,1657.0,706.0,52.0,22.0,0.0,113.0,25.59,16.029999999999998,33.33,480,Monday
2021-06-29,2039.0,636.0,52.0,19.0,0.0,117.0,26.65,16.169999999999998,34.08999999999999,481,Tuesday
2021-06-30,1633.0,575.0,52.0,16.0,0.0,84.0,24.33,18.36,30.91,482,Wednesday
2021-07-01,1662.0,510.0,51.0,15.0,0.0,89.0,17.5,14.26,24.83,483,Thursday
2021-07-02,1520.0,456.0,49.0,15.0,0.0,84.0,19.58,13.169999999999998,26.46,484,Friday
2021-07-03,850.0,439.0,46.0,15.0,0.0,26.0,22.24,12.63,28.93,485,Saturday
2021-07-04,605.0,428.0,44.0,16.0,0.0,18.0,20.35,16.98,25.520000000000003,486,Sunday
2021-07-05,1703.0,409.0,43.0,15.0,1.0,66.0,20.380000000000003,17.16,26.12,487,Monday
2021-07-06,2115.0,428.0,45.0,14.0,1.0,53.0,24.12,14.13,31.29,488,Tuesday
2021-07-07,1720.0,454.0,42.0,10.0,1.0,42.0,26.28,16.810000000000002,33.629999999999995,489,Wednesday
2021-07-08,1704.0,489.0,38.0,9.0,1.0,46.0,26.61,17.85,33.57000000000001,490,Thursday
2021-07-09,1641.0,559.0,32.0,9.0,0.0,11.0,24.88,20.13,30.54,491,Friday
2021-07-10,774.0,564.0,34.0,9.0,0.0,19.0,23.2,15.919999999999998,28.82,492,Saturday
2021-07-11,570.0,564.0,34.0,9.0,0.0,9.0,22.73,16.63,28.76,493,Sunday
2021-07-12,1854.0,612.0,32.0,9.0,2.0,36.0,24.11,17.259999999999998,30.28,494,Monday
2021-07-13,1758.0,648.0,29.0,10.0,0.0,47.0,25.16,17.4,32.230000000000004,495,Tuesday
2021-07-14,1694.0,681.0,24.0,10.0,0.0,23.0,21.500000000000004,18.27,27.829999999999995,496,Wednesday
2021-07-15,1685.0,720.0,22.0,10.0,0.0,24.0,20.79,13.54,27.520000000000003,497,Thursday
2021-07-16,1733.0,751.0,20.0,10.0,0.0,30.0,20.62,14.71,25.849999999999994,498,Friday
2021-07-17,819.0,763.0,18.0,10.0,0.0,9.0,20.46,17.580000000000002,24.7,499,Saturday
2021-07-18,591.0,764.0,19.0,10.0,0.0,8.0,20.74,17.76,25.71,500,Sunday
2021-07-19,1737.0,805.0,20.0,10.0,0.0,48.0,22.59,18.24,29.3,501,Monday
2021-07-20,1807.0,842.0,19.0,9.0,0.0,73.0,21.97,15.37,28.25,502,Tuesday
2021-07-21,1448.0,843.0,19.0,8.0,0.0,68.0,21.500000000000004,15.37,27.31,503,Wednesday
2021-07-22,1641.0,820.0,20.0,7.0,1.0,81.0,21.77,14.829999999999998,27.65,504,Thursday
2021-07-23,1867.0,832.0,21.0,8.0,0.0,80.0,21.27,16.29,28.18,505,Friday
2021-07-24,740.0,840.0,21.0,8.0,1.0,23.0,24.01,14.63,30.16,506,Saturday
2021-07-25,593.0,850.0,21.0,8.0,1.0,11.0,24.79,17.46,31.47,507,Sunday
2021-07-26,1652.0,872.0,21.0,8.0,0.0,84.0,24.44,16.96,31.29,508,Monday
2021-07-27,1587.0,874.0,21.0,7.0,0.0,83.0,23.07,17.46,29.61,509,Tuesday
2021-07-28,1480.0,917.0,21.0,7.0,0.0,56.0,24.72,17.16,32.06,510,Wednesday
2021-07-29,1690.0,971.0,21.0,8.0,0.0,63.0,24.12,16.39,30.340000000000003,511,Thursday
2021-07-30,1678.0,1045.0,21.0,9.0,0.0,60.0,25.85,16.94,32.410000000000004,512,Friday
2021-07-31,764.0,1082.0,20.0,9.0,1.0,21.0,23.28,18.08,29.47,513,Saturday
2021-08-01,648.0,1104.0,21.0,8.0,0.0,9.0,21.11,18.28,27.25,514,Sunday
2021-08-02,1777.0,1196.0,22.0,9.0,0.0,89.0,19.4,15.82,24.54,515,Monday
2021-08-03,1590.0,1225.0,21.0,9.0,0.0,110.0,20.46,14.669999999999998,26.28000000000001,516,Tuesday
2021-08-04,1614.0,1294.0,22.0,8.0,0.0,70.0,20.940000000000005,15.69,26.110000000000003,517,Wednesday
2021-08-05,1775.0,1379.0,20.0,8.0,0.0,57.0,18.66,16.78,24.35,518,Thursday
2021-08-06,1578.0,1420.0,22.0,7.0,1.0,92.0,20.23,13.63,27.96,519,Friday
2021-08-07,778.0,1455.0,24.0,8.0,1.0,30.0,22.98,14.5,29.629999999999995,520,Saturday
2021-08-08,671.0,1480.0,24.0,7.0,2.0,21.0,23.1,18.06,29.01,521,Sunday
2021-08-09,1857.0,1593.0,25.0,7.0,0.0,106.0,21.59,16.69,28.23,522,Monday
2021-08-10,1977.0,1755.0,29.0,7.0,0.0,85.0,23.08,15.330000000000002,30.47,523,Tuesday
2021-08-11,1831.0,1906.0,29.0,7.0,0.0,99.0,23.64,17.009999999999998,31.22,524,Wednesday
2021-08-12,1844.0,1988.0,33.0,7.0,0.0,117.0,24.190000000000005,16.169999999999998,31.930000000000007,525,Thursday
2021-08-13,1872.0,2117.0,36.0,6.0,0.0,135.0,24.96,16.98,33.279999999999994,526,Friday
2021-08-14,921.0,2156.0,35.0,7.0,0.0,58.0,25.630000000000003,18.630000000000003,34.379999999999995,527,Saturday
2021-08-15,803.0,2182.0,35.0,8.0,0.0,31.0,24.71,17.759999999999998,34.559999999999995,528,Sunday
2021-08-16,2062.0,2319.0,36.0,9.0,0.0,181.0,25.09,18.23,32.96,529,Monday
2021-08-17,2238.0,2567.0,39.0,10.0,0.0,136.0,18.28,15.77,24.84,530,Tuesday
2021-08-18,2238.0,2810.0,49.0,8.0,3.0,137.0,18.37,14.079999999999998,24.97,531,Wednesday
2021-08-19,2481.0,3002.0,47.0,9.0,2.0,143.0,19.270000000000003,11.45,27.05,532,Thursday
2021-08-20,2121.0,3256.0,43.0,11.0,0.0,134.0,20.29,13.75,28.160000000000004,533,Friday
2021-08-21,1399.0,3435.0,52.0,14.0,0.0,65.0,21.12,12.79,29.76,534,Saturday
2021-08-22,755.0,3506.0,50.0,16.0,2.0,45.0,22.5,13.73,30.65,535,Sunday
2021-08-23,2489.0,3763.0,58.0,17.0,1.0,218.0,16.65,15.23,22.08,536,Monday
2021-08-24,2806.0,4025.0,68.0,18.0,1.0,246.0,19.01,12.23,25.540000000000003,537,Tuesday
2021-08-25,2935.0,4286.0,71.0,18.0,1.0,249.0,16.380000000000003,13.64,22.56,538,Wednesday
2021-08-26,2955.0,4631.0,87.0,18.0,1.0,197.0,16.779999999999998,8.72,24.61,539,Thursday
2021-08-27,3104.0,4907.0,97.0,20.0,2.0,262.0,15.65,12.84,22.0,540,Friday
2021-08-28,1396.0,5087.0,101.0,20.0,2.0,97.0,15.14,11.05,20.36,541,Saturday
2021-08-29,888.0,5174.0,108.0,21.0,0.0,56.0,13.56,11.1,20.37,542,Sunday
2021-08-30,2919.0,5397.0,117.0,24.0,1.0,317.0,15.470000000000002,8.219999999999999,21.6,543,Monday
2021-08-31,3790.0,5782.0,117.0,29.0,1.0,387.0,17.060000000000002,9.73,24.71,544,Tuesday
2021-09-01,3613.0,6068.0,125.0,34.0,0.0,379.0,16.169999999999998,10.92,24.22,545,Wednesday
2021-09-02,3303.0,6344.0,123.0,39.0,3.0,335.0,16.140000000000004,8.27,24.31,546,Thursday
2021-09-03,3757.0,6699.0,138.0,42.0,0.0,386.0,16.44,9.71,24.86,547,Friday
2021-09-04,1710.0,6771.0,147.0,42.0,2.0,246.0,16.759999999999998,9.12,25.48,548,Saturday
2021-09-05,1429.0,6890.0,168.0,41.0,0.0,116.0,17.0,9.36,26.27,549,Sunday
2021-09-06,3947.0,7295.0,168.0,47.0,1.0,474.0,16.790000000000003,9.17,25.98,550,Monday
2021-09-07,5161.0,7881.0,179.0,50.0,2.0,506.0,16.85,8.989999999999998,25.71,551,Tuesday
2021-09-08,4924.0,8389.0,185.0,58.0,3.0,510.0,16.330000000000002,9.01,25.43,552,Wednesday
2021-09-09,5188.0,8844.0,209.0,60.0,1.0,540.0,15.84,7.3,25.69,553,Thursday
2021-09-10,5491.0,9392.0,220.0,58.0,4.0,537.0,16.79,8.26,26.75,554,Friday
2021-09-11,2723.0,9675.0,214.0,60.0,3.0,277.0,17.419999999999998,8.98,27.21,555,Saturday
2021-09-12,1657.0,9816.0,227.0,65.0,0.0,143.0,18.15,10.3,27.93,556,Sunday
2021-09-13,5668.0,10669.0,246.0,66.0,1.0,538.0,18.7,10.9,28.58,557,Monday
2021-09-14,6747.0,11262.0,262.0,71.0,3.0,766.0,19.43,11.549999999999995,29.57,558,Tuesday
2021-09-15,6707.0,11921.0,276.0,71.0,6.0,661.0,21.280000000000005,11.260000000000002,30.110000000000003,559,Wednesday
2021-09-16,6534.0,12455.0,263.0,78.0,7.0,605.0,20.34,15.73,26.040000000000003,560,Thursday
2021-09-17,6255.0,12965.0,264.0,84.0,6.0,741.0,16.37,14.59,21.21,561,Friday
2021-09-18,2579.0,13192.0,272.0,88.0,2.0,314.0,15.49,11.99,22.41,562,Saturday
2021-09-19,1706.0,13248.0,266.0,94.0,4.0,231.0,15.88,9.85,21.31,563,Sunday
2021-09-20,5729.0,13675.0,266.0,98.0,5.0,878.0,12.67,10.609999999999998,16.92,564,Monday
2021-09-21,5937.0,13769.0,277.0,101.0,3.0,1085.0,12.8,9.56,18.53,565,Tuesday
2021-09-22,5620.0,13762.0,285.0,103.0,10.0,1014.0,12.22,7.63,19.37,566,Wednesday
2021-09-23,5472.0,13704.0,290.0,101.0,5.0,994.0,12.69,4.5600000000000005,21.26,567,Thursday
2021-09-24,5537.0,13623.0,301.0,103.0,5.0,1082.0,15.24,7.850000000000001,23.78,568,Friday
2021-09-25,2316.0,13510.0,279.0,102.0,6.0,555.0,15.73,8.78,24.15,569,Saturday
2021-09-26,1443.0,13511.0,293.0,104.0,5.0,278.0,17.779999999999998,10.48,24.97,570,Sunday
2021-09-27,4790.0,13158.0,320.0,106.0,7.0,1385.0,17.369999999999997,15.289999999999996,22.09,571,Monday
2021-09-28,6411.0,13135.0,315.0,104.0,9.0,1361.0,17.26,12.4,25.380000000000003,572,Tuesday
2021-09-29,5756.0,12836.0,291.0,112.0,4.0,1323.0,16.79,12.06,24.43,573,Wednesday
2021-09-30,5335.0,12664.0,313.0,107.0,4.0,1141.0,13.86,10.86,19.020000000000003,574,Thursday
2021-10-01,5002.0,12404.0,305.0,114.0,4.0,1249.0,12.79,6.15,18.72,575,Friday
2021-10-02,2443.0,12392.0,302.0,120.0,4.0,540.0,12.97,9.84,19.31,576,Saturday
2021-10-03,1201.0,12325.0,303.0,121.0,5.0,285.0,16.43,8.620000000000001,22.110000000000003,577,Sunday
2021-10-04,4787.0,11997.0,311.0,120.0,7.0,1300.0,17.67,13.56,24.45,578,Monday
2021-10-05,6177.0,12017.0,306.0,120.0,8.0,1181.0,17.2,12.14,23.07,579,Tuesday
2021-10-06,5340.0,11974.0,287.0,113.0,8.0,1009.0,12.44,10.42,17.65,580,Wednesday
2021-10-07,4713.0,11875.0,300.0,113.0,3.0,939.0,11.86,9.97,13.200000000000005,581,Thursday
2021-10-08,4615.0,11751.0,299.0,114.0,2.0,1002.0,11.889999999999995,10.669999999999998,13.48,582,Friday
2021-10-09,2049.0,11793.0,308.0,115.0,5.0,441.0,9.55,6.460000000000001,14.48,583,Saturday
2021-10-10,1012.0,11695.0,300.0,117.0,6.0,282.0,7.65,5.73,9.94,584,Sunday
2021-10-11,4562.0,11659.0,305.0,117.0,4.0,1040.0,8.97,6.48,14.100000000000003,585,Monday
2021-10-12,5692.0,11546.0,314.0,114.0,1.0,1337.0,7.599999999999999,3.47,13.82,586,Tuesday
2021-10-13,5379.0,11600.0,299.0,121.0,5.0,1024.0,7.4,2.98,14.310000000000002,587,Wednesday
2021-10-14,5141.0,11732.0,290.0,116.0,4.0,969.0,6.75,0.79,14.09,588,Thursday
2021-10-15,5724.0,12177.0,287.0,116.0,4.0,989.0,7.32,2.68,15.189999999999998,589,Friday
2021-10-16,2279.0,12276.0,282.0,116.0,4.0,530.0,9.09,1.24,17.15,590,Saturday
2021-10-17,1357.0,12415.0,290.0,121.0,3.0,222.0,7.92,3.16,17.089999999999996,591,Sunday
2021-10-18,5237.0,13108.0,299.0,119.0,3.0,976.0,7.88,1.87,16.4,592,Monday
2021-10-19,7370.0,14054.0,301.0,120.0,4.0,1200.0,9.82,3.26,16.69,593,Tuesday
2021-10-20,6645.0,14938.0,308.0,119.0,9.0,962.0,12.95,4.94,19.13,594,Wednesday
2021-10-21,6875.0,16065.0,303.0,118.0,7.0,833.0,15.320000000000002,12.1,17.82,595,Thursday
2021-10-22,7509.0,17454.0,319.0,121.0,9.0,875.0,12.79,11.33,15.920000000000002,596,Friday
2021-10-23,4458.0,18463.0,338.0,117.0,8.0,484.0,8.750000000000002,5.89,13.82,597,Saturday
2021-10-24,2084.0,18983.0,351.0,124.0,5.0,177.0,6.06,2.34,13.88,598,Sunday
2021-10-25,6076.0,20274.0,369.0,124.0,11.0,995.0,4.749999999999999,-0.6599999999999999,13.18,599,Monday
2021-10-26,8313.0,22183.0,382.0,128.0,10.0,1220.0,5.979999999999999,1.11,10.98,600,Tuesday
2021-10-27,7332.0,23733.0,396.0,130.0,9.0,1072.0,6.51,1.0,15.87,601,Wednesday
2021-10-28,6802.0,25145.0,419.0,128.0,10.0,1098.0,6.08,1.33,13.74,602,Thursday
2021-10-29,7609.0,26698.0,428.0,130.0,7.0,1429.0,5.119999999999999,0.53,12.470000000000002,603,Friday
2021-10-30,3954.0,27730.0,439.0,128.0,9.0,626.0,4.99,0.2499999999999999,11.72,604,Saturday
2021-10-31,2643.0,28624.0,441.0,136.0,6.0,353.0,7.729999999999999,1.9699999999999995,15.64,605,Sunday
2021-11-01,2641.0,28087.0,461.0,142.0,11.0,1663.0,9.97,3.61,14.04,606,Monday
2021-11-02,7757.0,29394.0,479.0,155.0,10.0,2137.0,9.35,7.0200000000000005,13.509999999999996,607,Tuesday
2021-11-03,10176.0,32059.0,516.0,154.0,18.0,1844.0,10.29,6.4,12.43,608,Wednesday
2021-11-04,9983.0,33869.0,570.0,165.0,9.0,1956.0,10.78,7.080000000000001,17.139999999999997,609,Thursday
2021-11-05,9643.0,35261.0,589.0,172.0,13.0,2257.0,7.56,3.3800000000000003,10.52,610,Friday
2021-11-06,5456.0,36089.0,574.0,174.0,15.0,1488.0,8.419999999999998,5.95,11.52,611,Saturday
2021-11-07,2962.0,36669.0,617.0,180.0,10.0,695.0,8.440000000000001,6.269999999999999,12.48,612,Sunday
2021-11-08,7622.0,37721.0,659.0,184.0,13.0,2284.0,8.05,6.25,10.26,613,Monday
2021-11-09,10579.0,39066.0,687.0,187.0,12.0,3118.0,6.32,3.58,11.830000000000002,614,Tuesday
2021-11-10,9082.0,40007.0,703.0,186.0,20.0,2622.0,5.220000000000001,1.46,11.169999999999998,615,Wednesday
2021-11-11,9128.0,40924.0,714.0,206.0,10.0,2503.0,5.42,2.14,9.1,616,Thursday
2021-11-12,9220.0,41600.0,745.0,209.0,14.0,2971.0,6.14,4.21,7.959999999999999,617,Friday
2021-11-13,5351.0,42305.0,762.0,219.0,20.0,1643.0,7.9,5.64,10.89,618,Saturday
2021-11-14,3416.0,42867.0,768.0,222.0,21.0,1246.0,7.840000000000001,6.76,9.21,619,Sunday
2021-11-15,7654.0,45502.0,780.0,228.0,12.0,1131.0,8.22,6.62,10.73,620,Monday
2021-11-16,10053.0,46323.0,838.0,236.0,5.0,3443.0,7.580000000000001,6.130000000000001,9.34,621,Tuesday
2021-11-17,9223.0,45472.0,849.0,246.0,19.0,4494.0,7.589999999999999,4.86,9.750000000000002,622,Wednesday
2021-11-18,8283.0,45211.0,851.0,253.0,24.0,3758.0,6.459999999999999,3.770000000000001,11.85,623,Thursday
2021-11-19,8134.0,44786.0,874.0,253.0,21.0,3642.0,5.15,0.7399999999999999,12.4,624,Friday
2021-11-20,4743.0,44708.0,842.0,264.0,22.0,2307.0,4.57,0.2699999999999999,11.650000000000002,625,Saturday
2021-11-21,2739.0,44810.0,861.0,265.0,19.0,1271.0,4.529999999999999,0.74,8.629999999999999,626,Sunday
2021-11-22,7351.0,44862.0,886.0,276.0,17.0,3325.0,6.319999999999999,3.0,8.21,627,Monday
2021-11-23,8623.0,43522.0,870.0,283.0,23.0,4472.0,3.78,0.28,9.94,628,Tuesday
2021-11-24,7210.0,42619.0,888.0,280.0,11.0,3562.0,0.3899999999999999,-3.69,7.55,629,Wednesday
2021-11-25,6528.0,41552.0,857.0,288.0,11.0,3417.0,2.77,-2.6900000000000004,5.88,630,Thursday
2021-11-26,6147.0,40113.0,848.0,289.0,17.0,3644.0,3.83,2.74,5.15,631,Friday
2021-11-27,3421.0,39225.0,837.0,283.0,23.0,2346.0,4.0,1.95,5.98,632,Saturday
2021-11-28,2231.0,38444.0,856.0,284.0,23.0,1800.0,4.25,2.46,5.979999999999999,633,Sunday
2021-11-29,6291.0,37157.0,877.0,279.0,20.0,3755.0,0.7099999999999999,-1.4600000000000002,5.319999999999999,634,Monday
2021-11-30,6983.0,35132.0,851.0,277.0,16.0,4267.0,1.03,-4.419999999999999,4.930000000000001,635,Tuesday
2021-12-01,6243.0,33593.0,831.0,276.0,16.0,3652.0,5.4,-1.2000000000000002,9.23,636,Wednesday
2021-12-02,5530.0,31814.0,813.0,274.0,15.0,3501.0,3.69,2.07,7.37,637,Thursday
2021-12-03,5518.0,30483.0,789.0,270.0,17.0,3221.0,1.85,-0.4599999999999999,6.05,638,Friday
2021-12-04,2995.0,29351.0,765.0,264.0,18.0,2235.0,1.66,-2.88,4.69,639,Saturday
2021-12-05,1857.0,28735.0,763.0,271.0,13.0,1374.0,2.34,1.0699999999999998,4.35,640,Sunday
2021-12-06,5487.0,27290.0,784.0,266.0,16.0,3383.0,2.0,-0.76,6.17,641,Monday
2021-12-07,6576.0,25999.0,738.0,267.0,17.0,3125.0,-1.26,-3.85,3.4900000000000007,642,Tuesday
2021-12-08,5946.0,25017.0,704.0,259.0,18.0,2659.0,0.12,-4.67,2.96,643,Wednesday
2021-12-09,5053.0,23974.0,697.0,251.0,11.0,2348.0,0.91,-0.19,2.6000000000000005,644,Thursday
2021-12-10,5052.0,23226.0,673.0,241.0,19.0,2217.0,-0.02,-3.16,1.92,645,Friday
2021-12-11,2230.0,22531.0,667.0,242.0,11.0,1467.0,0.35,-2.18,2.88,646,Saturday
2021-12-12,1750.0,22169.0,643.0,240.0,14.0,1023.0,-1.34,-5.57,3.59,647,Sunday
2021-12-13,5113.0,21401.0,639.0,235.0,16.0,2473.0,1.35,-2.62,4.200000000000001,648,Monday
2021-12-14,5907.0,20673.0,581.0,236.0,11.0,2250.0,1.85,-1.2200000000000002,5.19,649,Tuesday
2021-12-15,4928.0,19892.0,573.0,231.0,8.0,2120.0,2.66,0.28,5.56,650,Wednesday
2021-12-16,5037.0,19434.0,542.0,234.0,8.0,1727.0,2.88,0.15,6.610000000000001,651,Thursday
2021-12-17,4484.0,18814.0,510.0,236.0,12.0,1889.0,0.9,-1.6500000000000004,6.51,652,Friday
2021-12-18,2266.0,18467.0,483.0,220.0,19.0,1103.0,0.13,-2.59,3.62,653,Saturday
2021-12-19,1550.0,18279.0,486.0,215.0,13.0,764.0,0.35,-3.43,6.67,654,Sunday
2021-12-20,4981.0,17882.0,481.0,215.0,10.0,1949.0,-0.6700000000000002,-4.390000000000001,6.220000000000001,655,Monday
2021-12-21,5566.0,17285.0,459.0,206.0,6.0,1846.0,-0.9500000000000002,-5.640000000000001,2.83,656,Tuesday
2021-12-22,4935.0,16721.0,443.0,206.0,6.0,1678.0,0.2099999999999998,-2.56,2.16,657,Wednesday
2021-12-23,5004.0,16604.0,422.0,202.0,10.0,1323.0,0.95,-2.41,3.35,658,Thursday
2021-12-24,4264.0,16215.0,412.0,202.0,1.0,1474.0,3.73,-0.38,7.479999999999999,659,Friday
2021-12-25,2161.0,16095.0,380.0,200.0,6.0,777.0,4.71,1.07,8.010000000000002,660,Saturday
2021-12-26,1848.0,16119.0,382.0,195.0,9.0,668.0,2.31,1.17,5.790000000000001,661,Sunday
2021-12-27,5337.0,16223.0,393.0,199.0,9.0,1703.0,2.51,0.23,4.209999999999999,662,Monday
2021-12-28,5949.0,16564.0,387.0,199.0,13.0,1520.0,3.54,1.8300000000000003,5.04,663,Tuesday
2021-12-29,5114.0,16908.0,383.0,189.0,10.0,1340.0,3.37,0.6799999999999999,7.280000000000001,664,Wednesday
2021-12-30,5176.0,17525.0,387.0,187.0,7.0,1275.0,4.14,0.95,8.75,665,Thursday
2021-12-31,4266.0,17905.0,373.0,180.0,6.0,1277.0,3.37,-0.22,9.7,666,Friday
2022-01-01,1984.0,17971.0,360.0,172.0,11.0,765.0,3.31,-0.8799999999999999,10.45,667,Saturday
2022-01-02,2288.0,18396.0,362.0,171.0,4.0,575.0,3.67,-1.81,9.55,668,Sunday
2022-01-03,7493.0,20240.0,377.0,171.0,11.0,1550.0,4.84,0.9900000000000002,9.12,669,Monday
2022-01-04,10580.0,23069.0,368.0,163.0,8.0,1248.0,8.360000000000001,2.23,10.18,670,Tuesday
2022-01-05,10098.0,25793.0,385.0,157.0,7.0,1119.0,7.19,2.56,13.64,671,Wednesday
2022-01-06,11026.0,28671.0,390.0,160.0,5.0,1198.0,1.91,-0.35,5.66,672,Thursday
2022-01-07,11232.0,32072.0,392.0,155.0,9.0,1085.0,-2.14,-4.46,2.5700000000000003,673,Friday
2022-01-08,7425.0,34766.0,382.0,156.0,6.0,661.0,-3.08,-6.599999999999999,2.61,674,Saturday
