date,state,avg,min,max
2020-12-17,Niederösterreich,1.5755208333333335,0.6431818181818182,2.6784090909090907
2020-12-17,Oberösterreich,1.2934782608695652,0.03478260869565217,3.180434782608696
2020-12-17,Steiermark,1.1118055555555555,0.27380952380952384,2.2047619047619045
2020-12-17,Wien,2.501190476190476,1.9428571428571428,3.1357142857142857
2020-12-18,Niederösterreich,1.416998106060606,-0.06363636363636367,3.5488636363636363
2020-12-18,Oberösterreich,0.6497282608695653,-0.8326086956521739,2.930434782608696
2020-12-18,Steiermark,0.5826388888888888,-0.5047619047619047,2.0023809523809524
2020-12-18,Wien,2.238095238095238,0.6785714285714286,3.4499999999999997
2020-12-19,Niederösterreich,0.8820075757575758,0.09545454545454546,1.7
2020-12-19,Oberösterreich,-0.0591485507246377,-0.8913043478260869,1.2543478260869565
2020-12-19,Steiermark,0.28531746031746036,-0.5571428571428572,1.592857142857143
2020-12-19,Wien,1.524404761904762,0.7428571428571429,2.05
2020-12-20,Niederösterreich,1.3013257575757575,0.7761363636363636,1.9613636363636362
2020-12-20,Oberösterreich,-0.05144927536231887,-0.9217391304347826,1.4369565217391302
2020-12-20,Steiermark,0.017559523809523764,-0.8666666666666666,1.4595238095238094
2020-12-20,Wien,2.3898809523809526,1.8928571428571428,2.914285714285714
2020-12-21,Niederösterreich,1.475378787878788,0.08522727272727275,3.3920454545454546
2020-12-21,Oberösterreich,1.0656702898550725,-0.4673913043478261,3.7217391304347824
2020-12-21,Steiermark,0.10922619047619049,-1.3023809523809522,2.242857142857143
2020-12-21,Wien,2.6883928571428575,1.592857142857143,4.128571428571429
2020-12-22,Niederösterreich,4.508664772727273,1.1863636363636365,8.429545454545455
2020-12-22,Oberösterreich,5.566123188405798,1.191304347826087,9.369565217391305
2020-12-22,Steiermark,1.5663690476190475,-0.35714285714285715,4.166666666666667
2020-12-22,Wien,5.090773809523809,2.314285714285714,11.278571428571428
2020-12-23,Niederösterreich,8.358806818181819,5.4772727272727275,11.730681818181818
2020-12-23,Oberösterreich,8.001449275362319,5.193478260869566,11.536956521739132
2020-12-23,Steiermark,3.35109126984127,0.5642857142857143,7.726190476190476
2020-12-23,Wien,9.49077380952381,7.385714285714286,12.092857142857143
2020-12-24,Niederösterreich,6.607954545454546,4.134090909090909,8.778409090909092
2020-12-24,Oberösterreich,6.128442028985506,4.5,8.289130434782608
2020-12-24,Steiermark,3.631448412698413,1.6,6.423809523809524
2020-12-24,Wien,7.683630952380952,6.057142857142857,10.021428571428572
2020-12-25,Niederösterreich,2.408001893939394,0.32499999999999996,4.875
2020-12-25,Oberösterreich,1.729710144927536,-0.6565217391304348,4.497826086956522
2020-12-25,Steiermark,2.6936507936507934,0.8142857142857144,4.6119047619047615
2020-12-25,Wien,3.5580357142857144,1.8714285714285714,6.442857142857143
2020-12-26,Niederösterreich,-1.0550189393939393,-5.720454545454545,1.5988636363636362
2020-12-26,Oberösterreich,-1.9555253623188407,-6.160869565217391,0.45652173913043476
2020-12-26,Steiermark,-1.3374007936507937,-6.966666666666667,2.9047619047619047
2020-12-26,Wien,0.5175595238095239,-3.085714285714286,3.25
2020-12-27,Niederösterreich,-2.5657670454545456,-7.744318181818182,2.3874999999999997
2020-12-27,Oberösterreich,-4.215217391304348,-8.141304347826088,1.182608695652174
2020-12-27,Steiermark,-3.835515873015873,-8.57857142857143,0.2785714285714286
2020-12-27,Wien,-1.5044642857142858,-5.507142857142857,2.1785714285714284
2020-12-28,Niederösterreich,1.4673295454545454,-1.0965909090909092,4.488636363636363
2020-12-28,Oberösterreich,1.0164855072463768,-2.241304347826087,4.4173913043478255
2020-12-28,Steiermark,0.3176587301587302,-2.1928571428571426,3.0833333333333335
2020-12-28,Wien,1.9973214285714285,-0.9428571428571428,5.028571428571429
2020-12-29,Niederösterreich,1.9502840909090908,-1.8693181818181819,7.593181818181819
2020-12-29,Oberösterreich,-0.3797101449275362,-3.432608695652174,3.8630434782608694
2020-12-29,Steiermark,0.49652777777777773,-2.6333333333333333,3.6761904761904765
2020-12-29,Wien,3.349702380952381,-0.2857142857142857,8.321428571428571
2020-12-30,Niederösterreich,0.8522253787878789,-1.9022727272727273,4.140909090909091
2020-12-30,Oberösterreich,0.16630434782608694,-2.373913043478261,3.760869565217391
2020-12-30,Steiermark,1.3273809523809523,-0.6214285714285713,4.269047619047619
2020-12-30,Wien,2.470535714285714,0.3071428571428572,5.021428571428571
2020-12-31,Niederösterreich,-0.4753314393939394,-4.5397727272727275,6.118181818181818
2020-12-31,Oberösterreich,-1.3971014492753624,-4.589130434782609,4.689130434782609
2020-12-31,Steiermark,-0.17688492063492062,-3.9523809523809526,4.135714285714285
2020-12-31,Wien,1.243452380952381,-3.307142857142857,7.2
2021-01-01,Niederösterreich,-2.720691287878788,-5.3625,-0.12954545454545452
2021-01-01,Oberösterreich,-2.824003623188406,-5.7,2.667391304347826
2021-01-01,Steiermark,-2.498809523809524,-5.976190476190476,1.8904761904761906
2021-01-01,Wien,-1.269642857142857,-2.9071428571428575,-0.057142857142857106
2021-01-02,Niederösterreich,0.8283617424242423,-1.7068181818181818,3.8806818181818183
2021-01-02,Oberösterreich,-1.8946557971014493,-3.460869565217391,-0.37826086956521743
